campus_id,campus,report_year,category,family,geography,federal_2025_count,federal_raw_value,federal_status,asr_2026_count,asr_raw_value,asr_status,difference,numeric_comparable,federal_source_file,federal_source_row,federal_source_column,asr_2026_url
122409001,San Diego,2023,motor_vehicle_theft,criminal_offenses,noncampus,2,2,reported_numeric,2,2,reported_numeric,0,True,Noncampuscrime222324.xls,833,VEHIC23,https://police.sdsu.edu/_resources/files/asr_2026_newdraft.pdf#page=8
122409001,San Diego,2023,motor_vehicle_theft,criminal_offenses,publicproperty,0,0,reported_numeric,0,0,reported_numeric,0,True,Publicpropertycrime222324.xls,833,VEHIC23,https://police.sdsu.edu/_resources/files/asr_2026_newdraft.pdf#page=8
122409001,San Diego,2024,motor_vehicle_theft,criminal_offenses,residential,0,0,reported_numeric,0,0,reported_numeric,0,True,Residencehallcrime222324.xls,833,VEHIC24,https://police.sdsu.edu/_resources/files/asr_2026_newdraft.pdf#page=8
122409001,San Diego,2024,motor_vehicle_theft,criminal_offenses,oncampus,6,6,reported_numeric,6,6,reported_numeric,0,True,Oncampuscrime222324.xls,833,VEHIC24,https://police.sdsu.edu/_resources/files/asr_2026_newdraft.pdf#page=8
122409001,San Diego,2024,motor_vehicle_theft,criminal_offenses,noncampus,0,0,reported_numeric,0,0,reported_numeric,0,True,Noncampuscrime222324.xls,833,VEHIC24,https://police.sdsu.edu/_resources/files/asr_2026_newdraft.pdf#page=8
122409001,San Diego,2024,motor_vehicle_theft,criminal_offenses,publicproperty,1,1,reported_numeric,1,1,reported_numeric,0,True,Publicpropertycrime222324.xls,833,VEHIC24,https://police.sdsu.edu/_resources/files/asr_2026_newdraft.pdf#page=8
122409001,San Diego,2023,arson,criminal_offenses,residential,0,0,reported_numeric,0,0,reported_numeric,0,True,Residencehallcrime222324.xls,833,ARSON23,https://police.sdsu.edu/_resources/files/asr_2026_newdraft.pdf#page=8
122409001,San Diego,2023,arson,criminal_offenses,oncampus,1,1,reported_numeric,1,1,reported_numeric,0,True,Oncampuscrime222324.xls,833,ARSON23,https://police.sdsu.edu/_resources/files/asr_2026_newdraft.pdf#page=8
122409001,San Diego,2023,arson,criminal_offenses,noncampus,0,0,reported_numeric,0,0,reported_numeric,0,True,Noncampuscrime222324.xls,833,ARSON23,https://police.sdsu.edu/_resources/files/asr_2026_newdraft.pdf#page=8
122409001,San Diego,2023,arson,criminal_offenses,publicproperty,1,1,reported_numeric,1,1,reported_numeric,0,True,Publicpropertycrime222324.xls,833,ARSON23,https://police.sdsu.edu/_resources/files/asr_2026_newdraft.pdf#page=8
122409001,San Diego,2024,arson,criminal_offenses,residential,0,0,reported_numeric,0,0,reported_numeric,0,True,Residencehallcrime222324.xls,833,ARSON24,https://police.sdsu.edu/_resources/files/asr_2026_newdraft.pdf#page=8
122409001,San Diego,2024,arson,criminal_offenses,oncampus,1,1,reported_numeric,1,1,reported_numeric,0,True,Oncampuscrime222324.xls,833,ARSON24,https://police.sdsu.edu/_resources/files/asr_2026_newdraft.pdf#page=8
122409001,San Diego,2024,arson,criminal_offenses,noncampus,0,0,reported_numeric,0,0,reported_numeric,0,True,Noncampuscrime222324.xls,833,ARSON24,https://police.sdsu.edu/_resources/files/asr_2026_newdraft.pdf#page=8
122409001,San Diego,2024,arson,criminal_offenses,publicproperty,0,0,reported_numeric,0,0,reported_numeric,0,True,Publicpropertycrime222324.xls,833,ARSON24,https://police.sdsu.edu/_resources/files/asr_2026_newdraft.pdf#page=8
122409001,San Diego,2023,domestic_violence,vawa,residential,0,0,reported_numeric,0,0,reported_numeric,0,True,Residencehallvawa222324.xls,833,DOMEST23,https://police.sdsu.edu/_resources/files/asr_2026_newdraft.pdf#page=8
122409001,San Diego,2023,domestic_violence,vawa,oncampus,2,2,reported_numeric,2,2,reported_numeric,0,True,Oncampusvawa222324.xls,833,DOMEST23,https://police.sdsu.edu/_resources/files/asr_2026_newdraft.pdf#page=8
122409001,San Diego,2023,domestic_violence,vawa,noncampus,0,0,reported_numeric,0,0,reported_numeric,0,True,Noncampusvawa222324.xls,833,DOMEST23,https://police.sdsu.edu/_resources/files/asr_2026_newdraft.pdf#page=8
122409001,San Diego,2023,domestic_violence,vawa,publicproperty,0,0,reported_numeric,0,0,reported_numeric,0,True,Publicpropertyvawa222324.xls,833,DOMEST23,https://police.sdsu.edu/_resources/files/asr_2026_newdraft.pdf#page=8
122409001,San Diego,2024,domestic_violence,vawa,residential,3,3,reported_numeric,3,3,reported_numeric,0,True,Residencehallvawa222324.xls,833,DOMEST24,https://police.sdsu.edu/_resources/files/asr_2026_newdraft.pdf#page=8
122409001,San Diego,2024,domestic_violence,vawa,oncampus,10,10,reported_numeric,10,10,reported_numeric,0,True,Oncampusvawa222324.xls,833,DOMEST24,https://police.sdsu.edu/_resources/files/asr_2026_newdraft.pdf#page=8
122409001,San Diego,2024,domestic_violence,vawa,noncampus,1,1,reported_numeric,1,1,reported_numeric,0,True,Noncampusvawa222324.xls,833,DOMEST24,https://police.sdsu.edu/_resources/files/asr_2026_newdraft.pdf#page=8
122409001,San Diego,2024,domestic_violence,vawa,publicproperty,0,0,reported_numeric,0,0,reported_numeric,0,True,Publicpropertyvawa222324.xls,833,DOMEST24,https://police.sdsu.edu/_resources/files/asr_2026_newdraft.pdf#page=8
122409001,San Diego,2023,dating_violence,vawa,residential,0,0,reported_numeric,0,0,reported_numeric,0,True,Residencehallvawa222324.xls,833,DATING23,https://police.sdsu.edu/_resources/files/asr_2026_newdraft.pdf#page=9
122409001,San Diego,2023,dating_violence,vawa,oncampus,0,0,reported_numeric,0,0,reported_numeric,0,True,Oncampusvawa222324.xls,833,DATING23,https://police.sdsu.edu/_resources/files/asr_2026_newdraft.pdf#page=9
122409001,San Diego,2023,dating_violence,vawa,noncampus,0,0,reported_numeric,0,0,reported_numeric,0,True,Noncampusvawa222324.xls,833,DATING23,https://police.sdsu.edu/_resources/files/asr_2026_newdraft.pdf#page=9
122409001,San Diego,2023,dating_violence,vawa,publicproperty,0,0,reported_numeric,0,0,reported_numeric,0,True,Publicpropertyvawa222324.xls,833,DATING23,https://police.sdsu.edu/_resources/files/asr_2026_newdraft.pdf#page=9
122409001,San Diego,2024,dating_violence,vawa,residential,0,0,reported_numeric,0,0,reported_numeric,0,True,Residencehallvawa222324.xls,833,DATING24,https://police.sdsu.edu/_resources/files/asr_2026_newdraft.pdf#page=9
122409001,San Diego,2024,dating_violence,vawa,oncampus,0,0,reported_numeric,0,0,reported_numeric,0,True,Oncampusvawa222324.xls,833,DATING24,https://police.sdsu.edu/_resources/files/asr_2026_newdraft.pdf#page=9
122409001,San Diego,2024,dating_violence,vawa,noncampus,0,0,reported_numeric,0,0,reported_numeric,0,True,Noncampusvawa222324.xls,833,DATING24,https://police.sdsu.edu/_resources/files/asr_2026_newdraft.pdf#page=9
122409001,San Diego,2024,dating_violence,vawa,publicproperty,0,0,reported_numeric,0,0,reported_numeric,0,True,Publicpropertyvawa222324.xls,833,DATING24,https://police.sdsu.edu/_resources/files/asr_2026_newdraft.pdf#page=9
122409001,San Diego,2023,stalking,vawa,residential,1,1,reported_numeric,1,1,reported_numeric,0,True,Residencehallvawa222324.xls,833,STALK23,https://police.sdsu.edu/_resources/files/asr_2026_newdraft.pdf#page=9
122409001,San Diego,2023,stalking,vawa,oncampus,2,2,reported_numeric,2,2,reported_numeric,0,True,Oncampusvawa222324.xls,833,STALK23,https://police.sdsu.edu/_resources/files/asr_2026_newdraft.pdf#page=9
122409001,San Diego,2023,stalking,vawa,noncampus,0,0,reported_numeric,0,0,reported_numeric,0,True,Noncampusvawa222324.xls,833,STALK23,https://police.sdsu.edu/_resources/files/asr_2026_newdraft.pdf#page=9
122409001,San Diego,2023,stalking,vawa,publicproperty,0,0,reported_numeric,0,0,reported_numeric,0,True,Publicpropertyvawa222324.xls,833,STALK23,https://police.sdsu.edu/_resources/files/asr_2026_newdraft.pdf#page=9
122409001,San Diego,2024,stalking,vawa,residential,0,0,reported_numeric,0,0,reported_numeric,0,True,Residencehallvawa222324.xls,833,STALK24,https://police.sdsu.edu/_resources/files/asr_2026_newdraft.pdf#page=9
122409001,San Diego,2024,stalking,vawa,oncampus,0,0,reported_numeric,0,0,reported_numeric,0,True,Oncampusvawa222324.xls,833,STALK24,https://police.sdsu.edu/_resources/files/asr_2026_newdraft.pdf#page=9
122409001,San Diego,2024,stalking,vawa,noncampus,0,0,reported_numeric,0,0,reported_numeric,0,True,Noncampusvawa222324.xls,833,STALK24,https://police.sdsu.edu/_resources/files/asr_2026_newdraft.pdf#page=9
122409001,San Diego,2024,stalking,vawa,publicproperty,0,0,reported_numeric,0,0,reported_numeric,0,True,Publicpropertyvawa222324.xls,833,STALK24,https://police.sdsu.edu/_resources/files/asr_2026_newdraft.pdf#page=9
122409001,San Diego,2023,arrests_weapons,arrests,residential,0,0,reported_numeric,0,0,reported_numeric,0,True,Residencehallarrest222324.xls,833,WEAPON23,https://police.sdsu.edu/_resources/files/asr_2026_newdraft.pdf#page=9
122409001,San Diego,2023,arrests_weapons,arrests,oncampus,7,7,reported_numeric,7,7,reported_numeric,0,True,Oncampusarrest222324.xls,833,WEAPON23,https://police.sdsu.edu/_resources/files/asr_2026_newdraft.pdf#page=9
122409001,San Diego,2023,arrests_weapons,arrests,noncampus,1,1,reported_numeric,1,1,reported_numeric,0,True,Noncampusarrest222324.xls,833,WEAPON23,https://police.sdsu.edu/_resources/files/asr_2026_newdraft.pdf#page=9
122409001,San Diego,2023,arrests_weapons,arrests,publicproperty,0,0,reported_numeric,0,0,reported_numeric,0,True,Publicpropertyarrest222324.xls,833,WEAPON23,https://police.sdsu.edu/_resources/files/asr_2026_newdraft.pdf#page=9
122409001,San Diego,2024,arrests_weapons,arrests,residential,3,3,reported_numeric,3,3,reported_numeric,0,True,Residencehallarrest222324.xls,833,WEAPON24,https://police.sdsu.edu/_resources/files/asr_2026_newdraft.pdf#page=9
