year,city_normalized,all_source_ids,core_dv_source_ids,dv_order_source_ids,broad_dv_source_ids,source_charge_rows,core_dv_share_of_source_ids
2023,VISTA UNINC,162,24,1,25,289,0.14814814814814814
2023,WARNER SPRINGS,12,2,0,2,16,0.16666666666666666
2024,OTHER/UNVERIFIED LOCALITY LABEL,43,1,0,1,54,0.023255813953488372
2024,4S RANCH,4,3,0,3,4,0.75
2024,ALPINE,78,7,3,9,128,0.08974358974358974
2024,BONITA,17,6,0,6,25,0.35294117647058826
2024,BONSALL,15,1,0,1,26,0.06666666666666667
2024,BORREGO SPRINGS,3,1,1,2,6,0.3333333333333333
2024,BOULEVARD,22,1,0,1,34,0.045454545454545456
2024,CAMP PENDLETON,5,0,0,0,5,0.0
2024,CAMPO,21,5,4,9,26,0.23809523809523808
2024,CARDIFF BY THE SEA,12,0,0,0,19,0.0
2024,CARLSBAD,99,2,1,3,150,0.020202020202020204
2024,CHULA VISTA,112,6,0,6,228,0.05357142857142857
2024,CORONADO,1,0,0,0,2,0.0
2024,DEL MAR,71,1,0,1,114,0.014084507042253521
2024,DESCANSO,1,0,0,0,1,0.0
2024,DULZURA,16,0,0,0,18,0.0
2024,EL CAJON,251,22,9,31,353,0.08764940239043825
2024,EL CAJON UNINC,62,15,1,16,98,0.24193548387096775
2024,ENCINITAS,1025,78,12,88,1677,0.07609756097560975
2024,ESCONDIDO,548,11,8,18,781,0.020072992700729927
2024,ESCONDIDO UNINC,13,5,0,5,19,0.38461538461538464
2024,FALLBROOK,230,41,4,45,405,0.1782608695652174
2024,HEMET,2,0,0,0,3,0.0
2024,IMPERIAL BEACH,695,102,16,115,1046,0.14676258992805755
2024,JACUMBA,7,3,0,3,9,0.42857142857142855
2024,JAMUL,67,2,1,3,106,0.029850746268656716
2024,JULIAN,14,5,0,5,21,0.35714285714285715
2024,LA MESA,39,6,1,7,87,0.15384615384615385
2024,LA MESA UNINC,25,6,0,6,69,0.24
2024,LAKE ELSINORE,2,0,0,0,2,0.0
2024,LAKESIDE,144,22,5,27,237,0.1527777777777778
2024,LEMON GROVE,797,60,10,67,1376,0.07528230865746549
2024,LINCOLN ACRES,5,2,0,2,8,0.4
2024,LOS ANGELES,2,0,0,0,2,0.0
2024,LYNWOOD,1,0,0,0,1,0.0
2024,MULTIPLE/CONFLICTING,46,1,0,1,227,0.021739130434782608
2024,MURRIETA,3,0,0,0,7,0.0
2024,NATIONAL CITY,69,3,0,3,112,0.043478260869565216
2024,OCEANSIDE,1055,6,2,8,1364,0.005687203791469194
2024,OTAY,1,0,0,0,4,0.0
2024,OTAY MESA,1,0,0,0,1,0.0
2024,PALA,27,4,0,4,53,0.14814814814814814
2024,PALOMAR MOUNTAIN,1,0,0,0,5,0.0
2024,PAUMA VALLEY,30,1,1,2,41,0.03333333333333333
2024,PERRIS,1,0,0,0,1,0.0
2024,PHOENIX,1,0,0,0,1,0.0
2024,PINE VALLEY,24,0,0,0,36,0.0
2024,POTRERO,1,1,0,1,3,1.0
2024,POWAY,515,54,7,60,839,0.10485436893203884
2024,RAMONA,117,24,3,27,192,0.20512820512820512
2024,RANCHITA,1,0,0,0,3,0.0
2024,RANCHO SANTA FE,4,0,1,1,5,0.0
2024,RIVERSIDE,3,0,0,0,3,0.0
2024,SAN CLEMENTE,9,0,0,0,35,0.0
2024,SAN DIEGO,718,18,7,24,1168,0.025069637883008356
2024,SAN JACINTO,2,0,0,0,2,0.0
2024,SAN JUAN CAPISTRANO,1,0,0,0,1,0.0
2024,SAN MARCOS,1221,149,26,171,2190,0.12203112203112203
2024,SAN MARCOS UNINC,5,1,0,1,9,0.2
2024,SAN YSIDRO,12,0,0,0,30,0.0
2024,SANTA ANA,1,0,0,0,1,0.0
2024,SANTA YSABEL,6,0,0,0,12,0.0
2024,SANTEE,1105,95,21,115,1739,0.08597285067873303
2024,SHERIFF (administrative label),4176,536,118,647,6716,0.12835249042145594
2024,SOLANA BEACH,112,11,0,11,171,0.09821428571428571
2024,SOUTH BAY,151,3,2,4,294,0.019867549668874173
2024,SPRING VALLEY,246,31,2,33,403,0.12601626016260162
2024,TECATE,18,0,1,1,40,0.0
2024,TEMECULA,6,0,0,0,10,0.0
2024,UNKNOWN/UNREPORTED,26,3,1,4,34,0.11538461538461539
2024,VALLEY CENTER,77,6,0,6,161,0.07792207792207792
2024,VISTA,2847,205,41,243,5178,0.07200561995082543
2024,VISTA UNINC,30,8,1,9,41,0.26666666666666666
2024,WARNER SPRINGS,3,0,0,0,7,0.0
2025,OTHER/UNVERIFIED LOCALITY LABEL,19,0,0,0,29,0.0
2025,4S RANCH,11,2,0,2,17,0.18181818181818182
2025,ALPINE,121,19,1,19,196,0.15702479338842976
2025,BONITA,35,5,1,6,70,0.14285714285714285
2025,BONSALL,19,5,0,5,27,0.2631578947368421
2025,BORREGO SPRINGS,15,3,0,3,23,0.2
2025,BOULEVARD,18,4,0,4,25,0.2222222222222222
2025,CAMP PENDLETON,2,0,0,0,4,0.0
2025,CAMPO,10,3,2,5,16,0.3
2025,CARDIFF BY THE SEA,7,0,0,0,13,0.0
2025,CARLSBAD,35,3,1,4,70,0.08571428571428572
2025,CHULA VISTA,38,3,0,3,84,0.07894736842105263
2025,DEL MAR,39,4,0,4,56,0.10256410256410256
2025,DESCANSO,2,0,0,0,2,0.0
2025,DULZURA,5,1,0,1,6,0.2
2025,EL CAJON,102,8,2,10,169,0.0784313725490196
2025,EL CAJON UNINC,249,35,9,43,381,0.14056224899598393
2025,ENCINITAS,599,43,5,46,890,0.07178631051752922
2025,ENCINITAS UNINC,1,0,0,0,4,0.0
2025,ESCONDIDO,193,6,3,9,324,0.031088082901554404
2025,ESCONDIDO UNINC,55,16,1,17,99,0.2909090909090909
2025,FALLBROOK,390,50,5,55,596,0.1282051282051282
2025,IMPERIAL BEACH,270,42,3,44,409,0.15555555555555556
2025,JACUMBA,3,2,0,2,3,0.6666666666666666
2025,JAMUL,40,6,1,7,59,0.15
2025,JULIAN,10,6,0,6,20,0.6
2025,LA JOLLA,1,0,0,0,1,0.0
2025,LA MESA,14,5,0,5,25,0.35714285714285715
2025,LA MESA UNINC,52,10,2,12,79,0.19230769230769232
2025,LAKE ELSINORE,1,0,0,0,1,0.0
2025,LAKESIDE,265,50,8,57,395,0.18867924528301888
2025,LEMON GROVE,447,37,3,39,713,0.08277404921700224
2025,LINCOLN ACRES,6,2,1,3,8,0.3333333333333333
2025,LONG BEACH,2,0,0,0,5,0.0
2025,LOS ANGELES,2,0,0,0,3,0.0
2025,MORENO VALLEY,1,0,0,0,1,0.0
2025,MULTIPLE/CONFLICTING,25,0,0,0,127,0.0
2025,MURRIETA,2,0,0,0,2,0.0
2025,NATIONAL CITY,13,2,0,2,23,0.15384615384615385
2025,OCEANSIDE,398,3,0,3,571,0.007537688442211055
2025,OTAY,13,0,0,0,31,0.0
2025,PALA,37,5,0,5,67,0.13513513513513514
2025,PAUMA VALLEY,27,4,0,4,51,0.14814814814814814
2025,PERRIS,1,1,0,1,1,1.0
2025,PHOENIX,1,0,0,0,1,0.0
2025,PINE VALLEY,13,2,1,3,19,0.15384615384615385
2025,POWAY,331,30,6,36,634,0.09063444108761329
2025,POWAY UNINC,3,2,0,2,3,0.6666666666666666
2025,RAMONA,182,31,5,36,300,0.17032967032967034
2025,RANCHITA,4,0,0,0,4,0.0
2025,RANCHO SANTA FE,15,4,0,4,22,0.26666666666666666
2025,RIVERSIDE,1,0,0,0,2,0.0
2025,SAN BERNARDINO,1,0,0,0,2,0.0
2025,SAN CLEMENTE,5,1,0,1,12,0.2
2025,SAN DIEGO,289,8,3,11,476,0.02768166089965398
2025,SAN MARCOS,682,101,9,110,1226,0.14809384164222875
2025,SAN MARCOS UNINC,13,3,0,3,21,0.23076923076923078
2025,SAN YSIDRO,2,1,0,1,3,0.5
2025,SANTA ANA,1,0,0,0,1,0.0
2025,SANTA YSABEL,5,3,0,3,7,0.6
2025,SANTEE,498,63,10,72,807,0.12650602409638553
2025,SHERIFF (administrative label),479,14,12,24,712,0.029227557411273485
2025,SOLANA BEACH,65,9,1,10,91,0.13846153846153847
2025,SOUTH BAY,69,1,0,1,161,0.014492753623188406
2025,SPRING VALLEY,462,69,21,88,709,0.14935064935064934
2025,SUN CITY,1,0,0,0,3,0.0
2025,TECATE,11,0,0,0,13,0.0
2025,TEMECULA,5,1,0,1,10,0.2
2025,UNKNOWN/UNREPORTED,1,0,0,0,1,0.0
2025,VALLEY CENTER,130,20,1,21,260,0.15384615384615385
2025,VISTA,1337,134,24,155,2700,0.10022438294689603
2025,VISTA UNINC,80,18,3,21,144,0.225
2025,WARNER SPRINGS,2,0,0,0,2,0.0
MULTIPLE/CONFLICTING,FALLBROOK,1,0,1,1,2,0.0
MULTIPLE/CONFLICTING,LEMON GROVE,1,0,0,0,5,0.0
MULTIPLE/CONFLICTING,MULTIPLE/CONFLICTING,34,0,1,1,113,0.0
MULTIPLE/CONFLICTING,VISTA,1,0,0,0,2,0.0
