unitid,institution,cohort,period,measure,category,geography,denominator_basis,reported_count,population_sum,years,rate_per_1000,rate_status,collection_year,interpretation
110671,UC Riverside,uc,pooled,housingEnrollment,dating_violence,residential,enrollment,,79619,3,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
110671,UC Riverside,uc,pooled,residents,dating_violence,residential,residents,,25386,3,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
110671,UC Riverside,uc,pooled,enrollment,stalking,oncampus,enrollment,27,79619,3,0.3391150353558824,available,2025,Reported offenses relative to enrolled population; not victimization probability
110671,UC Riverside,uc,pooled,housingEnrollment,stalking,residential,enrollment,,79619,3,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
110671,UC Riverside,uc,pooled,residents,stalking,residential,residents,,25386,3,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
110680,UC San Diego,uc,pooled,enrollment,criminal_total,oncampus,enrollment,1489,128638,3,11.575117772353426,available,2025,Reported offenses relative to enrolled population; not victimization probability
110680,UC San Diego,uc,pooled,housingEnrollment,criminal_total,residential,enrollment,141,128638,3,1.0960991308944479,available,2025,Reported offenses relative to enrolled population; not victimization probability
110680,UC San Diego,uc,pooled,residents,criminal_total,residential,residents,141,58719,3,2.4012670515506054,available,2025,Approximate housing normalization; unmatched property boundaries
110680,UC San Diego,uc,pooled,enrollment,rape,oncampus,enrollment,61,128638,3,0.4741989147841229,available,2025,Reported offenses relative to enrolled population; not victimization probability
110680,UC San Diego,uc,pooled,housingEnrollment,rape,residential,enrollment,43,128638,3,0.33427136615929975,available,2025,Reported offenses relative to enrolled population; not victimization probability
110680,UC San Diego,uc,pooled,residents,rape,residential,residents,43,58719,3,0.7323012994090499,available,2025,Approximate housing normalization; unmatched property boundaries
110680,UC San Diego,uc,pooled,enrollment,fondling,oncampus,enrollment,47,128638,3,0.365366376964816,available,2025,Reported offenses relative to enrolled population; not victimization probability
110680,UC San Diego,uc,pooled,housingEnrollment,fondling,residential,enrollment,17,128638,3,0.1321537959234441,available,2025,Reported offenses relative to enrolled population; not victimization probability
110680,UC San Diego,uc,pooled,residents,fondling,residential,residents,17,58719,3,0.28951446720822904,available,2025,Approximate housing normalization; unmatched property boundaries
110680,UC San Diego,uc,pooled,enrollment,incest,oncampus,enrollment,0,128638,3,0.0,available,2025,Reported offenses relative to enrolled population; not victimization probability
110680,UC San Diego,uc,pooled,housingEnrollment,incest,residential,enrollment,0,128638,3,0.0,available,2025,Reported offenses relative to enrolled population; not victimization probability
110680,UC San Diego,uc,pooled,residents,incest,residential,residents,0,58719,3,0.0,available,2025,Approximate housing normalization; unmatched property boundaries
110680,UC San Diego,uc,pooled,enrollment,statutory_rape,oncampus,enrollment,0,128638,3,0.0,available,2025,Reported offenses relative to enrolled population; not victimization probability
110680,UC San Diego,uc,pooled,housingEnrollment,statutory_rape,residential,enrollment,0,128638,3,0.0,available,2025,Reported offenses relative to enrolled population; not victimization probability
110680,UC San Diego,uc,pooled,residents,statutory_rape,residential,residents,0,58719,3,0.0,available,2025,Approximate housing normalization; unmatched property boundaries
110680,UC San Diego,uc,pooled,enrollment,murder,oncampus,enrollment,0,128638,3,0.0,available,2025,Reported offenses relative to enrolled population; not victimization probability
110680,UC San Diego,uc,pooled,housingEnrollment,murder,residential,enrollment,0,128638,3,0.0,available,2025,Reported offenses relative to enrolled population; not victimization probability
110680,UC San Diego,uc,pooled,residents,murder,residential,residents,0,58719,3,0.0,available,2025,Approximate housing normalization; unmatched property boundaries
110680,UC San Diego,uc,pooled,enrollment,negligent_manslaughter,oncampus,enrollment,0,128638,3,0.0,available,2025,Reported offenses relative to enrolled population; not victimization probability
110680,UC San Diego,uc,pooled,housingEnrollment,negligent_manslaughter,residential,enrollment,0,128638,3,0.0,available,2025,Reported offenses relative to enrolled population; not victimization probability
110680,UC San Diego,uc,pooled,residents,negligent_manslaughter,residential,residents,0,58719,3,0.0,available,2025,Approximate housing normalization; unmatched property boundaries
110680,UC San Diego,uc,pooled,enrollment,robbery,oncampus,enrollment,7,128638,3,0.05441626890965345,available,2025,Reported offenses relative to enrolled population; not victimization probability
110680,UC San Diego,uc,pooled,housingEnrollment,robbery,residential,enrollment,2,128638,3,0.015547505402758127,available,2025,Reported offenses relative to enrolled population; not victimization probability
110680,UC San Diego,uc,pooled,residents,robbery,residential,residents,2,58719,3,0.034060525553909295,available,2025,Approximate housing normalization; unmatched property boundaries
110680,UC San Diego,uc,pooled,enrollment,aggravated_assault,oncampus,enrollment,31,128638,3,0.24098633374275097,available,2025,Reported offenses relative to enrolled population; not victimization probability
110680,UC San Diego,uc,pooled,housingEnrollment,aggravated_assault,residential,enrollment,18,128638,3,0.13992754862482315,available,2025,Reported offenses relative to enrolled population; not victimization probability
110680,UC San Diego,uc,pooled,residents,aggravated_assault,residential,residents,18,58719,3,0.3065447299851837,available,2025,Approximate housing normalization; unmatched property boundaries
110680,UC San Diego,uc,pooled,enrollment,burglary,oncampus,enrollment,83,128638,3,0.6452214742144623,available,2025,Reported offenses relative to enrolled population; not victimization probability
110680,UC San Diego,uc,pooled,housingEnrollment,burglary,residential,enrollment,32,128638,3,0.24876008644413003,available,2025,Reported offenses relative to enrolled population; not victimization probability
110680,UC San Diego,uc,pooled,residents,burglary,residential,residents,32,58719,3,0.5449684088625487,available,2025,Approximate housing normalization; unmatched property boundaries
110680,UC San Diego,uc,pooled,enrollment,motor_vehicle_theft,oncampus,enrollment,1241,128638,3,9.647227102411419,available,2025,Reported offenses relative to enrolled population; not victimization probability
110680,UC San Diego,uc,pooled,housingEnrollment,motor_vehicle_theft,residential,enrollment,17,128638,3,0.1321537959234441,available,2025,Reported offenses relative to enrolled population; not victimization probability
110680,UC San Diego,uc,pooled,residents,motor_vehicle_theft,residential,residents,17,58719,3,0.28951446720822904,available,2025,Approximate housing normalization; unmatched property boundaries
110680,UC San Diego,uc,pooled,enrollment,arson,oncampus,enrollment,19,128638,3,0.1477013013262022,available,2025,Reported offenses relative to enrolled population; not victimization probability
110680,UC San Diego,uc,pooled,housingEnrollment,arson,residential,enrollment,12,128638,3,0.09328503241654877,available,2025,Reported offenses relative to enrolled population; not victimization probability
110680,UC San Diego,uc,pooled,residents,arson,residential,residents,12,58719,3,0.20436315332345578,available,2025,Approximate housing normalization; unmatched property boundaries
110680,UC San Diego,uc,pooled,enrollment,domestic_violence,oncampus,enrollment,50,128638,3,0.3886876350689532,available,2025,Reported offenses relative to enrolled population; not victimization probability
110680,UC San Diego,uc,pooled,housingEnrollment,domestic_violence,residential,enrollment,39,128638,3,0.3031763553537835,available,2025,Reported offenses relative to enrolled population; not victimization probability
110680,UC San Diego,uc,pooled,residents,domestic_violence,residential,residents,39,58719,3,0.6641802483012312,available,2025,Approximate housing normalization; unmatched property boundaries
110680,UC San Diego,uc,pooled,enrollment,dating_violence,oncampus,enrollment,43,128638,3,0.33427136615929975,available,2025,Reported offenses relative to enrolled population; not victimization probability
110680,UC San Diego,uc,pooled,housingEnrollment,dating_violence,residential,enrollment,31,128638,3,0.24098633374275097,available,2025,Reported offenses relative to enrolled population; not victimization probability
110680,UC San Diego,uc,pooled,residents,dating_violence,residential,residents,31,58719,3,0.5279381460855941,available,2025,Approximate housing normalization; unmatched property boundaries
110680,UC San Diego,uc,pooled,enrollment,stalking,oncampus,enrollment,66,128638,3,0.5130676782910182,available,2025,Reported offenses relative to enrolled population; not victimization probability
110680,UC San Diego,uc,pooled,housingEnrollment,stalking,residential,enrollment,23,128638,3,0.17879631213171845,available,2025,Reported offenses relative to enrolled population; not victimization probability
110680,UC San Diego,uc,pooled,residents,stalking,residential,residents,23,58719,3,0.39169604386995693,available,2025,Approximate housing normalization; unmatched property boundaries
110699,UC San Francisco,uc,pooled,enrollment,criminal_total,oncampus,enrollment,326,9273,3,35.1558287501348,available,2025,Reported offenses relative to enrolled population; not victimization probability
110699,UC San Francisco,uc,pooled,housingEnrollment,criminal_total,residential,enrollment,,9273,3,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
110699,UC San Francisco,uc,pooled,residents,criminal_total,residential,residents,,2324,3,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
110699,UC San Francisco,uc,pooled,enrollment,rape,oncampus,enrollment,21,9273,3,2.264639275315432,available,2025,Reported offenses relative to enrolled population; not victimization probability
110699,UC San Francisco,uc,pooled,housingEnrollment,rape,residential,enrollment,,9273,3,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
110699,UC San Francisco,uc,pooled,residents,rape,residential,residents,,2324,3,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
110699,UC San Francisco,uc,pooled,enrollment,fondling,oncampus,enrollment,53,9273,3,5.715518171034185,available,2025,Reported offenses relative to enrolled population; not victimization probability
110699,UC San Francisco,uc,pooled,housingEnrollment,fondling,residential,enrollment,,9273,3,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
110699,UC San Francisco,uc,pooled,residents,fondling,residential,residents,,2324,3,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
110699,UC San Francisco,uc,pooled,enrollment,incest,oncampus,enrollment,0,9273,3,0.0,available,2025,Reported offenses relative to enrolled population; not victimization probability
110699,UC San Francisco,uc,pooled,housingEnrollment,incest,residential,enrollment,,9273,3,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
110699,UC San Francisco,uc,pooled,residents,incest,residential,residents,,2324,3,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
110699,UC San Francisco,uc,pooled,enrollment,statutory_rape,oncampus,enrollment,0,9273,3,0.0,available,2025,Reported offenses relative to enrolled population; not victimization probability
110699,UC San Francisco,uc,pooled,housingEnrollment,statutory_rape,residential,enrollment,,9273,3,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
110699,UC San Francisco,uc,pooled,residents,statutory_rape,residential,residents,,2324,3,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
110699,UC San Francisco,uc,pooled,enrollment,murder,oncampus,enrollment,0,9273,3,0.0,available,2025,Reported offenses relative to enrolled population; not victimization probability
110699,UC San Francisco,uc,pooled,housingEnrollment,murder,residential,enrollment,,9273,3,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
110699,UC San Francisco,uc,pooled,residents,murder,residential,residents,,2324,3,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
110699,UC San Francisco,uc,pooled,enrollment,negligent_manslaughter,oncampus,enrollment,0,9273,3,0.0,available,2025,Reported offenses relative to enrolled population; not victimization probability
110699,UC San Francisco,uc,pooled,housingEnrollment,negligent_manslaughter,residential,enrollment,,9273,3,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
110699,UC San Francisco,uc,pooled,residents,negligent_manslaughter,residential,residents,,2324,3,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
110699,UC San Francisco,uc,pooled,enrollment,robbery,oncampus,enrollment,11,9273,3,1.1862396204033214,available,2025,Reported offenses relative to enrolled population; not victimization probability
110699,UC San Francisco,uc,pooled,housingEnrollment,robbery,residential,enrollment,,9273,3,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
110699,UC San Francisco,uc,pooled,residents,robbery,residential,residents,,2324,3,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
110699,UC San Francisco,uc,pooled,enrollment,aggravated_assault,oncampus,enrollment,17,9273,3,1.8332794133505876,available,2025,Reported offenses relative to enrolled population; not victimization probability
110699,UC San Francisco,uc,pooled,housingEnrollment,aggravated_assault,residential,enrollment,,9273,3,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
110699,UC San Francisco,uc,pooled,residents,aggravated_assault,residential,residents,,2324,3,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
110699,UC San Francisco,uc,pooled,enrollment,burglary,oncampus,enrollment,110,9273,3,11.862396204033216,available,2025,Reported offenses relative to enrolled population; not victimization probability
110699,UC San Francisco,uc,pooled,housingEnrollment,burglary,residential,enrollment,,9273,3,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
110699,UC San Francisco,uc,pooled,residents,burglary,residential,residents,,2324,3,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
110699,UC San Francisco,uc,pooled,enrollment,motor_vehicle_theft,oncampus,enrollment,109,9273,3,11.754556238542003,available,2025,Reported offenses relative to enrolled population; not victimization probability
110699,UC San Francisco,uc,pooled,housingEnrollment,motor_vehicle_theft,residential,enrollment,,9273,3,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
110699,UC San Francisco,uc,pooled,residents,motor_vehicle_theft,residential,residents,,2324,3,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
110699,UC San Francisco,uc,pooled,enrollment,arson,oncampus,enrollment,5,9273,3,0.5391998274560552,available,2025,Reported offenses relative to enrolled population; not victimization probability
110699,UC San Francisco,uc,pooled,housingEnrollment,arson,residential,enrollment,,9273,3,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
110699,UC San Francisco,uc,pooled,residents,arson,residential,residents,,2324,3,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
110699,UC San Francisco,uc,pooled,enrollment,domestic_violence,oncampus,enrollment,43,9273,3,4.637118516122075,available,2025,Reported offenses relative to enrolled population; not victimization probability
110699,UC San Francisco,uc,pooled,housingEnrollment,domestic_violence,residential,enrollment,,9273,3,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
110699,UC San Francisco,uc,pooled,residents,domestic_violence,residential,residents,,2324,3,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
110699,UC San Francisco,uc,pooled,enrollment,dating_violence,oncampus,enrollment,23,9273,3,2.480319206297854,available,2025,Reported offenses relative to enrolled population; not victimization probability
110699,UC San Francisco,uc,pooled,housingEnrollment,dating_violence,residential,enrollment,,9273,3,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
110699,UC San Francisco,uc,pooled,residents,dating_violence,residential,residents,,2324,3,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
110699,UC San Francisco,uc,pooled,enrollment,stalking,oncampus,enrollment,42,9273,3,4.529278550630864,available,2025,Reported offenses relative to enrolled population; not victimization probability
110699,UC San Francisco,uc,pooled,housingEnrollment,stalking,residential,enrollment,,9273,3,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
110699,UC San Francisco,uc,pooled,residents,stalking,residential,residents,,2324,3,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
110705,UC Santa Barbara,uc,pooled,enrollment,criminal_total,oncampus,enrollment,442,78621,3,5.621907632820748,available,2025,Reported offenses relative to enrolled population; not victimization probability
110705,UC Santa Barbara,uc,pooled,housingEnrollment,criminal_total,residential,enrollment,181,78621,3,2.302183894888134,available,2025,Reported offenses relative to enrolled population; not victimization probability
110705,UC Santa Barbara,uc,pooled,residents,criminal_total,residential,residents,181,30635,3,5.9082748490288886,available,2025,Approximate housing normalization; unmatched property boundaries
110705,UC Santa Barbara,uc,pooled,enrollment,rape,oncampus,enrollment,88,78621,3,1.1192938273489272,available,2025,Reported offenses relative to enrolled population; not victimization probability
110705,UC Santa Barbara,uc,pooled,housingEnrollment,rape,residential,enrollment,74,78621,3,0.9412243548161433,available,2025,Reported offenses relative to enrolled population; not victimization probability
110705,UC Santa Barbara,uc,pooled,residents,rape,residential,residents,74,30635,3,2.4155377835808713,available,2025,Approximate housing normalization; unmatched property boundaries
110705,UC Santa Barbara,uc,pooled,enrollment,fondling,oncampus,enrollment,32,78621,3,0.40701593721779167,available,2025,Reported offenses relative to enrolled population; not victimization probability
110705,UC Santa Barbara,uc,pooled,housingEnrollment,fondling,residential,enrollment,19,78621,3,0.2416657127230638,available,2025,Reported offenses relative to enrolled population; not victimization probability
110705,UC Santa Barbara,uc,pooled,residents,fondling,residential,residents,19,30635,3,0.6202056471356292,available,2025,Approximate housing normalization; unmatched property boundaries
110705,UC Santa Barbara,uc,pooled,enrollment,incest,oncampus,enrollment,0,78621,3,0.0,available,2025,Reported offenses relative to enrolled population; not victimization probability
110705,UC Santa Barbara,uc,pooled,housingEnrollment,incest,residential,enrollment,0,78621,3,0.0,available,2025,Reported offenses relative to enrolled population; not victimization probability
110705,UC Santa Barbara,uc,pooled,residents,incest,residential,residents,0,30635,3,0.0,available,2025,Approximate housing normalization; unmatched property boundaries
110705,UC Santa Barbara,uc,pooled,enrollment,statutory_rape,oncampus,enrollment,0,78621,3,0.0,available,2025,Reported offenses relative to enrolled population; not victimization probability
110705,UC Santa Barbara,uc,pooled,housingEnrollment,statutory_rape,residential,enrollment,0,78621,3,0.0,available,2025,Reported offenses relative to enrolled population; not victimization probability
110705,UC Santa Barbara,uc,pooled,residents,statutory_rape,residential,residents,0,30635,3,0.0,available,2025,Approximate housing normalization; unmatched property boundaries
110705,UC Santa Barbara,uc,pooled,enrollment,murder,oncampus,enrollment,0,78621,3,0.0,available,2025,Reported offenses relative to enrolled population; not victimization probability
110705,UC Santa Barbara,uc,pooled,housingEnrollment,murder,residential,enrollment,0,78621,3,0.0,available,2025,Reported offenses relative to enrolled population; not victimization probability
110705,UC Santa Barbara,uc,pooled,residents,murder,residential,residents,0,30635,3,0.0,available,2025,Approximate housing normalization; unmatched property boundaries
110705,UC Santa Barbara,uc,pooled,enrollment,negligent_manslaughter,oncampus,enrollment,0,78621,3,0.0,available,2025,Reported offenses relative to enrolled population; not victimization probability
110705,UC Santa Barbara,uc,pooled,housingEnrollment,negligent_manslaughter,residential,enrollment,0,78621,3,0.0,available,2025,Reported offenses relative to enrolled population; not victimization probability
110705,UC Santa Barbara,uc,pooled,residents,negligent_manslaughter,residential,residents,0,30635,3,0.0,available,2025,Approximate housing normalization; unmatched property boundaries
110705,UC Santa Barbara,uc,pooled,enrollment,robbery,oncampus,enrollment,7,78621,3,0.08903473626639193,available,2025,Reported offenses relative to enrolled population; not victimization probability
110705,UC Santa Barbara,uc,pooled,housingEnrollment,robbery,residential,enrollment,4,78621,3,0.05087699215222396,available,2025,Reported offenses relative to enrolled population; not victimization probability
110705,UC Santa Barbara,uc,pooled,residents,robbery,residential,residents,4,30635,3,0.13056960992329036,available,2025,Approximate housing normalization; unmatched property boundaries
110705,UC Santa Barbara,uc,pooled,enrollment,aggravated_assault,oncampus,enrollment,41,78621,3,0.5214891695602956,available,2025,Reported offenses relative to enrolled population; not victimization probability
110705,UC Santa Barbara,uc,pooled,housingEnrollment,aggravated_assault,residential,enrollment,29,78621,3,0.3688581931036237,available,2025,Reported offenses relative to enrolled population; not victimization probability
110705,UC Santa Barbara,uc,pooled,residents,aggravated_assault,residential,residents,29,30635,3,0.9466296719438551,available,2025,Approximate housing normalization; unmatched property boundaries
110705,UC Santa Barbara,uc,pooled,enrollment,burglary,oncampus,enrollment,101,78621,3,1.284644051843655,available,2025,Reported offenses relative to enrolled population; not victimization probability
110705,UC Santa Barbara,uc,pooled,housingEnrollment,burglary,residential,enrollment,36,78621,3,0.45789292937001563,available,2025,Reported offenses relative to enrolled population; not victimization probability
110705,UC Santa Barbara,uc,pooled,residents,burglary,residential,residents,36,30635,3,1.1751264893096132,available,2025,Approximate housing normalization; unmatched property boundaries
110705,UC Santa Barbara,uc,pooled,enrollment,motor_vehicle_theft,oncampus,enrollment,137,78621,3,1.7425369812136706,available,2025,Reported offenses relative to enrolled population; not victimization probability
110705,UC Santa Barbara,uc,pooled,housingEnrollment,motor_vehicle_theft,residential,enrollment,2,78621,3,0.02543849607611198,available,2025,Reported offenses relative to enrolled population; not victimization probability
110705,UC Santa Barbara,uc,pooled,residents,motor_vehicle_theft,residential,residents,2,30635,3,0.06528480496164518,available,2025,Approximate housing normalization; unmatched property boundaries
110705,UC Santa Barbara,uc,pooled,enrollment,arson,oncampus,enrollment,36,78621,3,0.45789292937001563,available,2025,Reported offenses relative to enrolled population; not victimization probability
110705,UC Santa Barbara,uc,pooled,housingEnrollment,arson,residential,enrollment,17,78621,3,0.21622721664695183,available,2025,Reported offenses relative to enrolled population; not victimization probability
110705,UC Santa Barbara,uc,pooled,residents,arson,residential,residents,17,30635,3,0.554920842173984,available,2025,Approximate housing normalization; unmatched property boundaries
110705,UC Santa Barbara,uc,pooled,enrollment,domestic_violence,oncampus,enrollment,27,78621,3,0.34341969702751174,available,2025,Reported offenses relative to enrolled population; not victimization probability
110705,UC Santa Barbara,uc,pooled,housingEnrollment,domestic_violence,residential,enrollment,18,78621,3,0.22894646468500782,available,2025,Reported offenses relative to enrolled population; not victimization probability
110705,UC Santa Barbara,uc,pooled,residents,domestic_violence,residential,residents,18,30635,3,0.5875632446548066,available,2025,Approximate housing normalization; unmatched property boundaries
110705,UC Santa Barbara,uc,pooled,enrollment,dating_violence,oncampus,enrollment,60,78621,3,0.7631548822833594,available,2025,Reported offenses relative to enrolled population; not victimization probability
110705,UC Santa Barbara,uc,pooled,housingEnrollment,dating_violence,residential,enrollment,56,78621,3,0.7122778901311354,available,2025,Reported offenses relative to enrolled population; not victimization probability
110705,UC Santa Barbara,uc,pooled,residents,dating_violence,residential,residents,56,30635,3,1.8279745389260649,available,2025,Approximate housing normalization; unmatched property boundaries
110705,UC Santa Barbara,uc,pooled,enrollment,stalking,oncampus,enrollment,147,78621,3,1.8697294615942306,available,2025,Reported offenses relative to enrolled population; not victimization probability
110705,UC Santa Barbara,uc,pooled,housingEnrollment,stalking,residential,enrollment,72,78621,3,0.9157858587400313,available,2025,Reported offenses relative to enrolled population; not victimization probability
110705,UC Santa Barbara,uc,pooled,residents,stalking,residential,residents,72,30635,3,2.3502529786192263,available,2025,Approximate housing normalization; unmatched property boundaries
110714,UC Santa Cruz,uc,pooled,enrollment,criminal_total,oncampus,enrollment,224,59180,3,3.7850625211220006,available,2025,Reported offenses relative to enrolled population; not victimization probability
110714,UC Santa Cruz,uc,pooled,housingEnrollment,criminal_total,residential,enrollment,144,59180,3,2.433254477864143,available,2025,Reported offenses relative to enrolled population; not victimization probability
110714,UC Santa Cruz,uc,pooled,residents,criminal_total,residential,residents,144,27369,3,5.261427162117725,available,2025,Approximate housing normalization; unmatched property boundaries
110714,UC Santa Cruz,uc,pooled,enrollment,rape,oncampus,enrollment,95,59180,3,1.6052720513687055,available,2025,Reported offenses relative to enrolled population; not victimization probability
110714,UC Santa Cruz,uc,pooled,housingEnrollment,rape,residential,enrollment,83,59180,3,1.4025008448800271,available,2025,Reported offenses relative to enrolled population; not victimization probability
110714,UC Santa Cruz,uc,pooled,residents,rape,residential,residents,83,27369,3,3.032628155942855,available,2025,Approximate housing normalization; unmatched property boundaries
110714,UC Santa Cruz,uc,pooled,enrollment,fondling,oncampus,enrollment,45,59180,3,0.7603920243325448,available,2025,Reported offenses relative to enrolled population; not victimization probability
110714,UC Santa Cruz,uc,pooled,housingEnrollment,fondling,residential,enrollment,34,59180,3,0.5745184183845894,available,2025,Reported offenses relative to enrolled population; not victimization probability
110714,UC Santa Cruz,uc,pooled,residents,fondling,residential,residents,34,27369,3,1.242281413277796,available,2025,Approximate housing normalization; unmatched property boundaries
110714,UC Santa Cruz,uc,pooled,enrollment,incest,oncampus,enrollment,1,59180,3,0.01689760054072322,available,2025,Reported offenses relative to enrolled population; not victimization probability
110714,UC Santa Cruz,uc,pooled,housingEnrollment,incest,residential,enrollment,0,59180,3,0.0,available,2025,Reported offenses relative to enrolled population; not victimization probability
110714,UC Santa Cruz,uc,pooled,residents,incest,residential,residents,0,27369,3,0.0,available,2025,Approximate housing normalization; unmatched property boundaries
110714,UC Santa Cruz,uc,pooled,enrollment,statutory_rape,oncampus,enrollment,0,59180,3,0.0,available,2025,Reported offenses relative to enrolled population; not victimization probability
110714,UC Santa Cruz,uc,pooled,housingEnrollment,statutory_rape,residential,enrollment,0,59180,3,0.0,available,2025,Reported offenses relative to enrolled population; not victimization probability
110714,UC Santa Cruz,uc,pooled,residents,statutory_rape,residential,residents,0,27369,3,0.0,available,2025,Approximate housing normalization; unmatched property boundaries
110714,UC Santa Cruz,uc,pooled,enrollment,murder,oncampus,enrollment,0,59180,3,0.0,available,2025,Reported offenses relative to enrolled population; not victimization probability
110714,UC Santa Cruz,uc,pooled,housingEnrollment,murder,residential,enrollment,0,59180,3,0.0,available,2025,Reported offenses relative to enrolled population; not victimization probability
110714,UC Santa Cruz,uc,pooled,residents,murder,residential,residents,0,27369,3,0.0,available,2025,Approximate housing normalization; unmatched property boundaries
110714,UC Santa Cruz,uc,pooled,enrollment,negligent_manslaughter,oncampus,enrollment,0,59180,3,0.0,available,2025,Reported offenses relative to enrolled population; not victimization probability
110714,UC Santa Cruz,uc,pooled,housingEnrollment,negligent_manslaughter,residential,enrollment,0,59180,3,0.0,available,2025,Reported offenses relative to enrolled population; not victimization probability
110714,UC Santa Cruz,uc,pooled,residents,negligent_manslaughter,residential,residents,0,27369,3,0.0,available,2025,Approximate housing normalization; unmatched property boundaries
110714,UC Santa Cruz,uc,pooled,enrollment,robbery,oncampus,enrollment,4,59180,3,0.06759040216289287,available,2025,Reported offenses relative to enrolled population; not victimization probability
110714,UC Santa Cruz,uc,pooled,housingEnrollment,robbery,residential,enrollment,1,59180,3,0.01689760054072322,available,2025,Reported offenses relative to enrolled population; not victimization probability
110714,UC Santa Cruz,uc,pooled,residents,robbery,residential,residents,1,27369,3,0.03653768862581753,available,2025,Approximate housing normalization; unmatched property boundaries
110714,UC Santa Cruz,uc,pooled,enrollment,aggravated_assault,oncampus,enrollment,20,59180,3,0.33795201081446435,available,2025,Reported offenses relative to enrolled population; not victimization probability
110714,UC Santa Cruz,uc,pooled,housingEnrollment,aggravated_assault,residential,enrollment,11,59180,3,0.18587360594795538,available,2025,Reported offenses relative to enrolled population; not victimization probability
110714,UC Santa Cruz,uc,pooled,residents,aggravated_assault,residential,residents,11,27369,3,0.40191457488399285,available,2025,Approximate housing normalization; unmatched property boundaries
110714,UC Santa Cruz,uc,pooled,enrollment,burglary,oncampus,enrollment,31,59180,3,0.5238256167624198,available,2025,Reported offenses relative to enrolled population; not victimization probability
110714,UC Santa Cruz,uc,pooled,housingEnrollment,burglary,residential,enrollment,14,59180,3,0.23656640757012504,available,2025,Reported offenses relative to enrolled population; not victimization probability
110714,UC Santa Cruz,uc,pooled,residents,burglary,residential,residents,14,27369,3,0.5115276407614454,available,2025,Approximate housing normalization; unmatched property boundaries
110714,UC Santa Cruz,uc,pooled,enrollment,motor_vehicle_theft,oncampus,enrollment,24,59180,3,0.4055424129773572,available,2025,Reported offenses relative to enrolled population; not victimization probability
110714,UC Santa Cruz,uc,pooled,housingEnrollment,motor_vehicle_theft,residential,enrollment,0,59180,3,0.0,available,2025,Reported offenses relative to enrolled population; not victimization probability
110714,UC Santa Cruz,uc,pooled,residents,motor_vehicle_theft,residential,residents,0,27369,3,0.0,available,2025,Approximate housing normalization; unmatched property boundaries
110714,UC Santa Cruz,uc,pooled,enrollment,arson,oncampus,enrollment,4,59180,3,0.06759040216289287,available,2025,Reported offenses relative to enrolled population; not victimization probability
110714,UC Santa Cruz,uc,pooled,housingEnrollment,arson,residential,enrollment,1,59180,3,0.01689760054072322,available,2025,Reported offenses relative to enrolled population; not victimization probability
110714,UC Santa Cruz,uc,pooled,residents,arson,residential,residents,1,27369,3,0.03653768862581753,available,2025,Approximate housing normalization; unmatched property boundaries
110714,UC Santa Cruz,uc,pooled,enrollment,domestic_violence,oncampus,enrollment,56,59180,3,0.9462656302805001,available,2025,Reported offenses relative to enrolled population; not victimization probability
110714,UC Santa Cruz,uc,pooled,housingEnrollment,domestic_violence,residential,enrollment,49,59180,3,0.8279824264954376,available,2025,Reported offenses relative to enrolled population; not victimization probability
110714,UC Santa Cruz,uc,pooled,residents,domestic_violence,residential,residents,49,27369,3,1.790346742665059,available,2025,Approximate housing normalization; unmatched property boundaries
