year,county,agency_name,jurisdiction_code,months_present,months_absent,total_calls,weapons_involved,sub_firearm,sub_knife,sub_other,sub_personal,weapon_not_rpt,total_strang_suffo,sub_strangulation,sub_suffocation,strangulation_months_with_data,known_partial_months,coverage_note,unit
2019,San Diego County,UC San Diego,3797,12,,18,1,0,0,0,1,0,0,0,0,12,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2019,San Diego County,Vista,3713,12,,639,466,3,10,11,442,0,1,1,0,12,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2020,San Diego County,CA Highway Patrol - San Diego,3799,9,1;9;12,10,9,0,0,1,8,0,0,0,0,9,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2020,San Diego County,CSU San Diego,3714,8,4;7;9;12,5,1,0,0,1,0,0,0,0,0,8,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2020,San Diego County,CSU San Marcos,3732,9,9;10;11,0,0,0,0,0,0,0,0,0,0,9,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2020,San Diego County,Carlsbad,3701,12,,545,93,0,4,12,77,0,0,0,0,12,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2020,San Diego County,Chula Vista,3702,12,,1501,912,9,23,40,840,0,139,136,3,12,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2020,San Diego County,Colorado Desert DPR,3722,8,3;4;6;10,0,0,0,0,0,0,0,0,0,0,8,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2020,San Diego County,Coronado,3703,12,,45,16,0,1,0,15,0,4,4,0,12,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2020,San Diego County,Del Mar,3704,10,9;12,6,5,0,0,0,5,0,0,0,0,10,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2020,San Diego County,El Cajon,3705,12,,1089,689,8,17,33,631,0,63,62,1,12,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2020,San Diego County,Encinitas,37A4,12,,158,114,2,1,2,109,0,0,0,0,12,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2020,San Diego County,Escondido,3706,12,,1084,748,7,21,27,693,0,67,65,2,12,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2020,San Diego County,Imperial Beach,3707,12,,209,141,3,2,1,135,0,2,1,1,12,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2020,San Diego County,La Mesa,3708,12,,438,254,1,5,5,243,0,8,8,0,12,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2020,San Diego County,Lemon Grove,37A1,12,,199,129,2,3,8,116,0,0,0,0,12,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2020,San Diego County,National City,3709,12,,681,321,3,8,20,290,0,2,2,0,12,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2020,San Diego County,Oceanside,3710,12,,940,733,7,10,23,693,0,3,3,0,12,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2020,San Diego County,Ocotillo Wells DPR,3724,10,5;6,0,0,0,0,0,0,0,0,0,0,10,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2020,San Diego County,Poway,37A3,12,,135,84,1,1,3,79,0,0,0,0,12,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2020,San Diego County,San Diego,3711,12,,6802,4454,38,104,278,4034,0,287,287,0,12,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2020,San Diego County,San Diego Co. Sheriff's Department,3700,12,,2487,1756,18,23,84,1631,0,6,6,0,12,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2020,San Diego County,San Diego Coast DPR,3725,9,4;6;10,0,0,0,0,0,0,0,0,0,0,9,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2020,San Diego County,San Diego Harbor,3715,12,,62,62,1,0,5,56,0,0,0,0,12,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2020,San Diego County,San Marcos,3712,12,,344,254,2,4,11,237,0,0,0,0,12,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2020,San Diego County,Santee,37A2,12,,290,210,2,5,12,191,0,1,0,1,12,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2020,San Diego County,Solana Beach,37A5,11,11,41,30,1,1,0,28,0,1,1,0,11,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2020,San Diego County,UC San Diego,3797,9,10;11;12,11,2,0,0,0,2,0,2,2,0,9,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2020,San Diego County,Vista,3713,12,,601,459,6,13,17,423,0,1,1,0,12,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2021,San Diego County,CA Highway Patrol - San Diego,3799,12,,7,7,1,0,0,6,0,0,0,0,12,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2021,San Diego County,CSU San Diego,3714,10,4;5,10,0,0,0,0,0,0,0,0,0,10,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2021,San Diego County,CSU San Marcos,3732,6,1;2;4;5;6;7,1,0,0,0,0,0,0,0,0,0,6,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2021,San Diego County,Carlsbad,3701,12,,573,284,1,5,7,271,0,1,1,0,12,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2021,San Diego County,Chula Vista,3702,12,,1683,1011,9,27,40,935,0,4,4,0,12,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2021,San Diego County,Colorado Desert DPR,3722,11,2,0,0,0,0,0,0,0,0,0,0,11,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2021,San Diego County,Coronado,3703,12,,40,20,0,1,4,15,0,1,1,0,12,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2021,San Diego County,Del Mar,3704,12,,10,8,0,0,0,8,0,0,0,0,12,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2021,San Diego County,El Cajon,3705,12,,1117,643,11,14,36,582,0,57,57,0,12,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2021,San Diego County,Encinitas,37A4,12,,193,140,0,2,4,134,0,1,1,0,12,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2021,San Diego County,Escondido,3706,12,,1056,672,6,15,17,634,0,6,6,0,12,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2021,San Diego County,Imperial Beach,3707,12,,210,151,3,3,5,140,0,0,0,0,12,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2021,San Diego County,La Mesa,3708,12,,539,301,2,3,5,291,0,0,0,0,12,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2021,San Diego County,Lemon Grove,37A1,12,,272,186,5,3,8,170,0,1,0,1,12,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2021,San Diego County,National City,3709,12,,673,312,6,4,16,286,0,3,3,0,12,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2021,San Diego County,Oceanside,3710,12,,917,700,5,11,20,664,0,1,0,1,12,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2021,San Diego County,Ocotillo Wells DPR,3724,11,2,0,0,0,0,0,0,0,0,0,0,11,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2021,San Diego County,Poway,37A3,12,,119,71,0,1,2,68,0,1,1,0,12,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2021,San Diego County,San Diego,3711,12,,7086,4536,64,100,267,4105,0,0,0,0,12,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2021,San Diego County,San Diego Co. Sheriff's Department,3700,12,,2517,1733,19,40,74,1600,0,7,7,0,12,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2021,San Diego County,San Diego Coast DPR,3725,10,1;2,3,1,0,0,0,1,0,0,0,0,10,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2021,San Diego County,San Diego Harbor,3715,12,,87,87,0,1,12,74,0,0,0,0,12,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2021,San Diego County,San Marcos,3712,12,,344,255,1,3,9,242,0,0,0,0,12,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2021,San Diego County,Santee,37A2,12,,257,179,1,4,5,169,0,1,1,0,12,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2021,San Diego County,Solana Beach,37A5,12,,38,25,0,1,0,24,0,0,0,0,12,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2021,San Diego County,UC San Diego,3797,9,2;6;7,17,1,0,0,0,1,0,1,1,0,9,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2021,San Diego County,Vista,3713,12,,597,441,2,14,8,417,0,0,0,0,12,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2022,San Diego County,CA Highway Patrol - San Diego,3799,12,,5,0,0,0,0,0,0,0,0,0,12,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2022,San Diego County,CSU San Diego,3714,8,7;8;9;11,6,1,0,0,0,1,0,0,0,0,8,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2022,San Diego County,CSU San Marcos,3732,12,,4,4,0,0,2,2,0,0,0,0,12,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2022,San Diego County,Carlsbad,3701,12,,503,280,2,2,4,272,0,0,0,0,12,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2022,San Diego County,Chula Vista,3702,12,,1626,996,2,24,50,920,0,33,33,0,12,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2022,San Diego County,Colorado Desert DPR,3722,12,,0,0,0,0,0,0,0,0,0,0,12,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2022,San Diego County,Coronado,3703,12,,41,41,1,0,10,30,0,1,1,0,12,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2022,San Diego County,Del Mar,3704,12,,14,11,0,0,0,11,0,0,0,0,12,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2022,San Diego County,El Cajon,3705,12,,1004,575,4,20,27,524,0,28,27,1,12,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2022,San Diego County,Encinitas,37A4,12,,134,79,0,3,0,76,0,0,0,0,12,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2022,San Diego County,Escondido,3706,12,,1027,659,1,11,20,627,0,25,25,0,12,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2022,San Diego County,Imperial Beach,3707,12,,192,130,1,1,6,122,0,0,0,0,12,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2022,San Diego County,La Mesa,3708,12,,611,335,4,4,7,320,0,1,1,0,12,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2022,San Diego County,Lemon Grove,37A1,12,,211,147,4,4,9,130,0,1,1,0,12,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2022,San Diego County,Mira Costa College,37A6,5,1;2;3;4;5;6;7,3,3,0,0,1,2,0,0,0,0,5,,DOJ: began reporting September,Reported DV-related calls; no imputation
2022,San Diego County,National City,3709,12,,588,273,2,3,13,255,0,0,0,0,12,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2022,San Diego County,Oceanside,3710,12,,807,635,7,13,29,586,0,2,2,0,12,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2022,San Diego County,Ocotillo Wells DPR,3724,12,,1,1,0,0,1,0,0,0,0,0,12,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2022,San Diego County,Poway,37A3,12,,123,71,0,1,4,66,0,0,0,0,12,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2022,San Diego County,San Diego,3711,12,,6867,4414,47,108,245,4014,0,0,0,0,12,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2022,San Diego County,San Diego Co. Sheriff's Department,3700,12,,2397,1622,25,30,67,1500,0,5,2,3,12,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2022,San Diego County,San Diego Coast DPR,3725,12,,10,3,0,0,0,3,0,1,0,1,12,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2022,San Diego County,San Diego Harbor,3715,12,,77,77,0,1,8,68,0,0,0,0,12,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2022,San Diego County,San Marcos,3712,12,,313,234,2,5,8,219,0,0,0,0,12,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2022,San Diego County,Santee,37A2,12,,276,171,5,1,7,158,0,2,2,0,12,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2022,San Diego County,Solana Beach,37A5,12,,31,20,0,1,1,18,0,0,0,0,12,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2022,San Diego County,UC San Diego,3797,12,,24,7,0,0,3,4,0,5,4,1,12,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2022,San Diego County,Vista,3713,12,,606,447,1,6,12,428,0,3,2,1,12,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2023,San Diego County,CA Highway Patrol - San Diego,3799,12,,8,0,0,0,0,0,0,0,0,0,12,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2023,San Diego County,CSU San Diego,3714,12,,3,3,0,0,1,2,0,0,0,0,12,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2023,San Diego County,CSU San Marcos,3732,12,,2,2,0,0,0,2,0,2,2,0,12,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2023,San Diego County,Cal Fire - San Diego,37A9,12,,0,0,0,0,0,0,0,0,0,0,12,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2023,San Diego County,Carlsbad,3701,12,,521,246,1,5,8,232,0,2,2,0,12,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2023,San Diego County,Chula Vista,3702,12,,1444,963,8,18,58,879,0,47,47,0,12,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2023,San Diego County,Colorado Desert DPR,3722,12,,1,0,0,0,0,0,0,0,0,0,12,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2023,San Diego County,Coronado,3703,12,,36,36,0,1,7,28,0,1,1,0,12,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2023,San Diego County,Del Mar,3704,12,,12,7,0,0,0,7,0,0,0,0,12,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2023,San Diego County,El Cajon,3705,12,,917,542,6,15,27,494,0,35,35,0,12,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2023,San Diego County,Encinitas,37A4,12,,163,101,0,2,8,91,0,0,0,0,12,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2023,San Diego County,Escondido,3706,12,,1046,700,5,18,22,655,0,28,27,1,12,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2023,San Diego County,Imperial Beach,3707,12,,171,115,0,1,3,111,0,0,0,0,12,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2023,San Diego County,La Mesa,3708,12,,573,324,3,5,13,303,0,1,1,0,12,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2023,San Diego County,Lemon Grove,37A1,12,,221,163,0,5,6,152,0,0,0,0,12,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2023,San Diego County,Mira Costa College,37A6,12,,1,1,0,0,1,0,0,0,0,0,12,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2023,San Diego County,National City,3709,12,,525,270,2,3,14,251,0,1,1,0,12,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2023,San Diego County,Oceanside,3710,12,,834,597,2,5,29,561,0,3,3,0,12,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2023,San Diego County,Ocotillo Wells DPR,3724,12,,2,2,0,0,0,2,0,0,0,0,12,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2023,San Diego County,Poway,37A3,12,,111,69,0,2,6,61,0,1,1,0,12,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2023,San Diego County,San Diego,3711,12,,6661,4412,36,118,251,4007,0,0,0,0,12,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2023,San Diego County,San Diego Co. Sheriff's Department,3700,12,,2158,1507,16,21,87,1383,0,4,4,0,12,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2023,San Diego County,San Diego Coast DPR,3725,12,,3,3,0,2,0,1,0,0,0,0,12,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2023,San Diego County,San Diego Community College,3728,12,,6,6,0,1,4,1,0,0,0,0,12,,DOJ: began reporting January,Reported DV-related calls; no imputation
2023,San Diego County,San Diego Harbor,3715,12,,145,57,0,0,2,55,0,1,1,0,12,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2023,San Diego County,San Marcos,3712,12,,310,240,2,2,5,231,0,2,2,0,12,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2023,San Diego County,Santee,37A2,12,,229,156,0,3,11,142,0,0,0,0,12,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2023,San Diego County,Solana Beach,37A5,12,,29,23,1,0,2,20,0,0,0,0,12,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2023,San Diego County,UC San Diego,3797,12,,15,15,0,0,6,9,0,0,0,0,12,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2023,San Diego County,Vista,3713,12,,519,389,6,7,8,368,0,1,0,1,12,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2024,San Diego County,CA Highway Patrol - San Diego,3799,12,,7,3,0,0,0,3,0,0,0,0,12,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2024,San Diego County,CSU San Diego,3714,12,,9,9,0,0,3,6,0,1,1,0,12,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2024,San Diego County,CSU San Marcos,3732,12,,5,5,0,0,2,3,0,1,1,0,12,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2024,San Diego County,Cal Fire - San Diego,37A9,12,,0,0,0,0,0,0,0,0,0,0,12,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2024,San Diego County,Carlsbad,3701,12,,515,279,2,0,11,266,0,1,1,0,12,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2024,San Diego County,Chula Vista,3702,12,,1443,1000,6,15,66,913,0,59,57,2,12,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2024,San Diego County,Colorado Desert DPR,3722,12,,0,0,0,0,0,0,0,0,0,0,12,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2024,San Diego County,Coronado,3703,12,,25,25,0,0,6,19,0,1,1,0,12,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2024,San Diego County,Del Mar,3704,12,,9,8,0,0,1,7,0,0,0,0,12,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2024,San Diego County,El Cajon,3705,12,,833,489,2,5,28,454,0,29,28,1,12,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2024,San Diego County,Encinitas,37A4,12,,169,110,0,2,5,103,0,1,1,0,12,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2024,San Diego County,Escondido,3706,12,,950,621,11,12,30,568,0,9,8,1,12,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2024,San Diego County,Imperial Beach,3707,12,,182,134,0,0,7,127,0,1,1,0,12,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2024,San Diego County,La Mesa,3708,12,,565,334,2,3,9,320,0,4,3,1,12,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2024,San Diego County,Lemon Grove,37A1,12,,145,103,1,4,5,93,0,0,0,0,12,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2024,San Diego County,Mira Costa College,37A6,12,,0,0,0,0,0,0,0,0,0,0,12,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2024,San Diego County,National City,3709,12,,395,257,7,5,11,234,0,0,0,0,12,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2024,San Diego County,Oceanside,3710,12,,844,616,1,12,24,579,0,3,3,0,12,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2024,San Diego County,Ocotillo Wells DPR,3724,12,,0,0,0,0,0,0,0,0,0,0,12,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2024,San Diego County,Poway,37A3,12,,126,71,0,2,2,67,0,0,0,0,12,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2024,San Diego County,San Diego,3711,12,,6692,4545,42,116,272,4115,0,0,0,0,12,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2024,San Diego County,San Diego Co. Sheriff's Department,3700,12,,1717,1211,17,16,55,1123,0,3,3,0,12,11;12,DOJ: Sheriff did not report all data Nov-Dec; scope across separate contract-city rows unresolved,Reported DV-related calls; no imputation
2024,San Diego County,San Diego Coast DPR,3725,12,,3,0,0,0,0,0,0,0,0,0,12,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2024,San Diego County,San Diego Community College,3728,12,,7,7,0,0,2,5,0,0,0,0,12,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2024,San Diego County,San Diego Harbor,3715,12,,148,71,0,2,6,63,0,1,1,0,12,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2024,San Diego County,San Marcos,3712,12,,269,207,1,3,5,198,0,2,2,0,12,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2024,San Diego County,Santee,37A2,12,,197,139,2,0,12,125,0,1,1,0,12,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2024,San Diego County,Solana Beach,37A5,12,,16,11,0,0,0,11,0,0,0,0,12,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2024,San Diego County,UC San Diego,3797,12,,20,20,0,0,4,16,0,2,2,0,12,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2024,San Diego County,Vista,3713,12,,391,303,3,8,19,273,0,0,0,0,12,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2025,San Diego County,CA Highway Patrol - San Diego,3799,12,,1,0,0,0,0,0,0,0,0,0,12,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2025,San Diego County,CSU San Diego,3714,12,,12,12,0,0,3,9,0,0,0,0,12,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2025,San Diego County,CSU San Marcos,3732,12,,6,6,0,0,2,4,0,0,0,0,12,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2025,San Diego County,Cal Fire - San Diego,37A9,12,,0,0,0,0,0,0,0,0,0,0,12,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2025,San Diego County,Carlsbad,3701,12,,618,319,0,0,10,309,0,1,1,0,12,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2025,San Diego County,Chula Vista,3702,12,,1600,1073,15,13,57,988,0,82,81,1,12,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2025,San Diego County,Colorado DPR,,12,,1,0,0,0,0,0,0,0,0,0,12,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2025,San Diego County,Coronado,3703,12,,34,34,0,1,6,27,0,1,1,0,12,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2025,San Diego County,Del Mar,3704,12,,5,4,0,0,0,4,0,0,0,0,12,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2025,San Diego County,El Cajon,3705,12,,855,491,3,7,33,448,0,26,26,0,12,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2025,San Diego County,Encinitas,37A4,12,,104,68,0,2,2,64,0,0,0,0,12,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2025,San Diego County,Escondido,3706,12,,815,548,3,14,26,505,0,22,20,2,12,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2025,San Diego County,Imperial Beach,3707,12,,84,62,0,3,6,53,0,1,1,0,12,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2025,San Diego County,La Mesa,3708,12,,544,301,2,2,18,279,0,1,1,0,12,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2025,San Diego County,Lemon Grove,37A1,12,,119,81,1,0,4,76,0,0,0,0,12,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2025,San Diego County,Mira Costa College,37A6,12,,1,1,0,0,1,0,0,0,0,0,12,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2025,San Diego County,National City,3709,12,,371,249,8,10,6,225,0,1,1,0,12,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2025,San Diego County,Oceanside,3710,12,,907,634,1,12,20,601,0,0,0,0,12,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2025,San Diego County,Ocotillo Wells DPR,3724,12,,0,0,0,0,0,0,0,0,0,0,12,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2025,San Diego County,Palomar College,37A7,6,1;2;3;4;5;6,1,0,0,0,0,0,0,0,0,0,6,,DOJ: began reporting July,Reported DV-related calls; no imputation
2025,San Diego County,Poway,37A3,12,,91,49,0,2,4,43,0,0,0,0,12,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2025,San Diego County,San Diego,3711,12,,6962,4584,58,125,268,4133,0,0,0,0,12,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2025,San Diego County,San Diego Co. Sheriff's Department,3700,12,,1078,775,6,17,41,711,0,5,5,0,12,1;2;3;4;5;6,DOJ: Sheriff did not report all data Jan-Jun; scope across separate contract-city rows unresolved,Reported DV-related calls; no imputation
2025,San Diego County,San Diego Coast DPR,3725,12,,5,4,0,0,0,4,0,1,1,0,12,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2025,San Diego County,San Diego Community College,3728,12,,12,12,0,0,5,7,0,3,2,1,12,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
