institution_unitid,campus_id,campus,report_edition,report_year,category,geography,federal_count,current_asr_count,federal_status,asr_status,difference,source_url
234076,234076001,Charlottesville,2026,2023,dating_violence,residential,10,10,reported_numeric,reported_numeric,0,https://cleryact.virginia.edu/report#page=113
234076,234076001,Charlottesville,2026,2023,dating_violence,oncampus,16,16,reported_numeric,reported_numeric,0,https://cleryact.virginia.edu/report#page=113
234076,234076001,Charlottesville,2026,2023,dating_violence,noncampus,0,0,reported_numeric,reported_numeric,0,https://cleryact.virginia.edu/report#page=113
234076,234076001,Charlottesville,2026,2023,dating_violence,publicproperty,0,0,reported_numeric,reported_numeric,0,https://cleryact.virginia.edu/report#page=113
234076,234076001,Charlottesville,2026,2024,domestic_violence,residential,0,0,reported_numeric,reported_numeric,0,https://cleryact.virginia.edu/report#page=113
234076,234076001,Charlottesville,2026,2024,domestic_violence,oncampus,7,7,reported_numeric,reported_numeric,0,https://cleryact.virginia.edu/report#page=113
234076,234076001,Charlottesville,2026,2024,domestic_violence,noncampus,7,7,reported_numeric,reported_numeric,0,https://cleryact.virginia.edu/report#page=113
234076,234076001,Charlottesville,2026,2024,domestic_violence,publicproperty,0,0,reported_numeric,reported_numeric,0,https://cleryact.virginia.edu/report#page=113
234076,234076001,Charlottesville,2026,2023,domestic_violence,residential,0,0,reported_numeric,reported_numeric,0,https://cleryact.virginia.edu/report#page=113
234076,234076001,Charlottesville,2026,2023,domestic_violence,oncampus,9,9,reported_numeric,reported_numeric,0,https://cleryact.virginia.edu/report#page=113
234076,234076001,Charlottesville,2026,2023,domestic_violence,noncampus,3,3,reported_numeric,reported_numeric,0,https://cleryact.virginia.edu/report#page=113
234076,234076001,Charlottesville,2026,2023,domestic_violence,publicproperty,0,0,reported_numeric,reported_numeric,0,https://cleryact.virginia.edu/report#page=113
234076,234076001,Charlottesville,2026,2024,stalking,residential,20,20,reported_numeric,reported_numeric,0,https://cleryact.virginia.edu/report#page=113
234076,234076001,Charlottesville,2026,2024,stalking,oncampus,85,85,reported_numeric,reported_numeric,0,https://cleryact.virginia.edu/report#page=113
234076,234076001,Charlottesville,2026,2024,stalking,noncampus,3,3,reported_numeric,reported_numeric,0,https://cleryact.virginia.edu/report#page=113
234076,234076001,Charlottesville,2026,2024,stalking,publicproperty,1,1,reported_numeric,reported_numeric,0,https://cleryact.virginia.edu/report#page=113
234076,234076001,Charlottesville,2026,2023,stalking,residential,16,16,reported_numeric,reported_numeric,0,https://cleryact.virginia.edu/report#page=113
234076,234076001,Charlottesville,2026,2023,stalking,oncampus,40,40,reported_numeric,reported_numeric,0,https://cleryact.virginia.edu/report#page=113
234076,234076001,Charlottesville,2026,2023,stalking,noncampus,1,1,reported_numeric,reported_numeric,0,https://cleryact.virginia.edu/report#page=113
234076,234076001,Charlottesville,2026,2023,stalking,publicproperty,0,0,reported_numeric,reported_numeric,0,https://cleryact.virginia.edu/report#page=113
234076,234076012,Darden Sands Family Grounds,2026,2024,murder,residential,,,blank_source_cell,source_not_applicable,,https://cleryact.virginia.edu/report#page=123
234076,234076012,Darden Sands Family Grounds,2026,2024,murder,oncampus,0,0,reported_numeric,reported_numeric,0,https://cleryact.virginia.edu/report#page=123
234076,234076012,Darden Sands Family Grounds,2026,2024,murder,noncampus,0,0,reported_numeric,reported_numeric,0,https://cleryact.virginia.edu/report#page=123
234076,234076012,Darden Sands Family Grounds,2026,2024,murder,publicproperty,0,0,reported_numeric,reported_numeric,0,https://cleryact.virginia.edu/report#page=123
234076,234076012,Darden Sands Family Grounds,2026,2023,murder,residential,,,blank_source_cell,source_not_applicable,,https://cleryact.virginia.edu/report#page=123
234076,234076012,Darden Sands Family Grounds,2026,2023,murder,oncampus,0,0,reported_numeric,reported_numeric,0,https://cleryact.virginia.edu/report#page=123
234076,234076012,Darden Sands Family Grounds,2026,2023,murder,noncampus,0,0,reported_numeric,reported_numeric,0,https://cleryact.virginia.edu/report#page=123
234076,234076012,Darden Sands Family Grounds,2026,2023,murder,publicproperty,0,0,reported_numeric,reported_numeric,0,https://cleryact.virginia.edu/report#page=123
234076,234076012,Darden Sands Family Grounds,2026,2024,negligent_manslaughter,residential,,,blank_source_cell,source_not_applicable,,https://cleryact.virginia.edu/report#page=123
234076,234076012,Darden Sands Family Grounds,2026,2024,negligent_manslaughter,oncampus,0,0,reported_numeric,reported_numeric,0,https://cleryact.virginia.edu/report#page=123
234076,234076012,Darden Sands Family Grounds,2026,2024,negligent_manslaughter,noncampus,0,0,reported_numeric,reported_numeric,0,https://cleryact.virginia.edu/report#page=123
234076,234076012,Darden Sands Family Grounds,2026,2024,negligent_manslaughter,publicproperty,0,0,reported_numeric,reported_numeric,0,https://cleryact.virginia.edu/report#page=123
234076,234076012,Darden Sands Family Grounds,2026,2023,negligent_manslaughter,residential,,,blank_source_cell,source_not_applicable,,https://cleryact.virginia.edu/report#page=123
