month,agency,offense_code,source_rows,distinct_incidents,distinct_offense_ids,distinct_arrest_numbers
2021-01,CARLSBAD,90B,1,1,1,1
2021-01,CARLSBAD,90C,22,21,22,22
2021-01,CARLSBAD,90D,29,28,29,29
2021-01,CARLSBAD,90J,6,6,6,6
2021-01,CARLSBAD,90Z,3,3,3,3
2021-01,CHULA VISTA,90C,8,8,8,8
2021-01,CHULA VISTA,90D,23,23,23,23
2021-01,CHULA VISTA,90J,3,3,3,3
2021-01,CHULA VISTA,90Z,11,11,11,11
2021-01,EL CAJON,90B,2,2,2,2
2021-01,EL CAJON,90C,25,25,25,25
2021-01,EL CAJON,90D,8,8,8,8
2021-01,EL CAJON,90Z,17,17,17,17
2021-01,ESCONDIDO,90C,44,44,44,44
2021-01,ESCONDIDO,90D,36,36,36,36
2021-01,ESCONDIDO,90J,2,2,2,2
2021-01,ESCONDIDO,90Z,26,24,26,26
2021-01,HARBOR POLICE,90C,17,17,17,17
2021-01,HARBOR POLICE,90D,9,9,9,9
2021-01,HARBOR POLICE,90J,2,2,2,2
2021-01,HARBOR POLICE,90Z,3,3,3,3
2021-01,LA MESA,90C,11,11,11,11
2021-01,LA MESA,90D,6,6,6,6
2021-01,LA MESA,90Z,9,9,9,9
2021-01,NATIONAL CITY,90C,23,23,23,23
2021-01,NATIONAL CITY,90D,12,12,12,12
2021-01,NATIONAL CITY,90Z,6,6,6,6
2021-01,OCEANSIDE,90B,1,1,1,1
2021-01,OCEANSIDE,90C,34,33,34,34
2021-01,OCEANSIDE,90D,22,22,22,22
2021-01,OCEANSIDE,90J,5,4,5,5
2021-01,OCEANSIDE,90Z,17,17,17,17
2021-01,SAN DIEGO,90B,24,14,24,24
2021-01,SAN DIEGO,90C,127,125,127,127
2021-01,SAN DIEGO,90D,99,99,99,99
2021-01,SAN DIEGO,90J,34,26,34,34
2021-01,SAN DIEGO,90Z,207,202,207,207
2021-01,SHERIFF,90C,114,110,114,114
2021-01,SHERIFF,90D,59,59,59,59
2021-01,SHERIFF,90J,4,4,4,4
2021-01,SHERIFF,90Z,138,137,138,138
2021-02,CARLSBAD,90C,24,24,24,24
2021-02,CARLSBAD,90D,27,27,27,27
2021-02,CARLSBAD,90J,4,4,4,4
2021-02,CARLSBAD,90Z,10,10,10,10
2021-02,CHULA VISTA,90C,10,10,10,10
2021-02,CHULA VISTA,90D,26,26,26,26
2021-02,CHULA VISTA,90J,5,5,5,5
2021-02,CHULA VISTA,90Z,14,14,14,14
2021-02,EL CAJON,90B,6,3,6,6
2021-02,EL CAJON,90C,31,31,31,31
2021-02,EL CAJON,90D,9,9,9,9
2021-02,EL CAJON,90Z,14,14,14,14
2021-02,ESCONDIDO,90C,23,23,23,23
2021-02,ESCONDIDO,90D,42,42,42,42
2021-02,ESCONDIDO,90Z,34,34,34,34
2021-02,HARBOR POLICE,90C,13,13,13,13
2021-02,HARBOR POLICE,90D,5,5,5,5
2021-02,HARBOR POLICE,90J,4,4,4,4
2021-02,HARBOR POLICE,90Z,4,4,4,4
2021-02,LA MESA,90C,6,6,6,6
2021-02,LA MESA,90D,7,7,7,7
2021-02,LA MESA,90J,1,1,1,1
2021-02,LA MESA,90Z,10,10,10,10
2021-02,NATIONAL CITY,90B,1,1,1,1
2021-02,NATIONAL CITY,90C,16,16,16,16
2021-02,NATIONAL CITY,90D,27,26,27,27
2021-02,NATIONAL CITY,90J,1,1,1,1
2021-02,NATIONAL CITY,90Z,10,8,10,10
2021-02,OCEANSIDE,90B,6,4,6,6
2021-02,OCEANSIDE,90C,29,29,29,29
2021-02,OCEANSIDE,90D,19,19,19,19
2021-02,OCEANSIDE,90J,1,1,1,1
2021-02,OCEANSIDE,90Z,27,26,27,27
2021-02,SAN DIEGO,90B,19,17,19,19
2021-02,SAN DIEGO,90C,158,156,158,158
2021-02,SAN DIEGO,90D,103,103,103,103
2021-02,SAN DIEGO,90G,2,2,2,2
2021-02,SAN DIEGO,90J,26,12,26,26
2021-02,SAN DIEGO,90Z,223,223,223,223
2021-02,SHERIFF,90C,104,104,104,104
2021-02,SHERIFF,90D,51,51,51,51
2021-02,SHERIFF,90J,10,9,10,10
2021-02,SHERIFF,90Z,125,124,125,125
2021-03,CARLSBAD,90C,16,16,16,16
2021-03,CARLSBAD,90D,22,22,22,22
2021-03,CARLSBAD,90Z,5,5,5,5
2021-03,CHULA VISTA,90C,4,4,4,4
2021-03,CHULA VISTA,90D,22,22,22,22
2021-03,CHULA VISTA,90G,1,1,1,1
2021-03,CHULA VISTA,90J,6,5,6,6
2021-03,CHULA VISTA,90Z,26,26,26,26
2021-03,EL CAJON,90B,4,3,4,4
2021-03,EL CAJON,90C,26,26,26,26
2021-03,EL CAJON,90D,13,13,13,13
2021-03,EL CAJON,90J,1,1,1,1
2021-03,EL CAJON,90Z,22,22,22,22
2021-03,ESCONDIDO,90C,33,33,33,33
2021-03,ESCONDIDO,90D,41,40,41,41
2021-03,ESCONDIDO,90J,1,1,1,1
2021-03,ESCONDIDO,90Z,31,31,31,31
2021-03,HARBOR POLICE,90C,15,15,15,15
2021-03,HARBOR POLICE,90D,4,4,4,4
2021-03,HARBOR POLICE,90J,16,16,16,16
2021-03,HARBOR POLICE,90Z,4,4,4,4
2021-03,LA MESA,90C,16,16,16,16
2021-03,LA MESA,90D,7,7,7,7
2021-03,LA MESA,90Z,2,2,2,2
2021-03,NATIONAL CITY,90B,1,1,1,1
2021-03,NATIONAL CITY,90C,14,14,14,14
2021-03,NATIONAL CITY,90D,15,15,15,15
2021-03,NATIONAL CITY,90J,6,6,6,6
2021-03,NATIONAL CITY,90Z,3,3,3,3
2021-03,OCEANSIDE,90C,45,45,45,45
2021-03,OCEANSIDE,90D,30,30,30,30
2021-03,OCEANSIDE,90G,2,2,2,2
2021-03,OCEANSIDE,90J,4,4,4,4
2021-03,OCEANSIDE,90Z,22,22,22,22
2021-03,SAN DIEGO,90B,8,8,8,8
2021-03,SAN DIEGO,90C,183,181,183,183
2021-03,SAN DIEGO,90D,141,141,141,141
2021-03,SAN DIEGO,90G,1,1,1,1
2021-03,SAN DIEGO,90J,28,26,28,28
2021-03,SAN DIEGO,90Z,231,227,231,231
2021-03,SHERIFF,90B,1,1,1,1
2021-03,SHERIFF,90C,112,112,112,112
2021-03,SHERIFF,90D,78,78,78,78
2021-03,SHERIFF,90G,4,4,4,4
2021-03,SHERIFF,90J,4,4,4,4
2021-03,SHERIFF,90Z,161,161,161,161
2021-04,CARLSBAD,90C,19,19,19,19
2021-04,CARLSBAD,90D,37,36,37,37
2021-04,CARLSBAD,90J,4,3,4,4
2021-04,CARLSBAD,90Z,5,5,5,5
2021-04,CHULA VISTA,90C,5,5,5,5
2021-04,CHULA VISTA,90D,14,14,14,14
2021-04,CHULA VISTA,90G,3,3,3,3
2021-04,CHULA VISTA,90Z,27,27,27,27
2021-04,EL CAJON,90C,33,32,33,33
2021-04,EL CAJON,90D,7,7,7,7
2021-04,EL CAJON,90Z,20,19,20,20
2021-04,ESCONDIDO,90C,37,37,37,37
2021-04,ESCONDIDO,90D,44,44,44,44
2021-04,ESCONDIDO,90J,1,1,1,1
2021-04,ESCONDIDO,90Z,37,37,37,37
2021-04,HARBOR POLICE,90C,12,12,12,12
2021-04,HARBOR POLICE,90D,5,5,5,5
2021-04,HARBOR POLICE,90J,2,2,2,2
2021-04,HARBOR POLICE,90Z,9,9,9,9
2021-04,LA MESA,90C,8,8,8,8
2021-04,LA MESA,90D,2,2,2,2
2021-04,LA MESA,90G,1,1,1,1
2021-04,LA MESA,90J,1,1,1,1
2021-04,LA MESA,90Z,8,8,8,8
2021-04,NATIONAL CITY,90C,20,18,19,19
2021-04,NATIONAL CITY,90D,11,11,11,11
2021-04,NATIONAL CITY,90Z,3,3,3,3
2021-04,OCEANSIDE,90C,55,53,55,55
2021-04,OCEANSIDE,90D,22,22,22,22
2021-04,OCEANSIDE,90J,3,3,3,3
2021-04,OCEANSIDE,90Z,22,22,22,22
2021-04,SAN DIEGO,90B,12,11,12,12
2021-04,SAN DIEGO,90C,170,165,170,170
2021-04,SAN DIEGO,90D,119,119,119,119
2021-04,SAN DIEGO,90G,3,1,2,2
2021-04,SAN DIEGO,90J,25,20,25,25
2021-04,SAN DIEGO,90Z,212,210,212,212
2021-04,SHERIFF,90C,110,110,110,110
2021-04,SHERIFF,90D,52,52,52,52
2021-04,SHERIFF,90G,1,1,1,1
2021-04,SHERIFF,90J,7,7,7,7
2021-04,SHERIFF,90Z,174,173,174,174
2021-05,CARLSBAD,90C,30,29,30,30
2021-05,CARLSBAD,90D,34,33,34,34
2021-05,CARLSBAD,90J,1,1,1,1
2021-05,CARLSBAD,90Z,8,8,8,8
2021-05,CHULA VISTA,90C,7,7,7,7
2021-05,CHULA VISTA,90D,29,29,29,29
2021-05,CHULA VISTA,90G,4,4,4,4
2021-05,CHULA VISTA,90J,1,1,1,1
2021-05,CHULA VISTA,90Z,22,21,22,22
2021-05,EL CAJON,90C,23,23,23,23
2021-05,EL CAJON,90D,6,6,6,6
2021-05,EL CAJON,90G,1,1,1,1
2021-05,EL CAJON,90J,1,1,1,1
2021-05,EL CAJON,90Z,11,11,11,11
2021-05,ESCONDIDO,90C,31,31,31,31
2021-05,ESCONDIDO,90D,53,53,53,53
2021-05,ESCONDIDO,90G,7,7,7,7
2021-05,ESCONDIDO,90J,3,3,3,3
2021-05,ESCONDIDO,90Z,41,41,41,41
2021-05,HARBOR POLICE,90C,13,13,13,13
2021-05,HARBOR POLICE,90D,4,4,4,4
2021-05,HARBOR POLICE,90Z,5,5,5,5
2021-05,LA MESA,90C,9,9,9,9
2021-05,LA MESA,90D,13,13,13,13
2021-05,LA MESA,90G,1,1,1,1
2021-05,LA MESA,90Z,3,3,3,3
2021-05,NATIONAL CITY,90C,19,19,19,19
2021-05,NATIONAL CITY,90D,21,21,21,21
2021-05,NATIONAL CITY,90Z,4,4,4,4
2021-05,OCEANSIDE,90B,1,1,1,1
2021-05,OCEANSIDE,90C,32,32,32,32
2021-05,OCEANSIDE,90D,28,28,28,28
2021-05,OCEANSIDE,90J,2,1,2,2
2021-05,OCEANSIDE,90Z,24,24,24,24
2021-05,SAN DIEGO,90B,13,11,13,13
2021-05,SAN DIEGO,90C,285,273,285,285
2021-05,SAN DIEGO,90D,145,145,145,145
2021-05,SAN DIEGO,90G,3,2,3,3
2021-05,SAN DIEGO,90J,27,25,27,27
2021-05,SAN DIEGO,90Z,263,259,263,263
2021-05,SHERIFF,90C,100,98,100,100
2021-05,SHERIFF,90D,83,83,83,83
2021-05,SHERIFF,90G,4,4,4,4
2021-05,SHERIFF,90J,8,7,8,8
2021-05,SHERIFF,90Z,176,176,176,176
2021-06,CARLSBAD,90C,19,19,19,19
2021-06,CARLSBAD,90D,32,32,32,32
2021-06,CARLSBAD,90G,3,3,3,3
2021-06,CARLSBAD,90J,4,4,4,4
2021-06,CARLSBAD,90Z,5,5,5,5
2021-06,CHULA VISTA,90C,5,5,5,5
2021-06,CHULA VISTA,90D,25,25,25,25
2021-06,CHULA VISTA,90G,2,2,2,2
2021-06,CHULA VISTA,90J,1,1,1,1
2021-06,CHULA VISTA,90Z,21,20,21,21
2021-06,EL CAJON,90B,9,5,9,9
2021-06,EL CAJON,90C,37,37,37,37
2021-06,EL CAJON,90D,9,9,9,9
2021-06,EL CAJON,90Z,15,15,15,15
2021-06,ESCONDIDO,90C,28,28,28,28
2021-06,ESCONDIDO,90D,53,53,53,53
2021-06,ESCONDIDO,90Z,45,45,45,45
2021-06,HARBOR POLICE,90C,15,15,15,15
2021-06,HARBOR POLICE,90J,7,7,7,7
2021-06,HARBOR POLICE,90Z,1,1,1,1
2021-06,LA MESA,90B,2,2,2,2
2021-06,LA MESA,90C,6,6,6,6
2021-06,LA MESA,90D,7,7,7,7
2021-06,LA MESA,90G,3,3,3,3
2021-06,LA MESA,90J,3,3,3,3
2021-06,LA MESA,90Z,10,10,10,10
2021-06,NATIONAL CITY,90C,20,20,20,20
2021-06,NATIONAL CITY,90D,18,18,18,18
2021-06,NATIONAL CITY,90J,3,3,3,3
2021-06,NATIONAL CITY,90Z,7,7,7,7
2021-06,OCEANSIDE,90C,39,39,39,39
2021-06,OCEANSIDE,90D,19,19,19,19
2021-06,OCEANSIDE,90Z,19,19,19,19
2021-06,SAN DIEGO,90B,1,1,1,1
2021-06,SAN DIEGO,90C,268,259,268,268
2021-06,SAN DIEGO,90D,114,113,114,114
2021-06,SAN DIEGO,90G,4,3,4,4
2021-06,SAN DIEGO,90J,27,26,27,27
2021-06,SAN DIEGO,90Z,228,225,228,228
2021-06,SHERIFF,90B,2,2,2,2
2021-06,SHERIFF,90C,104,102,104,104
2021-06,SHERIFF,90D,69,69,69,69
2021-06,SHERIFF,90G,1,1,1,1
2021-06,SHERIFF,90J,6,6,6,6
2021-06,SHERIFF,90Z,147,146,147,147
2021-07,CARLSBAD,90B,1,1,1,1
2021-07,CARLSBAD,90C,24,24,24,24
2021-07,CARLSBAD,90D,29,28,29,29
2021-07,CARLSBAD,90J,2,2,2,2
2021-07,CARLSBAD,90Z,10,10,10,10
2021-07,CHULA VISTA,90C,8,8,8,8
2021-07,CHULA VISTA,90D,23,23,23,23
2021-07,CHULA VISTA,90G,1,1,1,1
2021-07,CHULA VISTA,90J,2,2,2,2
2021-07,CHULA VISTA,90Z,15,14,15,15
2021-07,EL CAJON,90B,1,1,1,1
2021-07,EL CAJON,90C,32,31,32,32
2021-07,EL CAJON,90D,13,13,13,13
2021-07,EL CAJON,90Z,9,9,9,9
2021-07,ESCONDIDO,90C,41,39,41,41
2021-07,ESCONDIDO,90D,47,47,47,47
2021-07,ESCONDIDO,90G,2,1,2,2
2021-07,ESCONDIDO,90J,2,2,2,2
2021-07,ESCONDIDO,90Z,50,50,50,50
2021-07,HARBOR POLICE,90C,13,13,13,13
2021-07,HARBOR POLICE,90D,1,1,1,1
2021-07,HARBOR POLICE,90J,3,3,3,3
2021-07,HARBOR POLICE,90Z,6,6,6,6
2021-07,LA MESA,90B,3,2,3,3
2021-07,LA MESA,90C,8,8,8,8
2021-07,LA MESA,90D,7,7,7,7
2021-07,LA MESA,90Z,5,5,5,5
2021-07,NATIONAL CITY,90C,20,19,20,20
2021-07,NATIONAL CITY,90D,21,21,21,21
2021-07,NATIONAL CITY,90J,2,1,2,2
2021-07,NATIONAL CITY,90Z,6,6,6,6
2021-07,OCEANSIDE,90C,42,42,42,42
2021-07,OCEANSIDE,90D,17,17,17,17
2021-07,OCEANSIDE,90J,3,3,3,3
2021-07,OCEANSIDE,90Z,15,15,15,15
2021-07,SAN DIEGO,90B,4,4,4,4
2021-07,SAN DIEGO,90C,296,289,296,296
2021-07,SAN DIEGO,90D,107,106,107,107
2021-07,SAN DIEGO,90G,3,2,3,3
2021-07,SAN DIEGO,90J,13,11,13,13
2021-07,SAN DIEGO,90Z,361,357,361,361
2021-07,SHERIFF,90C,117,112,116,116
2021-07,SHERIFF,90D,75,75,75,75
2021-07,SHERIFF,90G,2,2,2,2
2021-07,SHERIFF,90J,8,8,8,8
2021-07,SHERIFF,90Z,207,206,207,207
2021-08,CARLSBAD,90C,13,13,13,13
2021-08,CARLSBAD,90D,42,41,42,42
2021-08,CARLSBAD,90J,2,2,2,2
2021-08,CARLSBAD,90Z,7,7,7,7
2021-08,CHULA VISTA,90C,8,8,8,8
2021-08,CHULA VISTA,90D,37,37,37,37
2021-08,CHULA VISTA,90G,3,3,3,3
2021-08,CHULA VISTA,90J,1,1,1,1
2021-08,CHULA VISTA,90Z,25,25,25,25
2021-08,EL CAJON,90B,1,1,1,1
2021-08,EL CAJON,90C,25,25,25,25
2021-08,EL CAJON,90D,8,8,8,8
2021-08,EL CAJON,90Z,18,18,18,18
2021-08,ESCONDIDO,90C,37,37,37,37
2021-08,ESCONDIDO,90D,42,42,42,42
2021-08,ESCONDIDO,90G,1,1,1,1
2021-08,ESCONDIDO,90J,4,1,4,4
2021-08,ESCONDIDO,90Z,38,38,38,38
2021-08,HARBOR POLICE,90C,20,20,20,20
2021-08,HARBOR POLICE,90D,3,3,3,3
2021-08,HARBOR POLICE,90Z,8,8,8,8
2021-08,LA MESA,90C,12,12,12,12
2021-08,LA MESA,90D,9,9,9,9
2021-08,LA MESA,90Z,3,3,3,3
2021-08,NATIONAL CITY,90C,10,10,10,10
2021-08,NATIONAL CITY,90D,13,13,13,13
2021-08,NATIONAL CITY,90Z,8,8,8,8
2021-08,OCEANSIDE,90B,2,1,2,2
2021-08,OCEANSIDE,90C,65,64,65,65
2021-08,OCEANSIDE,90D,18,18,18,18
2021-08,OCEANSIDE,90J,2,2,2,2
2021-08,OCEANSIDE,90Z,24,24,24,24
2021-08,SAN DIEGO,90B,14,14,14,14
2021-08,SAN DIEGO,90C,256,250,256,256
2021-08,SAN DIEGO,90D,148,148,148,148
2021-08,SAN DIEGO,90G,2,1,2,2
2021-08,SAN DIEGO,90J,18,18,18,18
2021-08,SAN DIEGO,90Z,360,358,360,360
2021-08,SHERIFF,90C,118,113,118,118
2021-08,SHERIFF,90D,69,69,69,69
2021-08,SHERIFF,90G,1,1,1,1
2021-08,SHERIFF,90J,11,10,11,11
2021-08,SHERIFF,90Z,198,195,198,198
2021-09,CARLSBAD,90C,9,9,9,9
2021-09,CARLSBAD,90D,31,31,31,31
2021-09,CARLSBAD,90G,1,1,1,1
2021-09,CARLSBAD,90J,6,6,6,6
2021-09,CARLSBAD,90Z,8,8,8,8
2021-09,CHULA VISTA,90C,12,12,12,12
2021-09,CHULA VISTA,90D,24,24,24,24
2021-09,CHULA VISTA,90G,10,5,10,10
2021-09,CHULA VISTA,90Z,16,16,16,16
2021-09,EL CAJON,90B,4,3,4,4
2021-09,EL CAJON,90C,30,30,30,30
2021-09,EL CAJON,90D,10,10,10,10
2021-09,EL CAJON,90Z,15,15,15,15
2021-09,ESCONDIDO,90C,51,49,51,51
2021-09,ESCONDIDO,90D,41,41,41,41
2021-09,ESCONDIDO,90G,3,3,3,3
2021-09,ESCONDIDO,90J,2,2,2,2
2021-09,ESCONDIDO,90Z,39,38,39,39
2021-09,HARBOR POLICE,90C,13,13,13,13
2021-09,HARBOR POLICE,90D,9,9,9,9
2021-09,HARBOR POLICE,90J,4,4,4,4
2021-09,HARBOR POLICE,90Z,6,6,6,6
2021-09,LA MESA,90C,13,13,13,13
2021-09,LA MESA,90D,12,12,12,12
2021-09,LA MESA,90Z,9,9,9,9
2021-09,NATIONAL CITY,90C,14,14,14,14
2021-09,NATIONAL CITY,90D,9,9,9,9
2021-09,NATIONAL CITY,90Z,4,4,4,4
2021-09,OCEANSIDE,90C,37,37,37,37
2021-09,OCEANSIDE,90D,24,24,24,24
2021-09,OCEANSIDE,90J,3,3,3,3
2021-09,OCEANSIDE,90Z,27,27,27,27
2021-09,SAN DIEGO,90B,10,10,10,10
2021-09,SAN DIEGO,90C,240,238,240,240
2021-09,SAN DIEGO,90D,124,124,124,124
2021-09,SAN DIEGO,90J,14,14,14,14
2021-09,SAN DIEGO,90Z,340,338,339,339
2021-09,SHERIFF,90C,103,101,103,103
2021-09,SHERIFF,90D,63,63,63,63
2021-09,SHERIFF,90G,4,2,4,4
2021-09,SHERIFF,90J,14,13,14,14
2021-09,SHERIFF,90Z,189,187,189,189
2021-10,CARLSBAD,90C,26,26,26,26
2021-10,CARLSBAD,90D,32,32,32,32
2021-10,CARLSBAD,90G,1,1,1,1
2021-10,CARLSBAD,90J,7,4,7,7
2021-10,CARLSBAD,90Z,6,6,6,6
2021-10,CHULA VISTA,90C,11,11,11,11
2021-10,CHULA VISTA,90D,29,29,29,29
2021-10,CHULA VISTA,90G,7,5,7,7
2021-10,CHULA VISTA,90Z,24,22,24,24
2021-10,EL CAJON,90B,49,31,49,49
2021-10,EL CAJON,90C,23,23,23,23
2021-10,EL CAJON,90D,14,14,14,14
2021-10,EL CAJON,90G,3,1,3,3
2021-10,EL CAJON,90Z,8,8,8,8
2021-10,ESCONDIDO,90C,33,33,33,33
2021-10,ESCONDIDO,90D,52,52,52,52
2021-10,ESCONDIDO,90J,1,1,1,1
2021-10,ESCONDIDO,90Z,39,38,39,39
2021-10,HARBOR POLICE,90C,7,7,7,7
2021-10,HARBOR POLICE,90D,6,6,6,6
2021-10,HARBOR POLICE,90Z,7,7,7,7
2021-10,LA MESA,90C,19,19,19,19
2021-10,LA MESA,90D,14,14,14,14
2021-10,LA MESA,90Z,3,3,3,3
2021-10,NATIONAL CITY,90C,14,13,14,14
2021-10,NATIONAL CITY,90D,19,19,19,19
2021-10,NATIONAL CITY,90Z,1,1,1,1
2021-10,OCEANSIDE,90B,1,1,1,1
2021-10,OCEANSIDE,90C,37,37,37,37
2021-10,OCEANSIDE,90D,17,17,17,17
2021-10,OCEANSIDE,90J,6,6,6,6
2021-10,OCEANSIDE,90Z,23,23,23,23
2021-10,SAN DIEGO,90B,19,17,19,19
2021-10,SAN DIEGO,90C,204,201,204,204
2021-10,SAN DIEGO,90D,137,137,137,137
2021-10,SAN DIEGO,90G,1,1,1,1
2021-10,SAN DIEGO,90J,23,22,23,23
2021-10,SAN DIEGO,90Z,342,334,340,340
2021-10,SHERIFF,90B,3,3,3,3
2021-10,SHERIFF,90C,90,83,88,88
2021-10,SHERIFF,90D,73,73,73,73
2021-10,SHERIFF,90G,4,4,4,4
2021-10,SHERIFF,90J,8,8,8,8
2021-10,SHERIFF,90Z,208,206,208,208
2021-11,CARLSBAD,90B,1,1,1,1
2021-11,CARLSBAD,90C,34,31,34,34
2021-11,CARLSBAD,90D,50,50,50,50
2021-11,CARLSBAD,90J,3,3,3,3
2021-11,CARLSBAD,90Z,7,7,7,7
2021-11,CHULA VISTA,90C,5,5,5,5
2021-11,CHULA VISTA,90D,27,27,27,27
2021-11,CHULA VISTA,90J,1,1,1,1
2021-11,CHULA VISTA,90Z,24,24,24,24
2021-11,EL CAJON,90B,22,15,22,22
2021-11,EL CAJON,90C,26,26,26,26
2021-11,EL CAJON,90D,12,12,12,12
2021-11,EL CAJON,90J,1,1,1,1
2021-11,EL CAJON,90Z,22,22,22,22
2021-11,ESCONDIDO,90C,36,34,36,36
2021-11,ESCONDIDO,90D,34,34,34,34
2021-11,ESCONDIDO,90J,6,4,6,6
2021-11,ESCONDIDO,90Z,31,30,31,31
2021-11,HARBOR POLICE,90C,18,18,18,18
2021-11,HARBOR POLICE,90D,3,3,3,3
2021-11,HARBOR POLICE,90J,4,4,4,4
2021-11,HARBOR POLICE,90Z,11,11,11,11
2021-11,LA MESA,90C,10,10,10,10
2021-11,LA MESA,90D,15,15,15,15
2021-11,LA MESA,90Z,6,6,6,6
2021-11,NATIONAL CITY,90C,16,16,16,16
2021-11,NATIONAL CITY,90D,20,20,20,20
2021-11,NATIONAL CITY,90Z,6,6,6,6
2021-11,OCEANSIDE,90B,4,3,4,4
2021-11,OCEANSIDE,90C,32,30,31,31
2021-11,OCEANSIDE,90D,27,27,27,27
2021-11,OCEANSIDE,90G,1,1,1,1
2021-11,OCEANSIDE,90J,4,3,4,4
2021-11,OCEANSIDE,90Z,11,11,11,11
2021-11,SAN DIEGO,90B,13,13,13,13
2021-11,SAN DIEGO,90C,185,182,185,185
2021-11,SAN DIEGO,90D,126,126,126,126
2021-11,SAN DIEGO,90G,5,5,5,5
2021-11,SAN DIEGO,90J,26,19,26,26
2021-11,SAN DIEGO,90Z,283,274,281,281
2021-11,SHERIFF,90B,1,1,1,1
2021-11,SHERIFF,90C,100,98,100,100
2021-11,SHERIFF,90D,84,84,84,84
2021-11,SHERIFF,90G,6,2,5,5
2021-11,SHERIFF,90J,4,4,4,4
2021-11,SHERIFF,90Z,169,164,169,169
2021-12,CARLSBAD,90C,27,25,27,27
2021-12,CARLSBAD,90D,31,31,31,31
2021-12,CARLSBAD,90J,4,4,4,4
2021-12,CARLSBAD,90Z,7,7,7,7
2021-12,CHULA VISTA,90C,11,11,11,11
2021-12,CHULA VISTA,90D,39,39,39,39
2021-12,CHULA VISTA,90J,3,3,3,3
2021-12,CHULA VISTA,90Z,20,20,20,20
2021-12,EL CAJON,90B,1,1,1,1
2021-12,EL CAJON,90C,20,19,20,20
2021-12,EL CAJON,90D,10,10,10,10
2021-12,EL CAJON,90Z,18,17,18,18
2021-12,ESCONDIDO,90C,44,42,44,44
2021-12,ESCONDIDO,90D,38,38,38,38
2021-12,ESCONDIDO,90Z,36,35,36,36
2021-12,HARBOR POLICE,90C,8,8,8,8
2021-12,HARBOR POLICE,90D,8,8,8,8
2021-12,HARBOR POLICE,90J,2,2,2,2
2021-12,HARBOR POLICE,90Z,5,5,5,5
2021-12,LA MESA,90C,7,7,7,7
2021-12,LA MESA,90D,7,7,7,7
2021-12,LA MESA,90Z,3,3,3,3
2021-12,NATIONAL CITY,90C,7,7,7,7
2021-12,NATIONAL CITY,90D,13,13,13,13
2021-12,NATIONAL CITY,90J,1,1,1,1
2021-12,NATIONAL CITY,90Z,7,7,7,7
2021-12,OCEANSIDE,90C,34,33,34,34
2021-12,OCEANSIDE,90D,29,29,29,29
2021-12,OCEANSIDE,90J,7,6,7,7
2021-12,OCEANSIDE,90Z,13,13,13,13
2021-12,SAN DIEGO,90B,10,9,10,10
2021-12,SAN DIEGO,90C,173,171,173,173
2021-12,SAN DIEGO,90D,107,106,107,107
2021-12,SAN DIEGO,90J,24,19,23,23
2021-12,SAN DIEGO,90Z,246,245,246,246
2021-12,SHERIFF,90B,1,1,1,1
2021-12,SHERIFF,90C,112,110,112,112
2021-12,SHERIFF,90D,109,109,109,109
2021-12,SHERIFF,90G,2,2,2,2
2021-12,SHERIFF,90J,16,10,16,16
2021-12,SHERIFF,90Z,181,178,181,181
2022-01,CARLSBAD,90C,17,17,17,17
2022-01,CARLSBAD,90D,20,20,20,20
2022-01,CARLSBAD,90J,7,6,7,7
2022-01,CARLSBAD,90Z,11,11,11,11
2022-01,CHULA VISTA,90C,6,6,6,6
2022-01,CHULA VISTA,90D,20,20,20,20
2022-01,CHULA VISTA,90G,1,1,1,1
2022-01,CHULA VISTA,90J,5,3,5,5
2022-01,CHULA VISTA,90Z,32,31,32,32
2022-01,EL CAJON,90B,5,4,5,5
2022-01,EL CAJON,90C,20,20,20,20
2022-01,EL CAJON,90D,8,8,8,8
2022-01,EL CAJON,90J,1,1,1,1
2022-01,EL CAJON,90Z,14,13,13,13
2022-01,ESCONDIDO,90B,1,1,1,1
2022-01,ESCONDIDO,90C,33,33,33,33
2022-01,ESCONDIDO,90D,49,49,49,49
2022-01,ESCONDIDO,90J,2,1,2,2
2022-01,ESCONDIDO,90Z,45,42,45,45
2022-01,HARBOR POLICE,90C,10,10,10,10
2022-01,HARBOR POLICE,90D,7,7,7,7
2022-01,HARBOR POLICE,90J,1,1,1,1
2022-01,LA MESA,90B,1,1,1,1
2022-01,LA MESA,90C,11,10,11,11
2022-01,LA MESA,90D,9,9,9,9
2022-01,LA MESA,90J,5,4,5,5
2022-01,LA MESA,90Z,12,11,12,12
2022-01,NATIONAL CITY,90C,13,13,13,13
2022-01,NATIONAL CITY,90D,24,24,24,24
2022-01,NATIONAL CITY,90Z,5,5,5,5
2022-01,OCEANSIDE,90C,49,49,49,49
2022-01,OCEANSIDE,90D,26,26,26,26
2022-01,OCEANSIDE,90G,1,1,1,1
2022-01,OCEANSIDE,90J,3,3,3,3
2022-01,OCEANSIDE,90Z,18,18,18,18
2022-01,SAN DIEGO,90B,7,5,7,7
2022-01,SAN DIEGO,90C,218,215,218,218
2022-01,SAN DIEGO,90D,109,109,109,109
2022-01,SAN DIEGO,90J,17,16,17,17
2022-01,SAN DIEGO,90Z,298,296,298,298
2022-01,SHERIFF,90C,107,104,107,107
2022-01,SHERIFF,90D,76,76,76,76
2022-01,SHERIFF,90G,16,8,16,16
