month,agency,offense_code,source_rows,distinct_incidents,distinct_offense_ids,distinct_arrest_numbers
2024-03,ESCONDIDO,90D,56,56,56,56
2024-03,ESCONDIDO,90G,4,4,4,4
2024-03,ESCONDIDO,90J,1,1,1,1
2024-03,ESCONDIDO,90Z,35,35,35,35
2024-03,HARBOR POLICE,90B,2,2,2,2
2024-03,HARBOR POLICE,90C,12,12,12,12
2024-03,HARBOR POLICE,90D,1,1,1,1
2024-03,HARBOR POLICE,90J,5,5,5,5
2024-03,HARBOR POLICE,90Z,15,15,15,15
2024-03,LA MESA,90C,13,13,13,13
2024-03,LA MESA,90D,9,9,9,9
2024-03,LA MESA,90Z,14,14,14,14
2024-03,NATIONAL CITY,90C,21,21,21,21
2024-03,NATIONAL CITY,90D,12,12,12,12
2024-03,NATIONAL CITY,90G,4,3,4,4
2024-03,NATIONAL CITY,90Z,8,8,8,8
2024-03,OCEANSIDE,90C,29,29,29,29
2024-03,OCEANSIDE,90D,31,31,31,31
2024-03,OCEANSIDE,90G,1,1,1,1
2024-03,OCEANSIDE,90J,1,1,1,1
2024-03,OCEANSIDE,90Z,21,21,21,21
2024-03,SAN DIEGO,90B,6,5,6,6
2024-03,SAN DIEGO,90C,212,208,212,212
2024-03,SAN DIEGO,90D,106,105,106,106
2024-03,SAN DIEGO,90G,7,6,7,7
2024-03,SAN DIEGO,90J,18,18,18,18
2024-03,SAN DIEGO,90Z,278,275,278,278
2024-03,SHERIFF,90B,1,1,1,1
2024-03,SHERIFF,90C,90,89,90,90
2024-03,SHERIFF,90D,104,103,104,104
2024-03,SHERIFF,90G,3,3,3,3
2024-03,SHERIFF,90J,4,4,4,4
2024-03,SHERIFF,90Z,307,300,307,307
2024-04,CARLSBAD,90C,24,24,24,24
2024-04,CARLSBAD,90D,28,28,28,28
2024-04,CARLSBAD,90J,3,3,3,3
2024-04,CARLSBAD,90Z,7,7,7,7
2024-04,CHULA VISTA,90C,13,13,13,13
2024-04,CHULA VISTA,90D,38,38,38,38
2024-04,CHULA VISTA,90J,2,2,2,2
2024-04,CHULA VISTA,90Z,34,33,33,33
2024-04,EL CAJON,90B,10,3,10,10
2024-04,EL CAJON,90C,24,24,24,24
2024-04,EL CAJON,90D,8,8,8,8
2024-04,EL CAJON,90J,1,1,1,1
2024-04,EL CAJON,90Z,23,23,23,23
2024-04,ESCONDIDO,90C,49,49,49,49
2024-04,ESCONDIDO,90D,31,31,31,31
2024-04,ESCONDIDO,90G,4,1,4,4
2024-04,ESCONDIDO,90Z,50,50,50,50
2024-04,HARBOR POLICE,90C,8,8,8,8
2024-04,HARBOR POLICE,90D,4,4,4,4
2024-04,HARBOR POLICE,90J,7,7,7,7
2024-04,HARBOR POLICE,90Z,15,15,15,15
2024-04,LA MESA,90C,8,8,8,8
2024-04,LA MESA,90D,16,16,16,16
2024-04,LA MESA,90J,1,1,1,1
2024-04,LA MESA,90Z,17,17,17,17
2024-04,NATIONAL CITY,90C,14,12,14,14
2024-04,NATIONAL CITY,90D,6,6,6,6
2024-04,NATIONAL CITY,90J,4,1,4,4
2024-04,NATIONAL CITY,90Z,10,10,10,10
2024-04,OCEANSIDE,90B,2,1,2,2
2024-04,OCEANSIDE,90C,31,31,31,31
2024-04,OCEANSIDE,90D,26,26,26,26
2024-04,OCEANSIDE,90J,5,5,5,5
2024-04,OCEANSIDE,90Z,18,18,18,18
2024-04,SAN DIEGO,90B,2,1,2,2
2024-04,SAN DIEGO,90C,172,168,172,172
2024-04,SAN DIEGO,90D,97,97,97,97
2024-04,SAN DIEGO,90G,4,4,4,4
2024-04,SAN DIEGO,90J,24,24,24,24
2024-04,SAN DIEGO,90Z,278,275,277,277
2024-04,SHERIFF,90C,96,92,96,96
2024-04,SHERIFF,90D,79,78,79,79
2024-04,SHERIFF,90G,2,2,2,2
2024-04,SHERIFF,90J,9,9,9,9
2024-04,SHERIFF,90Z,294,293,294,294
2024-05,CARLSBAD,90C,21,21,21,21
2024-05,CARLSBAD,90D,37,37,37,37
2024-05,CARLSBAD,90J,3,3,3,3
2024-05,CARLSBAD,90Z,14,14,14,14
2024-05,CHULA VISTA,90C,12,12,12,12
2024-05,CHULA VISTA,90D,29,29,29,29
2024-05,CHULA VISTA,90G,1,1,1,1
2024-05,CHULA VISTA,90J,5,4,5,5
2024-05,CHULA VISTA,90Z,39,39,39,39
2024-05,EL CAJON,90B,15,11,15,15
2024-05,EL CAJON,90C,17,17,17,17
2024-05,EL CAJON,90D,7,7,7,7
2024-05,EL CAJON,90J,1,1,1,1
2024-05,EL CAJON,90Z,20,20,20,20
2024-05,ESCONDIDO,90C,53,51,53,53
2024-05,ESCONDIDO,90D,40,40,40,40
2024-05,ESCONDIDO,90Z,62,60,62,62
2024-05,HARBOR POLICE,90C,25,25,25,25
2024-05,HARBOR POLICE,90D,7,7,7,7
2024-05,HARBOR POLICE,90J,4,4,4,4
2024-05,HARBOR POLICE,90Z,12,12,12,12
2024-05,LA MESA,90C,18,17,18,18
2024-05,LA MESA,90D,13,13,13,13
2024-05,LA MESA,90Z,13,13,13,13
2024-05,NATIONAL CITY,90C,11,11,11,11
2024-05,NATIONAL CITY,90D,11,11,11,11
2024-05,NATIONAL CITY,90J,1,1,1,1
2024-05,NATIONAL CITY,90Z,11,10,10,10
2024-05,OCEANSIDE,90B,1,1,1,1
2024-05,OCEANSIDE,90C,24,24,24,24
2024-05,OCEANSIDE,90D,30,30,30,30
2024-05,OCEANSIDE,90J,5,4,5,5
2024-05,OCEANSIDE,90Z,20,19,19,19
2024-05,SAN DIEGO,90B,1,1,1,1
2024-05,SAN DIEGO,90C,181,178,181,181
2024-05,SAN DIEGO,90D,112,111,112,112
2024-05,SAN DIEGO,90G,3,2,3,3
2024-05,SAN DIEGO,90J,19,19,19,19
2024-05,SAN DIEGO,90Z,316,306,315,315
2024-05,SHERIFF,90B,2,2,2,2
2024-05,SHERIFF,90C,90,89,90,90
2024-05,SHERIFF,90D,84,84,84,84
2024-05,SHERIFF,90G,3,3,3,3
2024-05,SHERIFF,90J,3,3,3,3
2024-05,SHERIFF,90Z,299,292,297,297
2024-06,CARLSBAD,90C,19,19,19,19
2024-06,CARLSBAD,90D,29,29,29,29
2024-06,CARLSBAD,90J,3,3,3,3
2024-06,CARLSBAD,90Z,8,7,8,8
2024-06,CHULA VISTA,90C,7,7,7,7
2024-06,CHULA VISTA,90D,49,49,49,49
2024-06,CHULA VISTA,90G,2,1,2,2
2024-06,CHULA VISTA,90J,4,2,4,4
2024-06,CHULA VISTA,90Z,41,41,41,41
2024-06,EL CAJON,90B,43,22,43,43
2024-06,EL CAJON,90C,15,15,15,15
2024-06,EL CAJON,90D,12,12,12,12
2024-06,EL CAJON,90Z,22,22,22,22
2024-06,ESCONDIDO,90C,49,47,49,49
2024-06,ESCONDIDO,90D,49,49,49,49
2024-06,ESCONDIDO,90G,1,1,1,1
2024-06,ESCONDIDO,90J,2,2,2,2
2024-06,ESCONDIDO,90Z,46,43,46,46
2024-06,HARBOR POLICE,90C,15,15,15,15
2024-06,HARBOR POLICE,90D,3,3,3,3
2024-06,HARBOR POLICE,90Z,10,10,10,10
2024-06,LA MESA,90C,17,17,17,17
2024-06,LA MESA,90D,14,14,14,14
2024-06,LA MESA,90Z,11,11,11,11
2024-06,NATIONAL CITY,90C,9,9,9,9
2024-06,NATIONAL CITY,90D,15,15,15,15
2024-06,NATIONAL CITY,90Z,12,12,12,12
2024-06,OCEANSIDE,90C,32,32,32,32
2024-06,OCEANSIDE,90D,32,32,32,32
2024-06,OCEANSIDE,90J,5,5,5,5
2024-06,OCEANSIDE,90Z,13,13,13,13
2024-06,SAN DIEGO,90B,4,4,4,4
2024-06,SAN DIEGO,90C,199,196,199,199
2024-06,SAN DIEGO,90D,127,126,127,127
2024-06,SAN DIEGO,90G,7,6,7,7
2024-06,SAN DIEGO,90J,18,16,18,18
2024-06,SAN DIEGO,90Z,264,258,263,263
2024-06,SHERIFF,90C,105,103,105,105
2024-06,SHERIFF,90D,87,87,87,87
2024-06,SHERIFF,90G,3,3,3,3
2024-06,SHERIFF,90J,2,2,2,2
2024-06,SHERIFF,90Z,269,257,268,268
2024-07,CARLSBAD,90C,18,18,18,18
2024-07,CARLSBAD,90D,23,23,23,23
2024-07,CARLSBAD,90J,1,1,1,1
2024-07,CARLSBAD,90Z,14,14,14,14
2024-07,CHULA VISTA,90C,7,7,7,7
2024-07,CHULA VISTA,90D,32,32,32,32
2024-07,CHULA VISTA,90J,8,5,8,8
2024-07,CHULA VISTA,90Z,42,39,42,42
2024-07,EL CAJON,90B,21,8,21,21
2024-07,EL CAJON,90C,21,21,21,21
2024-07,EL CAJON,90D,6,6,6,6
2024-07,EL CAJON,90Z,24,24,24,24
2024-07,ESCONDIDO,90C,43,43,43,43
2024-07,ESCONDIDO,90D,42,42,42,42
2024-07,ESCONDIDO,90Z,49,48,49,49
2024-07,HARBOR POLICE,90C,17,17,17,17
2024-07,HARBOR POLICE,90D,4,4,4,4
2024-07,HARBOR POLICE,90G,2,1,2,2
2024-07,HARBOR POLICE,90Z,20,20,20,20
2024-07,LA MESA,90C,11,11,11,11
2024-07,LA MESA,90D,13,13,13,13
2024-07,LA MESA,90J,1,1,1,1
2024-07,LA MESA,90Z,11,11,11,11
2024-07,NATIONAL CITY,90C,18,17,18,18
2024-07,NATIONAL CITY,90D,6,6,6,6
2024-07,NATIONAL CITY,90Z,8,8,8,8
2024-07,OCEANSIDE,90B,1,1,1,1
2024-07,OCEANSIDE,90C,19,19,19,19
2024-07,OCEANSIDE,90D,19,19,19,19
2024-07,OCEANSIDE,90J,2,1,2,2
2024-07,OCEANSIDE,90Z,17,17,17,17
2024-07,SAN DIEGO,90B,4,3,4,4
2024-07,SAN DIEGO,90C,195,187,195,195
2024-07,SAN DIEGO,90D,105,105,105,105
2024-07,SAN DIEGO,90G,2,2,2,2
2024-07,SAN DIEGO,90J,20,16,20,20
2024-07,SAN DIEGO,90Z,306,301,304,304
2024-07,SHERIFF,90B,1,1,1,1
2024-07,SHERIFF,90C,115,113,115,115
2024-07,SHERIFF,90D,59,59,59,59
2024-07,SHERIFF,90G,2,2,2,2
2024-07,SHERIFF,90J,5,5,5,5
2024-07,SHERIFF,90Z,249,247,249,249
2024-08,CARLSBAD,90C,30,30,30,30
2024-08,CARLSBAD,90D,27,27,27,27
2024-08,CARLSBAD,90J,2,2,2,2
2024-08,CARLSBAD,90Z,12,12,12,12
2024-08,CHULA VISTA,90C,17,16,17,17
2024-08,CHULA VISTA,90D,47,47,47,47
2024-08,CHULA VISTA,90G,6,4,5,5
2024-08,CHULA VISTA,90J,6,4,6,6
2024-08,CHULA VISTA,90Z,47,46,47,47
2024-08,EL CAJON,90B,23,15,23,23
2024-08,EL CAJON,90C,16,16,16,16
2024-08,EL CAJON,90D,17,16,17,17
2024-08,EL CAJON,90J,2,2,2,2
2024-08,EL CAJON,90Z,29,28,28,28
2024-08,ESCONDIDO,90C,41,39,41,41
2024-08,ESCONDIDO,90D,59,59,59,59
2024-08,ESCONDIDO,90G,1,1,1,1
2024-08,ESCONDIDO,90J,1,1,1,1
2024-08,ESCONDIDO,90Z,62,59,62,62
2024-08,HARBOR POLICE,90B,1,1,1,1
2024-08,HARBOR POLICE,90C,19,19,19,19
2024-08,HARBOR POLICE,90D,2,2,2,2
2024-08,HARBOR POLICE,90Z,20,20,20,20
2024-08,LA MESA,90C,18,17,18,18
2024-08,LA MESA,90D,14,14,14,14
2024-08,LA MESA,90J,1,1,1,1
2024-08,LA MESA,90Z,19,19,19,19
2024-08,NATIONAL CITY,90C,22,22,22,22
2024-08,NATIONAL CITY,90D,8,8,8,8
2024-08,NATIONAL CITY,90G,3,3,3,3
2024-08,NATIONAL CITY,90J,3,2,3,3
2024-08,NATIONAL CITY,90Z,6,6,6,6
2024-08,OCEANSIDE,90C,30,29,30,30
2024-08,OCEANSIDE,90D,21,21,21,21
2024-08,OCEANSIDE,90J,3,3,3,3
2024-08,OCEANSIDE,90Z,33,32,33,33
2024-08,SAN DIEGO,90C,226,223,226,226
2024-08,SAN DIEGO,90D,123,122,123,123
2024-08,SAN DIEGO,90J,9,7,9,9
2024-08,SAN DIEGO,90Z,323,311,320,320
2024-08,SHERIFF,90B,1,1,1,1
2024-08,SHERIFF,90C,96,96,96,96
2024-08,SHERIFF,90D,91,91,91,91
2024-08,SHERIFF,90J,1,1,1,1
2024-08,SHERIFF,90Z,229,228,229,229
2024-09,CARLSBAD,90C,27,26,27,27
2024-09,CARLSBAD,90D,23,23,23,23
2024-09,CARLSBAD,90G,3,3,3,3
2024-09,CARLSBAD,90J,1,1,1,1
2024-09,CARLSBAD,90Z,19,18,19,19
2024-09,CHULA VISTA,90C,5,5,5,5
2024-09,CHULA VISTA,90D,27,27,27,27
2024-09,CHULA VISTA,90J,4,3,4,4
2024-09,CHULA VISTA,90Z,45,45,45,45
2024-09,EL CAJON,90B,27,12,27,27
2024-09,EL CAJON,90C,13,13,13,13
2024-09,EL CAJON,90D,13,13,13,13
2024-09,EL CAJON,90Z,45,45,45,45
2024-09,ESCONDIDO,90C,44,42,44,44
2024-09,ESCONDIDO,90D,57,57,57,57
2024-09,ESCONDIDO,90G,1,1,1,1
2024-09,ESCONDIDO,90J,1,1,1,1
2024-09,ESCONDIDO,90Z,54,49,54,54
2024-09,HARBOR POLICE,90B,1,1,1,1
2024-09,HARBOR POLICE,90C,11,11,11,11
2024-09,HARBOR POLICE,90D,4,4,4,4
2024-09,HARBOR POLICE,90J,2,2,2,2
2024-09,HARBOR POLICE,90Z,13,13,13,13
2024-09,LA MESA,90C,19,17,19,19
2024-09,LA MESA,90D,7,7,7,7
2024-09,LA MESA,90Z,30,29,30,30
2024-09,NATIONAL CITY,90C,13,12,13,13
2024-09,NATIONAL CITY,90D,4,4,4,4
2024-09,NATIONAL CITY,90Z,20,20,20,20
2024-09,OCEANSIDE,90C,18,18,18,18
2024-09,OCEANSIDE,90D,21,21,21,21
2024-09,OCEANSIDE,90G,1,1,1,1
2024-09,OCEANSIDE,90J,1,1,1,1
2024-09,OCEANSIDE,90Z,36,34,34,34
2024-09,SAN DIEGO,90B,4,4,4,4
2024-09,SAN DIEGO,90C,186,183,186,186
2024-09,SAN DIEGO,90D,100,100,100,100
2024-09,SAN DIEGO,90G,2,2,2,2
2024-09,SAN DIEGO,90J,17,16,17,17
2024-09,SAN DIEGO,90Z,347,340,346,346
2024-09,SHERIFF,90C,90,88,90,90
2024-09,SHERIFF,90D,87,87,87,87
2024-09,SHERIFF,90G,2,1,1,1
2024-09,SHERIFF,90J,5,5,5,5
2024-09,SHERIFF,90Z,272,268,272,272
2024-10,CARLSBAD,90C,23,23,23,23
2024-10,CARLSBAD,90D,20,20,20,20
2024-10,CARLSBAD,90G,1,1,1,1
2024-10,CARLSBAD,90Z,15,15,15,15
2024-10,CHULA VISTA,90C,7,7,7,7
2024-10,CHULA VISTA,90D,34,34,34,34
2024-10,CHULA VISTA,90G,5,2,5,5
2024-10,CHULA VISTA,90J,3,3,3,3
2024-10,CHULA VISTA,90Z,57,55,57,57
2024-10,EL CAJON,90B,16,7,16,16
2024-10,EL CAJON,90C,16,16,16,16
2024-10,EL CAJON,90D,8,8,8,8
2024-10,EL CAJON,90J,1,1,1,1
2024-10,EL CAJON,90Z,56,53,55,55
2024-10,ESCONDIDO,90C,37,37,37,37
2024-10,ESCONDIDO,90D,40,40,40,40
2024-10,ESCONDIDO,90G,1,1,1,1
2024-10,ESCONDIDO,90Z,47,45,47,47
2024-10,HARBOR POLICE,90C,7,7,7,7
2024-10,HARBOR POLICE,90D,2,2,2,2
2024-10,HARBOR POLICE,90J,3,3,3,3
2024-10,HARBOR POLICE,90Z,30,30,30,30
2024-10,LA MESA,90C,23,23,23,23
2024-10,LA MESA,90D,6,6,6,6
2024-10,LA MESA,90Z,10,10,10,10
2024-10,NATIONAL CITY,90C,13,11,13,13
2024-10,NATIONAL CITY,90D,11,11,11,11
2024-10,NATIONAL CITY,90G,2,1,2,2
2024-10,NATIONAL CITY,90Z,12,12,12,12
2024-10,OCEANSIDE,90C,22,22,22,22
2024-10,OCEANSIDE,90D,27,27,27,27
2024-10,OCEANSIDE,90Z,38,35,38,38
2024-10,SAN DIEGO,90B,4,4,4,4
2024-10,SAN DIEGO,90C,174,173,174,174
2024-10,SAN DIEGO,90D,106,106,106,106
2024-10,SAN DIEGO,90G,3,2,3,3
2024-10,SAN DIEGO,90J,13,13,13,13
2024-10,SAN DIEGO,90Z,395,389,395,395
2024-10,SHERIFF,90B,2,1,2,2
2024-10,SHERIFF,90C,93,90,92,92
2024-10,SHERIFF,90D,88,88,88,88
2024-10,SHERIFF,90G,5,4,5,5
2024-10,SHERIFF,90J,5,3,5,5
2024-10,SHERIFF,90Z,262,259,262,262
2024-11,CARLSBAD,90C,16,16,16,16
2024-11,CARLSBAD,90D,19,19,19,19
2024-11,CARLSBAD,90J,2,2,2,2
2024-11,CARLSBAD,90Z,10,10,10,10
2024-11,CHULA VISTA,90C,8,8,8,8
2024-11,CHULA VISTA,90D,41,41,41,41
2024-11,CHULA VISTA,90G,1,1,1,1
2024-11,CHULA VISTA,90J,2,2,2,2
2024-11,CHULA VISTA,90Z,57,56,57,57
2024-11,EL CAJON,90B,14,7,14,14
2024-11,EL CAJON,90C,15,15,15,15
2024-11,EL CAJON,90D,5,5,5,5
2024-11,EL CAJON,90Z,27,26,27,27
2024-11,ESCONDIDO,90C,44,43,44,44
2024-11,ESCONDIDO,90D,51,51,51,51
2024-11,ESCONDIDO,90Z,48,48,48,48
2024-11,HARBOR POLICE,90C,15,15,15,15
2024-11,HARBOR POLICE,90D,3,3,3,3
2024-11,HARBOR POLICE,90G,1,1,1,1
2024-11,HARBOR POLICE,90J,2,2,2,2
2024-11,HARBOR POLICE,90Z,23,23,23,23
2024-11,LA MESA,90B,1,1,1,1
2024-11,LA MESA,90C,13,13,13,13
2024-11,LA MESA,90D,19,19,19,19
2024-11,LA MESA,90Z,22,22,22,22
2024-11,NATIONAL CITY,90C,10,10,10,10
2024-11,NATIONAL CITY,90D,13,13,13,13
2024-11,NATIONAL CITY,90Z,9,9,9,9
2024-11,OCEANSIDE,90C,22,22,22,22
2024-11,OCEANSIDE,90D,40,40,40,40
2024-11,OCEANSIDE,90J,1,1,1,1
2024-11,OCEANSIDE,90Z,32,31,32,32
2024-11,SAN DIEGO,90B,6,6,6,6
2024-11,SAN DIEGO,90C,215,212,215,215
2024-11,SAN DIEGO,90D,135,135,135,135
2024-11,SAN DIEGO,90G,2,2,2,2
2024-11,SAN DIEGO,90J,14,14,14,14
2024-11,SAN DIEGO,90Z,411,387,410,410
2024-11,SHERIFF,90B,1,1,1,1
2024-11,SHERIFF,90C,73,72,73,73
2024-11,SHERIFF,90D,62,62,62,62
2024-11,SHERIFF,90J,4,3,4,4
2024-11,SHERIFF,90Z,202,200,202,202
2024-12,CARLSBAD,90C,18,18,18,18
2024-12,CARLSBAD,90D,19,19,19,19
2024-12,CARLSBAD,90Z,9,9,9,9
2024-12,CHULA VISTA,90C,12,12,12,12
2024-12,CHULA VISTA,90D,34,34,34,34
2024-12,CHULA VISTA,90J,2,2,2,2
2024-12,CHULA VISTA,90Z,39,38,39,39
2024-12,EL CAJON,90B,8,5,8,8
2024-12,EL CAJON,90C,20,19,20,20
2024-12,EL CAJON,90D,10,10,10,10
2024-12,EL CAJON,90G,3,1,3,3
2024-12,EL CAJON,90Z,41,39,40,40
2024-12,ESCONDIDO,90C,40,39,40,40
2024-12,ESCONDIDO,90D,39,39,39,39
2024-12,ESCONDIDO,90G,2,2,2,2
2024-12,ESCONDIDO,90Z,45,43,45,45
2024-12,HARBOR POLICE,90B,1,1,1,1
2024-12,HARBOR POLICE,90C,14,14,14,14
2024-12,HARBOR POLICE,90D,6,6,6,6
2024-12,HARBOR POLICE,90Z,19,19,19,19
2024-12,LA MESA,90C,20,20,20,20
2024-12,LA MESA,90D,15,15,15,15
2024-12,LA MESA,90J,1,1,1,1
2024-12,LA MESA,90Z,32,32,32,32
2024-12,NATIONAL CITY,90C,17,17,17,17
2024-12,NATIONAL CITY,90D,5,5,5,5
2024-12,NATIONAL CITY,90Z,11,11,11,11
2024-12,OCEANSIDE,90C,10,10,10,10
2024-12,OCEANSIDE,90D,30,30,30,30
2024-12,OCEANSIDE,90J,3,3,3,3
2024-12,OCEANSIDE,90Z,23,23,23,23
2024-12,SAN DIEGO,90B,10,10,10,10
2024-12,SAN DIEGO,90C,204,203,204,204
2024-12,SAN DIEGO,90D,93,93,93,93
2024-12,SAN DIEGO,90G,1,1,1,1
2024-12,SAN DIEGO,90J,18,18,18,18
2024-12,SAN DIEGO,90Z,447,439,446,446
2024-12,SHERIFF,90C,63,63,63,63
2024-12,SHERIFF,90D,60,60,60,60
2024-12,SHERIFF,90Z,141,141,141,141
2025-01,CARLSBAD,90C,15,15,15,15
2025-01,CARLSBAD,90D,21,21,21,21
2025-01,CARLSBAD,90Z,10,10,10,10
2025-01,CHULA VISTA,90C,8,8,8,8
2025-01,CHULA VISTA,90D,43,43,43,43
2025-01,CHULA VISTA,90G,1,1,1,1
2025-01,CHULA VISTA,90J,2,2,2,2
2025-01,CHULA VISTA,90Z,66,66,66,66
2025-01,EL CAJON,90B,12,8,12,12
2025-01,EL CAJON,90C,15,15,15,15
2025-01,EL CAJON,90D,7,7,7,7
2025-01,EL CAJON,90J,1,1,1,1
2025-01,EL CAJON,90Z,51,51,51,51
2025-01,ESCONDIDO,90C,42,40,42,42
2025-01,ESCONDIDO,90D,45,45,45,45
2025-01,ESCONDIDO,90G,3,2,3,3
2025-01,ESCONDIDO,90J,2,2,2,2
2025-01,ESCONDIDO,90Z,53,52,53,53
2025-01,HARBOR POLICE,90C,2,2,2,2
2025-01,HARBOR POLICE,90D,2,2,2,2
2025-01,HARBOR POLICE,90J,3,3,3,3
2025-01,HARBOR POLICE,90Z,15,15,15,15
2025-01,LA MESA,90B,2,1,2,2
2025-01,LA MESA,90C,15,15,15,15
2025-01,LA MESA,90D,17,17,17,17
2025-01,LA MESA,90J,3,2,3,3
2025-01,LA MESA,90Z,23,23,23,23
2025-01,NATIONAL CITY,90C,13,13,13,13
2025-01,NATIONAL CITY,90D,12,12,12,12
2025-01,NATIONAL CITY,90Z,21,21,21,21
2025-01,OCEANSIDE,90C,16,16,16,16
2025-01,OCEANSIDE,90D,22,22,22,22
2025-01,OCEANSIDE,90J,2,2,2,2
2025-01,OCEANSIDE,90Z,40,39,40,40
2025-01,SAN DIEGO,90B,5,5,5,5
2025-01,SAN DIEGO,90C,171,169,171,171
2025-01,SAN DIEGO,90D,85,85,85,85
2025-01,SAN DIEGO,90G,2,1,2,2
2025-01,SAN DIEGO,90J,23,18,23,23
2025-01,SAN DIEGO,90Z,392,389,392,392
2025-01,SHERIFF,90C,52,52,52,52
2025-01,SHERIFF,90D,51,51,51,51
2025-01,SHERIFF,90Z,167,167,167,167
2025-02,CARLSBAD,90C,16,15,16,16
2025-02,CARLSBAD,90D,22,22,22,22
2025-02,CARLSBAD,90J,2,2,2,2
2025-02,CARLSBAD,90Z,15,14,15,15
2025-02,CHULA VISTA,90C,9,9,9,9
2025-02,CHULA VISTA,90D,44,44,44,44
2025-02,CHULA VISTA,90G,1,1,1,1
2025-02,CHULA VISTA,90J,2,2,2,2
2025-02,CHULA VISTA,90Z,48,47,48,48
2025-02,EL CAJON,90B,11,8,11,11
2025-02,EL CAJON,90C,22,22,22,22
2025-02,EL CAJON,90D,1,1,1,1
2025-02,EL CAJON,90Z,49,48,48,48
2025-02,ESCONDIDO,90B,1,1,1,1
2025-02,ESCONDIDO,90C,41,41,41,41
2025-02,ESCONDIDO,90D,39,39,39,39
2025-02,ESCONDIDO,90G,1,1,1,1
2025-02,ESCONDIDO,90J,1,1,1,1
2025-02,ESCONDIDO,90Z,49,49,49,49
2025-02,HARBOR POLICE,90C,6,6,6,6
2025-02,HARBOR POLICE,90D,2,2,2,2
2025-02,HARBOR POLICE,90G,2,2,2,2
2025-02,HARBOR POLICE,90J,4,4,4,4
2025-02,HARBOR POLICE,90Z,16,16,16,16
2025-02,LA MESA,90C,15,15,15,15
2025-02,LA MESA,90D,14,14,14,14
2025-02,LA MESA,90Z,27,26,27,27
2025-02,NATIONAL CITY,90C,12,12,12,12
2025-02,NATIONAL CITY,90D,10,10,10,10
2025-02,NATIONAL CITY,90J,1,1,1,1
2025-02,NATIONAL CITY,90Z,23,18,21,21
2025-02,OCEANSIDE,90C,7,7,7,7
2025-02,OCEANSIDE,90D,26,26,26,26
2025-02,OCEANSIDE,90G,2,1,2,2
2025-02,OCEANSIDE,90J,2,2,2,2
2025-02,OCEANSIDE,90Z,26,26,26,26
2025-02,SAN DIEGO,90B,2,2,2,2
2025-02,SAN DIEGO,90C,151,150,151,151
2025-02,SAN DIEGO,90D,124,124,124,124
2025-02,SAN DIEGO,90G,8,4,8,8
2025-02,SAN DIEGO,90J,27,27,27,27
2025-02,SAN DIEGO,90Z,370,364,366,366
2025-02,SHERIFF,90C,58,58,58,58
2025-02,SHERIFF,90D,50,50,50,50
2025-02,SHERIFF,90J,1,1,1,1
2025-02,SHERIFF,90Z,127,127,127,127
2025-03,CARLSBAD,90C,22,22,22,22
2025-03,CARLSBAD,90D,25,25,25,25
2025-03,CARLSBAD,90J,3,3,3,3
2025-03,CARLSBAD,90Z,14,14,14,14
2025-03,CHULA VISTA,90C,13,13,13,13
2025-03,CHULA VISTA,90D,35,35,35,35
2025-03,CHULA VISTA,90G,3,3,3,3
2025-03,CHULA VISTA,90Z,64,64,64,64
2025-03,EL CAJON,90B,26,14,26,26
2025-03,EL CAJON,90C,20,20,20,20
2025-03,EL CAJON,90D,12,12,12,12
2025-03,EL CAJON,90G,3,3,3,3
2025-03,EL CAJON,90J,2,2,2,2
2025-03,EL CAJON,90Z,46,46,46,46
2025-03,ESCONDIDO,90C,57,55,57,57
2025-03,ESCONDIDO,90D,49,49,49,49
2025-03,ESCONDIDO,90G,2,1,2,2
2025-03,ESCONDIDO,90J,5,2,5,5
2025-03,ESCONDIDO,90Z,53,53,53,53
2025-03,HARBOR POLICE,90C,7,7,7,7
2025-03,HARBOR POLICE,90D,1,1,1,1
2025-03,HARBOR POLICE,90J,1,1,1,1
2025-03,HARBOR POLICE,90Z,20,20,20,20
2025-03,LA MESA,90B,1,1,1,1
2025-03,LA MESA,90C,13,13,13,13
2025-03,LA MESA,90D,15,15,15,15
2025-03,LA MESA,90J,1,1,1,1
2025-03,LA MESA,90Z,29,29,29,29
2025-03,NATIONAL CITY,90C,19,19,19,19
2025-03,NATIONAL CITY,90D,9,9,9,9
2025-03,NATIONAL CITY,90G,1,1,1,1
2025-03,NATIONAL CITY,90J,1,1,1,1
2025-03,NATIONAL CITY,90Z,21,20,21,21
2025-03,OCEANSIDE,90C,16,16,16,16
2025-03,OCEANSIDE,90D,34,34,34,34
2025-03,OCEANSIDE,90J,2,2,2,2
2025-03,OCEANSIDE,90Z,52,52,52,52
2025-03,SAN DIEGO,90B,3,2,3,3
2025-03,SAN DIEGO,90C,198,194,197,197
2025-03,SAN DIEGO,90D,163,163,163,163
2025-03,SAN DIEGO,90F,1,1,1,1
2025-03,SAN DIEGO,90J,13,13,13,13
2025-03,SAN DIEGO,90Z,383,370,382,382
2025-03,SHERIFF,90C,63,58,58,63
2025-03,SHERIFF,90D,65,65,65,65
2025-03,SHERIFF,90Z,145,144,144,144
2025-04,CARLSBAD,90C,12,12,12,12
2025-04,CARLSBAD,90D,22,22,22,22
2025-04,CARLSBAD,90G,2,1,2,2
2025-04,CARLSBAD,90J,1,1,1,1
2025-04,CARLSBAD,90Z,16,16,16,16
2025-04,CHULA VISTA,90C,11,11,11,11
