date,agency,domestic_violence_incident,source_rows,distinct_incidents,distinct_offense_ids,distinct_arrest_numbers
2024-02-21,ESCONDIDO,,3,3,3,3
2024-02-21,HARBOR POLICE,,1,1,1,1
2024-02-21,SAN DIEGO,,27,24,27,27
2024-02-21,SHERIFF,,18,17,17,17
2024-02-22,CARLSBAD,,2,2,2,2
2024-02-22,CHULA VISTA,,2,2,2,2
2024-02-22,EL CAJON,,2,1,2,2
2024-02-22,ESCONDIDO,,3,3,3,3
2024-02-22,HARBOR POLICE,,2,2,2,2
2024-02-22,LA MESA,,3,3,3,3
2024-02-22,OCEANSIDE,,5,5,5,5
2024-02-22,SAN DIEGO,,13,13,13,13
2024-02-22,SHERIFF,,19,18,19,19
2024-02-23,CARLSBAD,,2,2,2,2
2024-02-23,CHULA VISTA,,1,1,1,1
2024-02-23,EL CAJON,,5,4,5,5
2024-02-23,ESCONDIDO,,1,1,1,1
2024-02-23,HARBOR POLICE,,1,1,1,1
2024-02-23,LA MESA,,2,2,2,2
2024-02-23,NATIONAL CITY,,2,2,2,2
2024-02-23,OCEANSIDE,,3,3,3,3
2024-02-23,SAN DIEGO,,22,22,22,22
2024-02-23,SHERIFF,,17,17,17,17
2024-02-24,CARLSBAD,,4,4,4,4
2024-02-24,CHULA VISTA,,4,4,4,4
2024-02-24,EL CAJON,,4,4,4,4
2024-02-24,ESCONDIDO,,6,5,6,6
2024-02-24,LA MESA,,3,3,3,3
2024-02-24,NATIONAL CITY,,5,5,5,5
2024-02-24,OCEANSIDE,,5,5,5,5
2024-02-24,SAN DIEGO,,30,29,29,29
2024-02-24,SHERIFF,,17,17,17,17
2024-02-25,CHULA VISTA,,3,3,3,3
2024-02-25,EL CAJON,,2,2,2,2
2024-02-25,ESCONDIDO,,7,7,7,7
2024-02-25,HARBOR POLICE,,1,1,1,1
2024-02-25,LA MESA,,3,3,3,3
2024-02-25,NATIONAL CITY,,2,2,2,2
2024-02-25,OCEANSIDE,,1,1,1,1
2024-02-25,SAN DIEGO,,19,19,19,19
2024-02-25,SHERIFF,,14,13,14,14
2024-02-26,CARLSBAD,,1,1,1,1
2024-02-26,CHULA VISTA,,5,4,5,5
2024-02-26,ESCONDIDO,,5,5,5,5
2024-02-26,HARBOR POLICE,,1,1,1,1
2024-02-26,LA MESA,,2,2,2,2
2024-02-26,NATIONAL CITY,,1,1,1,1
2024-02-26,OCEANSIDE,,2,2,2,2
2024-02-26,SAN DIEGO,,17,17,17,17
2024-02-26,SHERIFF,,19,19,19,19
2024-02-27,CARLSBAD,,2,2,2,2
2024-02-27,EL CAJON,,4,4,4,4
2024-02-27,ESCONDIDO,,6,6,6,6
2024-02-27,HARBOR POLICE,,2,2,2,2
2024-02-27,LA MESA,,2,2,2,2
2024-02-27,NATIONAL CITY,,3,3,3,3
2024-02-27,OCEANSIDE,,2,2,2,2
2024-02-27,SAN DIEGO,,14,14,14,14
2024-02-27,SHERIFF,,19,18,19,19
2024-02-28,CARLSBAD,,1,1,1,1
2024-02-28,EL CAJON,,1,1,1,1
2024-02-28,ESCONDIDO,,6,6,6,6
2024-02-28,HARBOR POLICE,,3,3,3,3
2024-02-28,NATIONAL CITY,,1,1,1,1
2024-02-28,OCEANSIDE,,1,1,1,1
2024-02-28,SAN DIEGO,,19,19,19,19
2024-02-28,SHERIFF,,12,12,12,12
2024-02-29,CARLSBAD,,1,1,1,1
2024-02-29,CHULA VISTA,,9,9,9,9
2024-02-29,EL CAJON,,1,1,1,1
2024-02-29,ESCONDIDO,,6,5,6,6
2024-02-29,HARBOR POLICE,,1,1,1,1
2024-02-29,LA MESA,,4,4,4,4
2024-02-29,OCEANSIDE,,1,1,1,1
2024-02-29,SAN DIEGO,,30,30,30,30
2024-02-29,SHERIFF,,13,12,13,13
2024-03-01,CARLSBAD,,3,3,3,3
2024-03-01,CHULA VISTA,,6,6,6,6
2024-03-01,EL CAJON,,1,1,1,1
2024-03-01,ESCONDIDO,,4,4,4,4
2024-03-01,HARBOR POLICE,,1,1,1,1
2024-03-01,LA MESA,,1,1,1,1
2024-03-01,NATIONAL CITY,,3,3,3,3
2024-03-01,OCEANSIDE,,4,4,4,4
2024-03-01,SAN DIEGO,,32,30,32,32
2024-03-01,SHERIFF,,25,25,25,25
2024-03-02,CARLSBAD,,3,3,3,3
2024-03-02,CHULA VISTA,,5,5,5,5
2024-03-02,EL CAJON,,2,2,2,2
2024-03-02,ESCONDIDO,,7,7,7,7
2024-03-02,HARBOR POLICE,,1,1,1,1
2024-03-02,LA MESA,,1,1,1,1
2024-03-02,NATIONAL CITY,,1,1,1,1
2024-03-02,OCEANSIDE,,6,6,6,6
2024-03-02,SAN DIEGO,,31,31,31,31
2024-03-02,SHERIFF,,14,14,14,14
2024-03-03,CARLSBAD,,4,4,4,4
2024-03-03,CHULA VISTA,,1,1,1,1
2024-03-03,EL CAJON,,1,1,1,1
2024-03-03,ESCONDIDO,,3,3,3,3
2024-03-03,LA MESA,,2,2,2,2
2024-03-03,NATIONAL CITY,,2,2,2,2
2024-03-03,OCEANSIDE,,2,2,2,2
2024-03-03,SAN DIEGO,,18,18,18,18
2024-03-03,SHERIFF,,16,16,16,16
2024-03-04,CARLSBAD,,2,2,2,2
2024-03-04,CHULA VISTA,,2,2,2,2
2024-03-04,EL CAJON,,1,1,1,1
2024-03-04,ESCONDIDO,,4,4,4,4
2024-03-04,HARBOR POLICE,,4,4,4,4
2024-03-04,NATIONAL CITY,,1,1,1,1
2024-03-04,SAN DIEGO,,18,18,18,18
2024-03-04,SHERIFF,,17,17,17,17
2024-03-05,CARLSBAD,,1,1,1,1
2024-03-05,CHULA VISTA,,1,1,1,1
2024-03-05,EL CAJON,,1,1,1,1
2024-03-05,ESCONDIDO,,7,7,7,7
2024-03-05,HARBOR POLICE,,2,2,2,2
2024-03-05,NATIONAL CITY,,2,2,2,2
2024-03-05,OCEANSIDE,,1,1,1,1
2024-03-05,SAN DIEGO,,18,18,18,18
2024-03-05,SHERIFF,,16,16,16,16
2024-03-06,CARLSBAD,,2,2,2,2
2024-03-06,CHULA VISTA,,3,3,3,3
2024-03-06,EL CAJON,,3,3,3,3
2024-03-06,ESCONDIDO,,5,5,5,5
2024-03-06,LA MESA,,2,2,2,2
2024-03-06,NATIONAL CITY,,3,3,3,3
2024-03-06,OCEANSIDE,,4,4,4,4
2024-03-06,SAN DIEGO,,10,10,10,10
2024-03-06,SHERIFF,,16,16,16,16
2024-03-07,CARLSBAD,,2,2,2,2
2024-03-07,ESCONDIDO,,6,5,6,6
2024-03-07,LA MESA,,1,1,1,1
2024-03-07,NATIONAL CITY,,5,5,5,5
2024-03-07,OCEANSIDE,,4,4,4,4
2024-03-07,SAN DIEGO,,20,19,20,20
2024-03-07,SHERIFF,,14,14,14,14
2024-03-08,CARLSBAD,,2,2,2,2
2024-03-08,CHULA VISTA,,3,3,3,3
2024-03-08,EL CAJON,,2,2,2,2
2024-03-08,ESCONDIDO,,6,6,6,6
2024-03-08,LA MESA,,3,3,3,3
2024-03-08,NATIONAL CITY,,1,1,1,1
2024-03-08,OCEANSIDE,,3,3,3,3
2024-03-08,SAN DIEGO,,25,25,25,25
2024-03-08,SHERIFF,,23,23,23,23
2024-03-09,CARLSBAD,,7,7,7,7
2024-03-09,CHULA VISTA,,6,6,6,6
2024-03-09,EL CAJON,,1,1,1,1
2024-03-09,ESCONDIDO,,6,6,6,6
2024-03-09,HARBOR POLICE,,2,2,2,2
2024-03-09,LA MESA,,1,1,1,1
2024-03-09,NATIONAL CITY,,4,3,4,4
2024-03-09,OCEANSIDE,,4,4,4,4
2024-03-09,SAN DIEGO,,17,16,17,17
2024-03-09,SHERIFF,,13,8,13,13
2024-03-10,CARLSBAD,,2,2,2,2
2024-03-10,CHULA VISTA,,1,1,1,1
2024-03-10,ESCONDIDO,,7,7,7,7
2024-03-10,NATIONAL CITY,,2,2,2,2
2024-03-10,OCEANSIDE,,3,3,3,3
2024-03-10,SAN DIEGO,,15,15,15,15
2024-03-10,SHERIFF,,6,6,6,6
2024-03-11,CARLSBAD,,1,1,1,1
2024-03-11,CHULA VISTA,,1,1,1,1
2024-03-11,EL CAJON,,2,2,2,2
2024-03-11,ESCONDIDO,,3,3,3,3
2024-03-11,HARBOR POLICE,,1,1,1,1
2024-03-11,LA MESA,,2,2,2,2
2024-03-11,SAN DIEGO,,15,15,15,15
2024-03-11,SHERIFF,,23,23,23,23
2024-03-12,CARLSBAD,,2,2,2,2
2024-03-12,CHULA VISTA,,5,5,5,5
2024-03-12,EL CAJON,,1,1,1,1
2024-03-12,ESCONDIDO,,5,5,5,5
2024-03-12,LA MESA,,1,1,1,1
2024-03-12,NATIONAL CITY,,1,1,1,1
2024-03-12,OCEANSIDE,,4,4,4,4
2024-03-12,SAN DIEGO,,13,13,13,13
2024-03-12,SHERIFF,,34,34,34,34
2024-03-13,CHULA VISTA,,8,6,8,8
2024-03-13,EL CAJON,,2,2,2,2
2024-03-13,ESCONDIDO,,2,2,2,2
2024-03-13,NATIONAL CITY,,1,1,1,1
2024-03-13,OCEANSIDE,,4,4,4,4
2024-03-13,SAN DIEGO,,23,23,23,23
2024-03-13,SHERIFF,,28,26,28,28
2024-03-14,CARLSBAD,,1,1,1,1
2024-03-14,CHULA VISTA,,3,3,3,3
2024-03-14,EL CAJON,,3,3,3,3
2024-03-14,ESCONDIDO,,5,5,5,5
2024-03-14,LA MESA,,1,1,1,1
2024-03-14,NATIONAL CITY,,2,2,2,2
2024-03-14,OCEANSIDE,,1,1,1,1
2024-03-14,SAN DIEGO,,25,24,25,25
2024-03-14,SHERIFF,,20,20,20,20
2024-03-15,CARLSBAD,,1,1,1,1
2024-03-15,CHULA VISTA,,1,1,1,1
2024-03-15,EL CAJON,,2,2,2,2
2024-03-15,ESCONDIDO,,5,5,5,5
2024-03-15,NATIONAL CITY,,1,1,1,1
2024-03-15,OCEANSIDE,,5,5,5,5
2024-03-15,SAN DIEGO,,16,16,16,16
2024-03-15,SHERIFF,,18,18,18,18
2024-03-16,CARLSBAD,,4,4,4,4
2024-03-16,CHULA VISTA,,5,5,5,5
2024-03-16,EL CAJON,,3,3,3,3
2024-03-16,ESCONDIDO,,3,3,3,3
2024-03-16,HARBOR POLICE,,1,1,1,1
2024-03-16,NATIONAL CITY,,1,1,1,1
2024-03-16,OCEANSIDE,,3,3,3,3
2024-03-16,SAN DIEGO,,37,37,37,37
2024-03-16,SHERIFF,,13,13,13,13
2024-03-17,CARLSBAD,,8,8,8,8
2024-03-17,CHULA VISTA,,2,2,2,2
2024-03-17,EL CAJON,,5,4,5,5
2024-03-17,ESCONDIDO,,10,10,10,10
2024-03-17,HARBOR POLICE,,2,2,2,2
2024-03-17,LA MESA,,3,3,3,3
2024-03-17,NATIONAL CITY,,2,2,2,2
2024-03-17,OCEANSIDE,,4,4,4,4
2024-03-17,SAN DIEGO,,40,40,40,40
2024-03-17,SHERIFF,,8,8,8,8
2024-03-18,CARLSBAD,,3,3,3,3
2024-03-18,EL CAJON,,2,2,2,2
2024-03-18,ESCONDIDO,,1,1,1,1
2024-03-18,LA MESA,,1,1,1,1
2024-03-18,OCEANSIDE,,2,2,2,2
2024-03-18,SAN DIEGO,,18,18,18,18
2024-03-18,SHERIFF,,17,17,17,17
2024-03-19,CARLSBAD,,1,1,1,1
2024-03-19,CHULA VISTA,,4,4,4,4
2024-03-19,EL CAJON,,6,5,6,6
2024-03-19,ESCONDIDO,,2,2,2,2
2024-03-19,HARBOR POLICE,,1,1,1,1
2024-03-19,OCEANSIDE,,1,1,1,1
2024-03-19,SAN DIEGO,,13,13,13,13
2024-03-19,SHERIFF,,14,14,14,14
2024-03-20,CHULA VISTA,,4,4,4,4
2024-03-20,ESCONDIDO,,6,6,6,6
2024-03-20,HARBOR POLICE,,1,1,1,1
2024-03-20,LA MESA,,1,1,1,1
2024-03-20,NATIONAL CITY,,1,1,1,1
2024-03-20,OCEANSIDE,,2,2,2,2
2024-03-20,SAN DIEGO,,20,20,20,20
2024-03-20,SHERIFF,,13,13,13,13
2024-03-21,CARLSBAD,,3,3,3,3
2024-03-21,CHULA VISTA,,1,1,1,1
2024-03-21,EL CAJON,,2,2,2,2
2024-03-21,ESCONDIDO,,3,3,3,3
2024-03-21,HARBOR POLICE,,1,1,1,1
2024-03-21,NATIONAL CITY,,2,2,2,2
2024-03-21,SAN DIEGO,,12,12,12,12
2024-03-21,SHERIFF,,15,15,15,15
2024-03-22,CARLSBAD,,4,3,4,4
2024-03-22,CHULA VISTA,,4,4,4,4
2024-03-22,EL CAJON,,1,1,1,1
2024-03-22,ESCONDIDO,,3,3,3,3
2024-03-22,HARBOR POLICE,,2,2,2,2
2024-03-22,LA MESA,,4,4,4,4
2024-03-22,NATIONAL CITY,,1,1,1,1
2024-03-22,OCEANSIDE,,2,2,2,2
2024-03-22,SAN DIEGO,,15,15,15,15
2024-03-22,SHERIFF,,23,23,23,23
2024-03-23,CARLSBAD,,4,4,4,4
2024-03-23,CHULA VISTA,,3,3,3,3
2024-03-23,EL CAJON,,3,3,3,3
2024-03-23,ESCONDIDO,,10,9,10,10
2024-03-23,HARBOR POLICE,,1,1,1,1
2024-03-23,LA MESA,,2,2,2,2
2024-03-23,NATIONAL CITY,,1,1,1,1
2024-03-23,OCEANSIDE,,2,2,2,2
2024-03-23,SAN DIEGO,,19,18,19,19
2024-03-23,SHERIFF,,15,15,15,15
2024-03-24,CARLSBAD,,2,2,2,2
2024-03-24,CHULA VISTA,,1,1,1,1
2024-03-24,EL CAJON,,1,1,1,1
2024-03-24,ESCONDIDO,,2,2,2,2
2024-03-24,NATIONAL CITY,,1,1,1,1
2024-03-24,OCEANSIDE,,4,4,4,4
2024-03-24,SAN DIEGO,,22,22,22,22
2024-03-24,SHERIFF,,12,12,12,12
2024-03-25,CARLSBAD,,1,1,1,1
2024-03-25,CHULA VISTA,,6,6,6,6
2024-03-25,EL CAJON,,2,2,2,2
2024-03-25,ESCONDIDO,,3,3,3,3
2024-03-25,HARBOR POLICE,,1,1,1,1
2024-03-25,LA MESA,,1,1,1,1
2024-03-25,OCEANSIDE,,2,2,2,2
2024-03-25,SAN DIEGO,,15,14,15,15
2024-03-25,SHERIFF,,21,21,21,21
2024-03-26,CARLSBAD,,2,2,2,2
2024-03-26,CHULA VISTA,,1,1,1,1
2024-03-26,EL CAJON,,2,2,2,2
2024-03-26,ESCONDIDO,,2,2,2,2
2024-03-26,HARBOR POLICE,,2,2,2,2
2024-03-26,LA MESA,,2,2,2,2
2024-03-26,NATIONAL CITY,,1,1,1,1
2024-03-26,OCEANSIDE,,1,1,1,1
2024-03-26,SAN DIEGO,,9,9,9,9
2024-03-26,SHERIFF,,14,14,14,14
2024-03-27,CARLSBAD,,3,3,3,3
2024-03-27,CHULA VISTA,,2,2,2,2
2024-03-27,EL CAJON,,2,2,2,2
2024-03-27,ESCONDIDO,,4,3,4,4
2024-03-27,HARBOR POLICE,,4,4,4,4
2024-03-27,NATIONAL CITY,,3,3,3,3
2024-03-27,OCEANSIDE,,3,3,3,3
2024-03-27,SAN DIEGO,,22,20,22,22
2024-03-27,SHERIFF,,13,12,13,13
2024-03-28,CARLSBAD,,5,5,5,5
2024-03-28,CHULA VISTA,,3,3,3,3
2024-03-28,EL CAJON,,1,1,1,1
2024-03-28,ESCONDIDO,,6,6,6,6
2024-03-28,HARBOR POLICE,,2,2,2,2
2024-03-28,LA MESA,,1,1,1,1
2024-03-28,OCEANSIDE,,3,3,3,3
2024-03-28,SAN DIEGO,,23,22,23,22
2024-03-28,SHERIFF,,17,17,17,17
2024-03-29,CARLSBAD,,4,4,4,4
2024-03-29,CHULA VISTA,,4,4,4,4
2024-03-29,EL CAJON,,1,1,1,1
2024-03-29,ESCONDIDO,,8,8,8,8
2024-03-29,HARBOR POLICE,,3,3,3,3
2024-03-29,LA MESA,,3,3,3,3
2024-03-29,NATIONAL CITY,,1,1,1,1
2024-03-29,OCEANSIDE,,4,4,4,4
2024-03-29,SAN DIEGO,,28,28,28,28
2024-03-29,SHERIFF,,10,10,10,10
2024-03-30,CARLSBAD,,1,1,1,1
2024-03-30,CHULA VISTA,,4,4,4,4
2024-03-30,EL CAJON,,1,1,1,1
2024-03-30,ESCONDIDO,,5,5,5,5
2024-03-30,HARBOR POLICE,,2,2,2,2
2024-03-30,LA MESA,,2,2,2,2
2024-03-30,NATIONAL CITY,,1,1,1,1
2024-03-30,OCEANSIDE,,5,5,5,5
2024-03-30,SAN DIEGO,,19,18,19,19
2024-03-30,SHERIFF,,13,13,13,13
2024-03-31,CARLSBAD,,4,4,4,4
2024-03-31,CHULA VISTA,,4,4,4,4
2024-03-31,EL CAJON,,1,1,1,1
2024-03-31,ESCONDIDO,,5,5,5,5
2024-03-31,HARBOR POLICE,,1,1,1,1
2024-03-31,LA MESA,,1,1,1,1
2024-03-31,NATIONAL CITY,,1,1,1,1
2024-03-31,SAN DIEGO,,19,19,19,19
2024-03-31,SHERIFF,,8,7,8,8
2024-04-01,CARLSBAD,,1,1,1,1
2024-04-01,CHULA VISTA,,6,6,6,6
2024-04-01,EL CAJON,,3,3,3,3
2024-04-01,ESCONDIDO,,3,3,3,3
2024-04-01,LA MESA,,2,2,2,2
2024-04-01,NATIONAL CITY,,3,1,3,3
2024-04-01,OCEANSIDE,,3,3,3,3
2024-04-01,SAN DIEGO,,15,15,15,15
2024-04-01,SHERIFF,,5,5,5,5
2024-04-02,CARLSBAD,,1,1,1,1
2024-04-02,CHULA VISTA,,3,3,3,3
2024-04-02,ESCONDIDO,,8,8,8,8
2024-04-02,HARBOR POLICE,,1,1,1,1
2024-04-02,LA MESA,,4,4,4,4
2024-04-02,OCEANSIDE,,3,3,3,3
2024-04-02,SAN DIEGO,,13,13,13,13
2024-04-02,SHERIFF,,24,24,24,24
2024-04-03,CARLSBAD,,1,1,1,1
2024-04-03,CHULA VISTA,,2,2,2,2
2024-04-03,EL CAJON,,1,1,1,1
2024-04-03,ESCONDIDO,,3,3,3,3
2024-04-03,HARBOR POLICE,,1,1,1,1
2024-04-03,NATIONAL CITY,,1,1,1,1
2024-04-03,OCEANSIDE,,2,2,2,2
2024-04-03,SAN DIEGO,,18,18,18,18
2024-04-03,SHERIFF,,28,28,28,28
2024-04-04,CARLSBAD,,2,2,2,2
2024-04-04,CHULA VISTA,,1,1,1,1
2024-04-04,EL CAJON,,2,2,2,2
2024-04-04,ESCONDIDO,,3,3,3,3
2024-04-04,HARBOR POLICE,,1,1,1,1
2024-04-04,LA MESA,,2,2,2,2
2024-04-04,OCEANSIDE,,3,3,3,3
2024-04-04,SAN DIEGO,,14,14,14,14
2024-04-04,SHERIFF,,28,28,28,28
2024-04-05,CARLSBAD,,2,2,2,2
2024-04-05,CHULA VISTA,,3,3,3,3
2024-04-05,ESCONDIDO,,7,6,7,7
2024-04-05,HARBOR POLICE,,2,2,2,2
2024-04-05,NATIONAL CITY,,1,1,1,1
2024-04-05,OCEANSIDE,,3,3,3,3
2024-04-05,SAN DIEGO,,21,20,20,20
2024-04-05,SHERIFF,,14,14,14,14
2024-04-06,CARLSBAD,,4,4,4,4
2024-04-06,CHULA VISTA,,4,4,4,4
2024-04-06,EL CAJON,,4,4,4,4
2024-04-06,ESCONDIDO,,1,1,1,1
2024-04-06,LA MESA,,2,2,2,2
2024-04-06,NATIONAL CITY,,1,1,1,1
2024-04-06,OCEANSIDE,,1,1,1,1
2024-04-06,SAN DIEGO,,24,23,24,24
2024-04-06,SHERIFF,,18,18,18,18
2024-04-07,CHULA VISTA,,3,3,3,3
2024-04-07,EL CAJON,,1,1,1,1
2024-04-07,ESCONDIDO,,4,4,4,4
2024-04-07,NATIONAL CITY,,1,1,1,1
2024-04-07,OCEANSIDE,,3,3,3,3
2024-04-07,SAN DIEGO,,29,29,29,29
2024-04-07,SHERIFF,,12,12,12,12
2024-04-08,CARLSBAD,,2,2,2,2
2024-04-08,CHULA VISTA,,1,1,1,1
2024-04-08,EL CAJON,,1,1,1,1
2024-04-08,ESCONDIDO,,4,4,4,4
2024-04-08,HARBOR POLICE,,3,3,3,3
2024-04-08,LA MESA,,3,3,3,3
2024-04-08,NATIONAL CITY,,1,1,1,1
2024-04-08,OCEANSIDE,,3,3,3,3
2024-04-08,SAN DIEGO,,14,14,14,14
2024-04-08,SHERIFF,,25,24,25,25
2024-04-09,CARLSBAD,,2,2,2,2
2024-04-09,CHULA VISTA,,1,1,1,1
2024-04-09,ESCONDIDO,,10,7,10,10
2024-04-09,HARBOR POLICE,,1,1,1,1
2024-04-09,LA MESA,,1,1,1,1
2024-04-09,NATIONAL CITY,,2,2,2,2
2024-04-09,OCEANSIDE,,1,1,1,1
2024-04-09,SAN DIEGO,,17,16,17,17
2024-04-09,SHERIFF,,16,16,16,16
2024-04-10,CARLSBAD,,1,1,1,1
2024-04-10,CHULA VISTA,,2,2,2,2
2024-04-10,EL CAJON,,2,1,2,2
2024-04-10,ESCONDIDO,,7,7,7,7
2024-04-10,HARBOR POLICE,,1,1,1,1
2024-04-10,LA MESA,,3,3,3,3
2024-04-10,OCEANSIDE,,3,3,3,3
2024-04-10,SAN DIEGO,,25,23,25,25
2024-04-10,SHERIFF,,13,13,13,13
2024-04-11,CARLSBAD,,2,2,2,2
2024-04-11,CHULA VISTA,,2,2,2,2
2024-04-11,EL CAJON,,2,2,2,2
2024-04-11,ESCONDIDO,,4,4,4,4
2024-04-11,HARBOR POLICE,,1,1,1,1
2024-04-11,LA MESA,,1,1,1,1
2024-04-11,NATIONAL CITY,,1,1,1,1
2024-04-11,SAN DIEGO,,17,17,17,17
2024-04-11,SHERIFF,,18,18,18,18
2024-04-12,CARLSBAD,,4,4,4,4
2024-04-12,CHULA VISTA,,4,4,4,4
2024-04-12,EL CAJON,,3,3,3,3
2024-04-12,ESCONDIDO,,2,2,2,2
2024-04-12,HARBOR POLICE,,2,2,2,2
2024-04-12,OCEANSIDE,,7,6,7,7
2024-04-12,SAN DIEGO,,13,13,13,13
2024-04-12,SHERIFF,,24,24,24,24
2024-04-13,CARLSBAD,,5,5,5,5
2024-04-13,CHULA VISTA,,5,5,5,5
2024-04-13,ESCONDIDO,,3,3,3,3
2024-04-13,LA MESA,,2,2,2,2
2024-04-13,NATIONAL CITY,,2,2,2,2
2024-04-13,OCEANSIDE,,4,4,4,4
2024-04-13,SAN DIEGO,,23,23,23,23
2024-04-13,SHERIFF,,13,12,13,13
2024-04-14,CARLSBAD,,2,2,2,2
2024-04-14,CHULA VISTA,,2,2,2,2
2024-04-14,EL CAJON,,4,4,4,4
2024-04-14,ESCONDIDO,,3,3,3,3
2024-04-14,HARBOR POLICE,,2,2,2,2
2024-04-14,LA MESA,,3,3,3,3
2024-04-14,NATIONAL CITY,,1,1,1,1
2024-04-14,OCEANSIDE,,2,2,2,2
2024-04-14,SAN DIEGO,,26,26,26,26
2024-04-14,SHERIFF,,10,10,10,10
2024-04-15,CARLSBAD,,3,3,3,3
2024-04-15,CHULA VISTA,,3,3,3,3
2024-04-15,EL CAJON,,1,1,1,1
2024-04-15,ESCONDIDO,,6,6,6,6
2024-04-15,HARBOR POLICE,,2,2,2,2
2024-04-15,OCEANSIDE,,1,1,1,1
2024-04-15,SAN DIEGO,,17,17,17,17
2024-04-15,SHERIFF,,16,16,16,16
2024-04-16,CARLSBAD,,1,1,1,1
2024-04-16,CHULA VISTA,,4,4,4,4
2024-04-16,EL CAJON,,2,2,2,2
2024-04-16,ESCONDIDO,,5,5,5,5
2024-04-16,HARBOR POLICE,,1,1,1,1
2024-04-16,OCEANSIDE,,2,2,2,2
2024-04-16,SAN DIEGO,,15,15,15,15
2024-04-16,SHERIFF,,18,18,18,18
2024-04-17,CARLSBAD,,1,1,1,1
2024-04-17,CHULA VISTA,,3,3,3,3
2024-04-17,EL CAJON,,3,3,3,3
2024-04-17,ESCONDIDO,,3,3,3,3
2024-04-17,HARBOR POLICE,,2,2,2,2
2024-04-17,LA MESA,,3,3,3,3
2024-04-17,NATIONAL CITY,,2,2,2,2
2024-04-17,OCEANSIDE,,5,5,5,5
2024-04-17,SAN DIEGO,,11,11,11,11
2024-04-17,SHERIFF,,18,18,18,18
2024-04-18,CARLSBAD,,2,2,2,2
2024-04-18,CHULA VISTA,,1,1,1,1
2024-04-18,EL CAJON,,1,1,1,1
2024-04-18,ESCONDIDO,,6,6,6,6
2024-04-18,HARBOR POLICE,,1,1,1,1
2024-04-18,NATIONAL CITY,,1,1,1,1
2024-04-18,OCEANSIDE,,2,2,2,2
2024-04-18,SAN DIEGO,,19,19,19,19
2024-04-18,SHERIFF,,15,15,15,15
2024-04-19,CARLSBAD,,2,2,2,2
2024-04-19,CHULA VISTA,,5,5,5,5
2024-04-19,ESCONDIDO,,5,5,5,5
2024-04-19,HARBOR POLICE,,3,3,3,3
2024-04-19,LA MESA,,1,1,1,1
2024-04-19,NATIONAL CITY,,4,1,4,4
2024-04-19,OCEANSIDE,,4,4,4,4
2024-04-19,SAN DIEGO,,21,21,21,21
2024-04-19,SHERIFF,,17,17,17,17
2024-04-20,CARLSBAD,,3,3,3,3
2024-04-20,CHULA VISTA,,8,8,8,8
2024-04-20,EL CAJON,,2,2,2,2
2024-04-20,ESCONDIDO,,7,7,7,7
2024-04-20,HARBOR POLICE,,1,1,1,1
2024-04-20,LA MESA,,3,3,3,3
2024-04-20,NATIONAL CITY,,1,1,1,1
2024-04-20,OCEANSIDE,,2,2,2,2
2024-04-20,SAN DIEGO,,25,25,25,25
2024-04-20,SHERIFF,,9,9,9,9
2024-04-21,CARLSBAD,,4,4,4,4
2024-04-21,CHULA VISTA,,1,1,1,1
2024-04-21,EL CAJON,,4,4,4,4
2024-04-21,ESCONDIDO,,4,4,4,4
2024-04-21,HARBOR POLICE,,1,1,1,1
2024-04-21,LA MESA,,1,1,1,1
2024-04-21,OCEANSIDE,,1,1,1,1
2024-04-21,SAN DIEGO,,19,18,19,19
2024-04-21,SHERIFF,,12,12,12,12
2024-04-22,CARLSBAD,,1,1,1,1
2024-04-22,EL CAJON,,6,6,6,6
2024-04-22,ESCONDIDO,,4,4,4,4
2024-04-22,HARBOR POLICE,,1,1,1,1
2024-04-22,LA MESA,,3,3,3,3
2024-04-22,OCEANSIDE,,5,5,5,5
2024-04-22,SAN DIEGO,,15,15,15,15
2024-04-22,SHERIFF,,20,20,20,20
2024-04-23,CARLSBAD,,3,3,3,3
2024-04-23,CHULA VISTA,,2,2,2,2
2024-04-23,ESCONDIDO,,5,5,5,5
2024-04-23,NATIONAL CITY,,1,1,1,1
2024-04-23,OCEANSIDE,,2,2,2,2
2024-04-23,SAN DIEGO,,34,32,34,34
2024-04-23,SHERIFF,,18,16,18,18
2024-04-24,CHULA VISTA,,1,1,1,1
2024-04-24,EL CAJON,,1,1,1,1
2024-04-24,ESCONDIDO,,6,6,6,6
2024-04-24,HARBOR POLICE,,1,1,1,1
2024-04-24,LA MESA,,4,4,4,4
2024-04-24,OCEANSIDE,,4,4,4,4
2024-04-24,SAN DIEGO,,20,20,20,20
2024-04-24,SHERIFF,,13,13,13,13
2024-04-25,CARLSBAD,,3,3,3,3
2024-04-25,CHULA VISTA,,4,3,3,3
2024-04-25,EL CAJON,,3,3,3,3
2024-04-25,ESCONDIDO,,5,5,5,5
2024-04-25,HARBOR POLICE,,1,1,1,1
2024-04-25,NATIONAL CITY,,3,3,3,3
2024-04-25,OCEANSIDE,,4,4,4,4
2024-04-25,SAN DIEGO,,23,23,23,23
2024-04-25,SHERIFF,,14,14,14,14
2024-04-26,CARLSBAD,,3,3,3,3
2024-04-26,CHULA VISTA,,1,1,1,1
2024-04-26,EL CAJON,,2,2,2,2
2024-04-26,ESCONDIDO,,3,3,3,3
2024-04-26,HARBOR POLICE,,2,2,2,2
