date,agency,domestic_violence_incident,source_rows,distinct_incidents,distinct_offense_ids,distinct_arrest_numbers
2022-05-21,SAN DIEGO,,33,33,33,33
2022-05-21,SHERIFF,,14,14,14,14
2022-05-22,CARLSBAD,,5,4,5,5
2022-05-22,CHULA VISTA,,4,4,4,4
2022-05-22,EL CAJON,,2,2,2,2
2022-05-22,ESCONDIDO,,3,3,3,3
2022-05-22,HARBOR POLICE,,2,2,2,2
2022-05-22,NATIONAL CITY,,2,2,2,2
2022-05-22,OCEANSIDE,,4,4,4,4
2022-05-22,SAN DIEGO,,30,30,30,30
2022-05-22,SHERIFF,,11,9,11,11
2022-05-23,CARLSBAD,,2,2,2,2
2022-05-23,ESCONDIDO,,5,5,5,5
2022-05-23,OCEANSIDE,,4,4,4,4
2022-05-23,SAN DIEGO,,19,17,19,19
2022-05-23,SHERIFF,,8,8,8,8
2022-05-24,CHULA VISTA,,3,3,3,3
2022-05-24,EL CAJON,,2,2,2,2
2022-05-24,ESCONDIDO,,4,4,4,4
2022-05-24,HARBOR POLICE,,2,2,2,2
2022-05-24,LA MESA,,1,1,1,1
2022-05-24,OCEANSIDE,,2,2,2,2
2022-05-24,SAN DIEGO,,26,25,26,26
2022-05-24,SHERIFF,,12,12,12,12
2022-05-25,CARLSBAD,,3,3,3,3
2022-05-25,CHULA VISTA,,3,3,3,3
2022-05-25,EL CAJON,,5,5,5,5
2022-05-25,ESCONDIDO,,3,3,3,3
2022-05-25,NATIONAL CITY,,1,1,1,1
2022-05-25,OCEANSIDE,,3,3,3,3
2022-05-25,SAN DIEGO,,21,21,21,21
2022-05-25,SHERIFF,,17,17,17,17
2022-05-26,CARLSBAD,,2,2,2,2
2022-05-26,CHULA VISTA,,1,1,1,1
2022-05-26,ESCONDIDO,,3,3,3,3
2022-05-26,OCEANSIDE,,1,1,1,1
2022-05-26,SAN DIEGO,,21,20,21,21
2022-05-26,SHERIFF,,12,12,12,12
2022-05-27,CARLSBAD,,6,6,6,6
2022-05-27,CHULA VISTA,,4,4,4,4
2022-05-27,EL CAJON,,1,1,1,1
2022-05-27,ESCONDIDO,,7,6,7,7
2022-05-27,NATIONAL CITY,,1,1,1,1
2022-05-27,OCEANSIDE,,1,1,1,1
2022-05-27,SAN DIEGO,,19,19,19,19
2022-05-27,SHERIFF,,14,14,14,14
2022-05-28,CARLSBAD,,2,2,2,2
2022-05-28,CHULA VISTA,,3,3,3,3
2022-05-28,EL CAJON,,1,1,1,1
2022-05-28,ESCONDIDO,,7,7,7,7
2022-05-28,LA MESA,,1,1,1,1
2022-05-28,NATIONAL CITY,,1,1,1,1
2022-05-28,OCEANSIDE,,4,4,4,4
2022-05-28,SAN DIEGO,,32,32,32,32
2022-05-28,SHERIFF,,9,9,9,9
2022-05-29,CHULA VISTA,,6,6,6,6
2022-05-29,EL CAJON,,1,1,1,1
2022-05-29,ESCONDIDO,,8,8,8,8
2022-05-29,HARBOR POLICE,,1,1,1,1
2022-05-29,LA MESA,,1,1,1,1
2022-05-29,NATIONAL CITY,,1,1,1,1
2022-05-29,OCEANSIDE,,4,4,4,4
2022-05-29,SAN DIEGO,,38,38,38,38
2022-05-29,SHERIFF,,11,11,11,11
2022-05-30,CARLSBAD,,1,1,1,1
2022-05-30,CHULA VISTA,,2,2,2,2
2022-05-30,EL CAJON,,1,1,1,1
2022-05-30,ESCONDIDO,,5,5,5,5
2022-05-30,OCEANSIDE,,4,4,4,4
2022-05-30,SAN DIEGO,,31,30,31,31
2022-05-30,SHERIFF,,5,5,5,5
2022-05-31,CHULA VISTA,,1,1,1,1
2022-05-31,EL CAJON,,2,2,2,2
2022-05-31,ESCONDIDO,,4,4,4,4
2022-05-31,OCEANSIDE,,3,3,3,3
2022-05-31,SAN DIEGO,,27,26,27,27
2022-05-31,SHERIFF,,14,10,14,14
2022-06-01,CARLSBAD,,1,1,1,1
2022-06-01,EL CAJON,,3,3,3,3
2022-06-01,ESCONDIDO,,3,3,3,3
2022-06-01,HARBOR POLICE,,1,1,1,1
2022-06-01,LA MESA,,1,1,1,1
2022-06-01,NATIONAL CITY,,1,1,1,1
2022-06-01,OCEANSIDE,,7,7,7,7
2022-06-01,SAN DIEGO,,19,19,19,19
2022-06-01,SHERIFF,,17,17,17,17
2022-06-02,CHULA VISTA,,1,1,1,1
2022-06-02,EL CAJON,,2,2,2,2
2022-06-02,ESCONDIDO,,5,5,5,5
2022-06-02,NATIONAL CITY,,1,1,1,1
2022-06-02,OCEANSIDE,,2,2,2,2
2022-06-02,SAN DIEGO,,19,19,19,19
2022-06-02,SHERIFF,,10,10,10,10
2022-06-03,CARLSBAD,,4,3,4,4
2022-06-03,CHULA VISTA,,6,4,6,6
2022-06-03,EL CAJON,,1,1,1,1
2022-06-03,ESCONDIDO,,4,4,4,4
2022-06-03,LA MESA,,2,2,2,2
2022-06-03,OCEANSIDE,,4,4,4,4
2022-06-03,SAN DIEGO,,26,26,26,26
2022-06-03,SHERIFF,,12,12,12,12
2022-06-04,CARLSBAD,,2,2,2,2
2022-06-04,CHULA VISTA,,8,7,8,8
2022-06-04,EL CAJON,,2,2,2,2
2022-06-04,ESCONDIDO,,14,14,14,14
2022-06-04,LA MESA,,4,4,4,4
2022-06-04,OCEANSIDE,,4,4,4,4
2022-06-04,SAN DIEGO,,30,29,30,30
2022-06-04,SHERIFF,,11,11,11,11
2022-06-05,CARLSBAD,,2,2,2,2
2022-06-05,CHULA VISTA,,3,3,3,3
2022-06-05,EL CAJON,,3,3,3,3
2022-06-05,ESCONDIDO,,7,7,7,7
2022-06-05,HARBOR POLICE,,2,2,2,2
2022-06-05,LA MESA,,2,2,2,2
2022-06-05,OCEANSIDE,,2,2,2,2
2022-06-05,SAN DIEGO,,21,21,21,21
2022-06-05,SHERIFF,,14,14,14,14
2022-06-06,CARLSBAD,,1,1,1,1
2022-06-06,EL CAJON,,2,2,2,2
2022-06-06,ESCONDIDO,,2,2,2,2
2022-06-06,OCEANSIDE,,2,2,2,2
2022-06-06,SAN DIEGO,,29,29,29,29
2022-06-06,SHERIFF,,11,11,11,11
2022-06-07,CARLSBAD,,2,2,2,2
2022-06-07,CHULA VISTA,,1,1,1,1
2022-06-07,EL CAJON,,1,1,1,1
2022-06-07,ESCONDIDO,,3,3,3,3
2022-06-07,HARBOR POLICE,,1,1,1,1
2022-06-07,LA MESA,,1,1,1,1
2022-06-07,OCEANSIDE,,3,3,3,3
2022-06-07,SAN DIEGO,,13,13,13,13
2022-06-07,SHERIFF,,9,9,9,9
2022-06-08,CARLSBAD,,2,2,2,2
2022-06-08,CHULA VISTA,,2,2,2,2
2022-06-08,EL CAJON,,2,2,2,2
2022-06-08,ESCONDIDO,,1,1,1,1
2022-06-08,OCEANSIDE,,6,6,6,6
2022-06-08,SAN DIEGO,,20,20,20,20
2022-06-08,SHERIFF,,11,11,11,11
2022-06-09,CARLSBAD,,4,4,4,4
2022-06-09,EL CAJON,,4,4,4,4
2022-06-09,ESCONDIDO,,4,4,4,4
2022-06-09,OCEANSIDE,,3,3,3,3
2022-06-09,SAN DIEGO,,31,18,31,31
2022-06-09,SHERIFF,,11,6,11,11
2022-06-10,CARLSBAD,,2,2,2,2
2022-06-10,CHULA VISTA,,2,2,2,2
2022-06-10,EL CAJON,,1,1,1,1
2022-06-10,ESCONDIDO,,6,6,6,6
2022-06-10,LA MESA,,1,1,1,1
2022-06-10,NATIONAL CITY,,1,1,1,1
2022-06-10,OCEANSIDE,,5,5,5,5
2022-06-10,SAN DIEGO,,24,24,24,24
2022-06-10,SHERIFF,,14,14,14,14
2022-06-11,CARLSBAD,,3,3,3,3
2022-06-11,CHULA VISTA,,2,2,2,2
2022-06-11,EL CAJON,,1,1,1,1
2022-06-11,ESCONDIDO,,5,5,5,5
2022-06-11,LA MESA,,1,1,1,1
2022-06-11,NATIONAL CITY,,1,1,1,1
2022-06-11,OCEANSIDE,,3,3,3,3
2022-06-11,SAN DIEGO,,29,29,29,29
2022-06-11,SHERIFF,,9,9,9,9
2022-06-12,CARLSBAD,,1,1,1,1
2022-06-12,CHULA VISTA,,2,1,2,2
2022-06-12,EL CAJON,,4,4,4,4
2022-06-12,ESCONDIDO,,7,7,7,7
2022-06-12,NATIONAL CITY,,1,1,1,1
2022-06-12,OCEANSIDE,,2,2,2,2
2022-06-12,SAN DIEGO,,23,23,23,23
2022-06-12,SHERIFF,,5,5,5,5
2022-06-13,CHULA VISTA,,1,1,1,1
2022-06-13,EL CAJON,,3,3,3,3
2022-06-13,ESCONDIDO,,2,2,2,2
2022-06-13,NATIONAL CITY,,1,1,1,1
2022-06-13,OCEANSIDE,,2,2,2,2
2022-06-13,SAN DIEGO,,22,21,22,22
2022-06-13,SHERIFF,,8,7,8,8
2022-06-14,CARLSBAD,,1,1,1,1
2022-06-14,CHULA VISTA,,1,1,1,1
2022-06-14,EL CAJON,,2,2,2,2
2022-06-14,ESCONDIDO,,5,3,5,5
2022-06-14,HARBOR POLICE,,2,2,2,2
2022-06-14,LA MESA,,1,1,1,1
2022-06-14,NATIONAL CITY,,2,2,2,2
2022-06-14,OCEANSIDE,,1,1,1,1
2022-06-14,SAN DIEGO,,19,19,19,19
2022-06-14,SHERIFF,,18,18,18,18
2022-06-15,CARLSBAD,,3,3,3,3
2022-06-15,CHULA VISTA,,2,2,2,2
2022-06-15,EL CAJON,,3,3,3,3
2022-06-15,ESCONDIDO,,8,7,8,8
2022-06-15,HARBOR POLICE,,1,1,1,1
2022-06-15,LA MESA,,1,1,1,1
2022-06-15,OCEANSIDE,,2,2,2,2
2022-06-15,SAN DIEGO,,18,14,18,18
2022-06-15,SHERIFF,,16,14,16,15
2022-06-16,CARLSBAD,,2,2,2,2
2022-06-16,CHULA VISTA,,3,3,3,3
2022-06-16,EL CAJON,,2,2,2,2
2022-06-16,ESCONDIDO,,4,4,4,4
2022-06-16,OCEANSIDE,,1,1,1,1
2022-06-16,SAN DIEGO,,20,20,20,20
2022-06-16,SHERIFF,,13,13,13,13
2022-06-17,CARLSBAD,,2,2,2,2
2022-06-17,CHULA VISTA,,1,1,1,1
2022-06-17,EL CAJON,,3,3,3,3
2022-06-17,ESCONDIDO,,4,4,4,4
2022-06-17,LA MESA,,3,3,3,3
2022-06-17,OCEANSIDE,,6,6,6,6
2022-06-17,SAN DIEGO,,25,24,24,24
2022-06-17,SHERIFF,,11,10,11,11
2022-06-18,CARLSBAD,,1,1,1,1
2022-06-18,CHULA VISTA,,2,2,2,2
2022-06-18,EL CAJON,,3,3,3,3
2022-06-18,ESCONDIDO,,6,6,6,6
2022-06-18,LA MESA,,1,1,1,1
2022-06-18,NATIONAL CITY,,3,2,3,3
2022-06-18,OCEANSIDE,,2,2,2,2
2022-06-18,SAN DIEGO,,27,27,27,27
2022-06-18,SHERIFF,,10,10,10,10
2022-06-19,CARLSBAD,,5,5,5,5
2022-06-19,CHULA VISTA,,4,4,4,4
2022-06-19,EL CAJON,,3,3,3,3
2022-06-19,ESCONDIDO,,8,8,8,8
2022-06-19,LA MESA,,3,3,3,3
2022-06-19,NATIONAL CITY,,1,1,1,1
2022-06-19,OCEANSIDE,,1,1,1,1
2022-06-19,SAN DIEGO,,20,20,20,20
2022-06-19,SHERIFF,,9,9,9,9
2022-06-20,CARLSBAD,,2,2,2,2
2022-06-20,CHULA VISTA,,1,1,1,1
2022-06-20,EL CAJON,,4,4,4,4
2022-06-20,ESCONDIDO,,2,2,2,2
2022-06-20,HARBOR POLICE,,1,1,1,1
2022-06-20,NATIONAL CITY,,1,1,1,1
2022-06-20,OCEANSIDE,,5,5,5,5
2022-06-20,SAN DIEGO,,15,15,15,15
2022-06-20,SHERIFF,,16,16,16,16
2022-06-21,CARLSBAD,,3,3,3,3
2022-06-21,CHULA VISTA,,1,1,1,1
2022-06-21,EL CAJON,,4,1,4,4
2022-06-21,ESCONDIDO,,6,6,6,6
2022-06-21,LA MESA,,2,2,2,2
2022-06-21,OCEANSIDE,,2,2,2,2
2022-06-21,SAN DIEGO,,18,18,18,18
2022-06-21,SHERIFF,,18,18,18,18
2022-06-22,CARLSBAD,,1,1,1,1
2022-06-22,CHULA VISTA,,2,2,2,2
2022-06-22,EL CAJON,,2,2,2,2
2022-06-22,ESCONDIDO,,8,7,8,8
2022-06-22,LA MESA,,2,2,2,2
2022-06-22,NATIONAL CITY,,2,2,2,2
2022-06-22,OCEANSIDE,,3,3,3,3
2022-06-22,SAN DIEGO,,14,14,14,14
2022-06-22,SHERIFF,,19,19,19,19
2022-06-23,CARLSBAD,,3,3,3,3
2022-06-23,CHULA VISTA,,2,2,2,2
2022-06-23,EL CAJON,,4,4,4,4
2022-06-23,ESCONDIDO,,5,5,5,5
2022-06-23,LA MESA,,2,2,2,2
2022-06-23,NATIONAL CITY,,1,1,1,1
2022-06-23,OCEANSIDE,,4,4,4,4
2022-06-23,SAN DIEGO,,13,13,13,13
2022-06-23,SHERIFF,,10,10,10,10
2022-06-24,CARLSBAD,,2,2,2,2
2022-06-24,CHULA VISTA,,5,5,5,5
2022-06-24,EL CAJON,,3,3,3,3
2022-06-24,ESCONDIDO,,3,3,3,3
2022-06-24,OCEANSIDE,,3,3,3,3
2022-06-24,SAN DIEGO,,20,20,20,20
2022-06-24,SHERIFF,,17,17,17,17
2022-06-25,CARLSBAD,,4,4,4,4
2022-06-25,CHULA VISTA,,2,2,2,2
2022-06-25,EL CAJON,,1,1,1,1
2022-06-25,ESCONDIDO,,3,3,3,3
2022-06-25,HARBOR POLICE,,1,1,1,1
2022-06-25,LA MESA,,1,1,1,1
2022-06-25,NATIONAL CITY,,1,1,1,1
2022-06-25,OCEANSIDE,,3,3,3,3
2022-06-25,SAN DIEGO,,19,19,19,19
2022-06-25,SHERIFF,,19,18,19,19
2022-06-26,CARLSBAD,,1,1,1,1
2022-06-26,CHULA VISTA,,2,2,2,2
2022-06-26,EL CAJON,,1,1,1,1
2022-06-26,ESCONDIDO,,11,11,11,11
2022-06-26,LA MESA,,2,2,2,2
2022-06-26,NATIONAL CITY,,1,1,1,1
2022-06-26,OCEANSIDE,,2,2,2,2
2022-06-26,SAN DIEGO,,26,25,26,26
2022-06-26,SHERIFF,,6,6,6,6
2022-06-27,CARLSBAD,,2,2,2,2
2022-06-27,CHULA VISTA,,2,2,2,2
2022-06-27,EL CAJON,,5,3,5,5
2022-06-27,ESCONDIDO,,8,8,8,8
2022-06-27,LA MESA,,1,1,1,1
2022-06-27,OCEANSIDE,,5,5,5,5
2022-06-27,SAN DIEGO,,18,18,18,18
2022-06-27,SHERIFF,,10,10,10,10
2022-06-28,CHULA VISTA,,2,2,2,2
2022-06-28,ESCONDIDO,,3,3,3,3
2022-06-28,HARBOR POLICE,,1,1,1,1
2022-06-28,LA MESA,,2,2,2,2
2022-06-28,NATIONAL CITY,,1,1,1,1
2022-06-28,OCEANSIDE,,2,2,2,2
2022-06-28,SAN DIEGO,,18,18,18,18
2022-06-28,SHERIFF,,12,12,12,12
2022-06-29,CARLSBAD,,1,1,1,1
2022-06-29,CHULA VISTA,,1,1,1,1
2022-06-29,EL CAJON,,1,1,1,1
2022-06-29,ESCONDIDO,,4,4,4,4
2022-06-29,OCEANSIDE,,4,4,4,4
2022-06-29,SAN DIEGO,,18,18,18,18
2022-06-29,SHERIFF,,12,12,12,12
2022-06-30,CARLSBAD,,5,5,5,5
2022-06-30,CHULA VISTA,,1,1,1,1
2022-06-30,EL CAJON,,1,1,1,1
2022-06-30,ESCONDIDO,,1,1,1,1
2022-06-30,LA MESA,,3,3,3,3
2022-06-30,OCEANSIDE,,6,6,6,6
2022-06-30,SAN DIEGO,,20,18,19,19
2022-06-30,SHERIFF,,15,15,15,15
2022-07-01,CARLSBAD,,2,2,2,2
2022-07-01,CHULA VISTA,,6,6,6,6
2022-07-01,EL CAJON,,2,2,2,2
2022-07-01,ESCONDIDO,,2,2,2,2
2022-07-01,LA MESA,,1,1,1,1
2022-07-01,NATIONAL CITY,,4,4,4,4
2022-07-01,OCEANSIDE,,4,4,4,4
2022-07-01,SAN DIEGO,,20,20,20,20
2022-07-01,SHERIFF,,13,13,13,13
2022-07-02,CARLSBAD,,2,2,2,2
2022-07-02,CHULA VISTA,,6,5,6,6
2022-07-02,EL CAJON,,1,1,1,1
2022-07-02,ESCONDIDO,,4,4,4,4
2022-07-02,NATIONAL CITY,,2,2,2,2
2022-07-02,OCEANSIDE,,1,1,1,1
2022-07-02,SAN DIEGO,,26,26,26,26
2022-07-02,SHERIFF,,15,15,15,15
2022-07-03,CARLSBAD,,3,3,3,3
2022-07-03,CHULA VISTA,,2,2,2,2
2022-07-03,ESCONDIDO,,8,8,8,8
2022-07-03,LA MESA,,2,2,2,2
2022-07-03,OCEANSIDE,,1,1,1,1
2022-07-03,SAN DIEGO,,39,38,39,39
2022-07-03,SHERIFF,,14,14,14,14
2022-07-04,CARLSBAD,,1,1,1,1
2022-07-04,CHULA VISTA,,2,2,2,2
2022-07-04,EL CAJON,,1,1,1,1
2022-07-04,ESCONDIDO,,2,2,2,2
2022-07-04,HARBOR POLICE,,1,1,1,1
2022-07-04,LA MESA,,2,2,2,2
2022-07-04,NATIONAL CITY,,4,4,4,4
2022-07-04,OCEANSIDE,,5,5,5,5
2022-07-04,SAN DIEGO,,38,34,38,38
2022-07-04,SHERIFF,,12,11,12,12
2022-07-05,CHULA VISTA,,1,1,1,1
2022-07-05,EL CAJON,,1,1,1,1
2022-07-05,ESCONDIDO,,2,2,2,2
2022-07-05,HARBOR POLICE,,1,1,1,1
2022-07-05,LA MESA,,1,1,1,1
2022-07-05,OCEANSIDE,,4,4,4,4
2022-07-05,SAN DIEGO,,29,29,29,29
2022-07-05,SHERIFF,,10,10,10,10
2022-07-06,CARLSBAD,,1,1,1,1
2022-07-06,ESCONDIDO,,1,1,1,1
2022-07-06,HARBOR POLICE,,3,3,3,3
2022-07-06,OCEANSIDE,,2,2,2,2
2022-07-06,SAN DIEGO,,21,21,21,21
2022-07-06,SHERIFF,,18,18,18,18
2022-07-07,CHULA VISTA,,3,3,3,3
2022-07-07,EL CAJON,,1,1,1,1
2022-07-07,ESCONDIDO,,3,3,3,3
2022-07-07,OCEANSIDE,,3,3,3,3
2022-07-07,SAN DIEGO,,14,14,14,14
2022-07-07,SHERIFF,,19,18,19,19
2022-07-08,CARLSBAD,,6,6,6,6
2022-07-08,CHULA VISTA,,1,1,1,1
2022-07-08,EL CAJON,,1,1,1,1
2022-07-08,ESCONDIDO,,7,7,7,7
2022-07-08,HARBOR POLICE,,1,1,1,1
2022-07-08,NATIONAL CITY,,1,1,1,1
2022-07-08,OCEANSIDE,,5,3,5,5
2022-07-08,SAN DIEGO,,14,14,14,14
2022-07-08,SHERIFF,,12,12,12,12
2022-07-09,CARLSBAD,,4,4,4,4
2022-07-09,CHULA VISTA,,4,4,4,4
2022-07-09,EL CAJON,,1,1,1,1
2022-07-09,ESCONDIDO,,3,3,3,3
2022-07-09,HARBOR POLICE,,1,1,1,1
2022-07-09,LA MESA,,1,1,1,1
2022-07-09,NATIONAL CITY,,1,1,1,1
2022-07-09,OCEANSIDE,,4,4,4,4
2022-07-09,SAN DIEGO,,22,22,22,22
2022-07-09,SHERIFF,,6,6,6,6
2022-07-10,CARLSBAD,,1,1,1,1
2022-07-10,CHULA VISTA,,1,1,1,1
2022-07-10,EL CAJON,,2,2,2,2
2022-07-10,ESCONDIDO,,9,9,9,9
2022-07-10,HARBOR POLICE,,1,1,1,1
2022-07-10,LA MESA,,1,1,1,1
2022-07-10,OCEANSIDE,,7,7,7,7
2022-07-10,SAN DIEGO,,32,32,32,32
2022-07-10,SHERIFF,,9,9,9,9
2022-07-11,CARLSBAD,,2,2,2,2
2022-07-11,CHULA VISTA,,1,1,1,1
2022-07-11,ESCONDIDO,,5,5,5,5
2022-07-11,HARBOR POLICE,,3,3,3,3
2022-07-11,LA MESA,,1,1,1,1
2022-07-11,NATIONAL CITY,,1,1,1,1
2022-07-11,OCEANSIDE,,5,3,5,5
2022-07-11,SAN DIEGO,,14,14,14,14
2022-07-11,SHERIFF,,20,20,20,20
2022-07-12,CARLSBAD,,3,3,3,3
2022-07-12,EL CAJON,,2,2,2,2
2022-07-12,ESCONDIDO,,4,4,4,4
2022-07-12,HARBOR POLICE,,1,1,1,1
2022-07-12,LA MESA,,2,2,2,2
2022-07-12,NATIONAL CITY,,2,2,2,2
2022-07-12,OCEANSIDE,,4,4,4,4
2022-07-12,SAN DIEGO,,15,15,15,15
2022-07-12,SHERIFF,,8,8,8,8
2022-07-13,CARLSBAD,,3,3,3,3
2022-07-13,CHULA VISTA,,2,2,2,2
2022-07-13,EL CAJON,,1,1,1,1
2022-07-13,ESCONDIDO,,2,2,2,2
2022-07-13,HARBOR POLICE,,3,3,3,3
2022-07-13,LA MESA,,1,1,1,1
2022-07-13,OCEANSIDE,,3,3,3,3
2022-07-13,SAN DIEGO,,17,17,17,17
2022-07-13,SHERIFF,,14,14,14,14
2022-07-14,CARLSBAD,,1,1,1,1
2022-07-14,CHULA VISTA,,2,2,2,2
2022-07-14,EL CAJON,,1,1,1,1
2022-07-14,ESCONDIDO,,6,6,6,6
2022-07-14,NATIONAL CITY,,2,2,2,2
2022-07-14,OCEANSIDE,,3,3,3,3
2022-07-14,SAN DIEGO,,13,12,13,13
2022-07-14,SHERIFF,,14,14,14,14
2022-07-15,CARLSBAD,,2,2,2,2
2022-07-15,CHULA VISTA,,2,2,2,2
2022-07-15,EL CAJON,,3,3,3,3
2022-07-15,ESCONDIDO,,5,5,5,5
2022-07-15,HARBOR POLICE,,1,1,1,1
2022-07-15,NATIONAL CITY,,3,3,3,3
2022-07-15,OCEANSIDE,,4,4,4,4
2022-07-15,SAN DIEGO,,25,24,25,25
2022-07-15,SHERIFF,,20,19,20,20
2022-07-16,CARLSBAD,,3,3,3,3
2022-07-16,CHULA VISTA,,4,4,4,4
2022-07-16,EL CAJON,,1,1,1,1
2022-07-16,ESCONDIDO,,3,3,3,3
2022-07-16,HARBOR POLICE,,1,1,1,1
2022-07-16,NATIONAL CITY,,1,1,1,1
2022-07-16,OCEANSIDE,,2,2,2,2
2022-07-16,SAN DIEGO,,19,19,19,19
2022-07-16,SHERIFF,,9,9,9,9
2022-07-17,CARLSBAD,,3,3,3,3
2022-07-17,CHULA VISTA,,2,2,2,2
2022-07-17,EL CAJON,,2,2,2,2
2022-07-17,ESCONDIDO,,5,5,5,5
2022-07-17,HARBOR POLICE,,3,3,3,3
2022-07-17,LA MESA,,2,2,2,2
2022-07-17,NATIONAL CITY,,1,1,1,1
2022-07-17,OCEANSIDE,,3,3,3,3
2022-07-17,SAN DIEGO,,23,21,23,23
2022-07-17,SHERIFF,,8,8,8,8
2022-07-18,CARLSBAD,,3,3,3,3
2022-07-18,CHULA VISTA,,3,3,3,3
2022-07-18,EL CAJON,,2,2,2,2
2022-07-18,ESCONDIDO,,2,2,2,2
2022-07-18,LA MESA,,1,1,1,1
2022-07-18,NATIONAL CITY,,1,1,1,1
2022-07-18,OCEANSIDE,,3,3,3,3
2022-07-18,SAN DIEGO,,13,13,13,13
2022-07-18,SHERIFF,,16,16,16,16
2022-07-19,CARLSBAD,,1,1,1,1
2022-07-19,CHULA VISTA,,1,1,1,1
2022-07-19,ESCONDIDO,,4,4,4,4
2022-07-19,HARBOR POLICE,,1,1,1,1
2022-07-19,NATIONAL CITY,,1,1,1,1
2022-07-19,OCEANSIDE,,5,5,5,5
2022-07-19,SAN DIEGO,,12,12,12,12
2022-07-19,SHERIFF,,9,9,9,9
2022-07-20,CARLSBAD,,1,1,1,1
2022-07-20,CHULA VISTA,,4,4,4,4
2022-07-20,EL CAJON,,4,3,4,4
2022-07-20,ESCONDIDO,,4,4,4,4
2022-07-20,OCEANSIDE,,6,6,6,6
2022-07-20,SAN DIEGO,,17,17,17,17
2022-07-20,SHERIFF,,13,12,13,13
2022-07-21,CARLSBAD,,1,1,1,1
2022-07-21,EL CAJON,,5,5,5,5
2022-07-21,ESCONDIDO,,3,3,3,3
2022-07-21,LA MESA,,1,1,1,1
2022-07-21,OCEANSIDE,,2,2,2,2
2022-07-21,SAN DIEGO,,20,19,19,19
2022-07-21,SHERIFF,,9,9,9,9
2022-07-22,CARLSBAD,,3,3,3,3
2022-07-22,CHULA VISTA,,4,4,4,4
2022-07-22,EL CAJON,,1,1,1,1
2022-07-22,ESCONDIDO,,7,7,7,7
2022-07-22,HARBOR POLICE,,1,1,1,1
2022-07-22,LA MESA,,1,1,1,1
2022-07-22,NATIONAL CITY,,2,2,2,2
2022-07-22,OCEANSIDE,,4,4,4,4
2022-07-22,SAN DIEGO,,30,30,30,30
2022-07-22,SHERIFF,,12,12,12,12
2022-07-23,CARLSBAD,,2,2,2,2
2022-07-23,CHULA VISTA,,1,1,1,1
2022-07-23,EL CAJON,,3,3,3,3
2022-07-23,ESCONDIDO,,5,5,5,5
2022-07-23,NATIONAL CITY,,1,1,1,1
2022-07-23,OCEANSIDE,,2,2,2,2
2022-07-23,SAN DIEGO,,20,20,20,20
2022-07-23,SHERIFF,,15,15,15,15
2022-07-24,CARLSBAD,,3,3,3,3
2022-07-24,CHULA VISTA,,1,1,1,1
2022-07-24,EL CAJON,,1,1,1,1
2022-07-24,ESCONDIDO,,5,5,5,5
2022-07-24,LA MESA,,1,1,1,1
2022-07-24,NATIONAL CITY,,3,3,3,3
2022-07-24,OCEANSIDE,,3,3,3,3
2022-07-24,SAN DIEGO,,31,31,31,31
2022-07-24,SHERIFF,,11,11,11,11
2022-07-25,EL CAJON,,3,3,3,3
2022-07-25,ESCONDIDO,,6,5,6,6
2022-07-25,HARBOR POLICE,,1,1,1,1
2022-07-25,LA MESA,,2,2,2,2
2022-07-25,NATIONAL CITY,,1,1,1,1
2022-07-25,OCEANSIDE,,7,5,7,7
2022-07-25,SAN DIEGO,,15,15,15,15
2022-07-25,SHERIFF,,16,16,16,16
2022-07-26,CARLSBAD,,1,1,1,1
2022-07-26,CHULA VISTA,,2,2,2,2
2022-07-26,EL CAJON,,1,1,1,1
2022-07-26,ESCONDIDO,,3,3,3,3
2022-07-26,HARBOR POLICE,,2,2,2,2
2022-07-26,LA MESA,,3,3,3,3
2022-07-26,NATIONAL CITY,,2,2,2,2
2022-07-26,OCEANSIDE,,4,4,4,4
2022-07-26,SAN DIEGO,,24,24,24,24
2022-07-26,SHERIFF,,14,14,14,14
2022-07-27,EL CAJON,,6,6,6,6
2022-07-27,ESCONDIDO,,3,3,3,3
2022-07-27,HARBOR POLICE,,1,1,1,1
2022-07-27,LA MESA,,1,1,1,1
2022-07-27,OCEANSIDE,,6,6,6,6
2022-07-27,SAN DIEGO,,18,18,18,18
2022-07-27,SHERIFF,,12,11,12,12
2022-07-28,CARLSBAD,,1,1,1,1
2022-07-28,CHULA VISTA,,2,2,2,2
2022-07-28,EL CAJON,,4,3,4,4
2022-07-28,ESCONDIDO,,8,8,8,8
2022-07-28,HARBOR POLICE,,4,4,4,4
2022-07-28,LA MESA,,1,1,1,1
2022-07-28,OCEANSIDE,,4,4,4,4
2022-07-28,SAN DIEGO,,19,19,19,19
2022-07-28,SHERIFF,,8,8,8,8
2022-07-29,CARLSBAD,,4,4,4,4
2022-07-29,CHULA VISTA,,2,2,2,2
2022-07-29,EL CAJON,,1,1,1,1
2022-07-29,ESCONDIDO,,1,1,1,1
2022-07-29,LA MESA,,1,1,1,1
2022-07-29,NATIONAL CITY,,1,1,1,1
2022-07-29,SAN DIEGO,,17,17,17,17
2022-07-29,SHERIFF,,17,17,17,17
2022-07-30,CARLSBAD,,2,2,2,2
2022-07-30,CHULA VISTA,,8,8,8,8
2022-07-30,EL CAJON,,1,1,1,1
2022-07-30,ESCONDIDO,,1,1,1,1
2022-07-30,HARBOR POLICE,,1,1,1,1
