date,group_type,crime_against,source_rows,distinct_nibrs_offense_ids,distinct_case_numbers
2023-01-20,B,SO,9,9,9
2023-01-21,A,PE,37,37,32
2023-01-21,A,PR,104,104,101
2023-01-21,A,SO,3,3,3
2023-01-21,B,,34,34,34
2023-01-21,B,SO,18,18,18
2023-01-22,A,PE,27,27,25
2023-01-22,A,PR,112,112,106
2023-01-22,A,SO,26,26,20
2023-01-22,B,,35,35,35
2023-01-22,B,SO,20,20,20
2023-01-23,A,PE,29,29,24
2023-01-23,A,PR,86,86,85
2023-01-23,A,SO,12,12,9
2023-01-23,B,,44,44,44
2023-01-23,B,SO,12,12,12
2023-01-24,A,PE,45,45,41
2023-01-24,A,PR,99,99,93
2023-01-24,A,SO,21,21,15
2023-01-24,B,,55,55,55
2023-01-24,B,SO,6,6,6
2023-01-25,A,PE,27,27,27
2023-01-25,A,PR,110,110,104
2023-01-25,A,SO,21,21,17
2023-01-25,B,,41,41,41
2023-01-25,B,SO,8,8,8
2023-01-26,A,PE,36,36,33
2023-01-26,A,PR,100,100,94
2023-01-26,A,SO,30,30,25
2023-01-26,B,,54,54,54
2023-01-26,B,SO,10,10,10
2023-01-27,A,PE,31,31,25
2023-01-27,A,PR,100,100,96
2023-01-27,A,SO,25,25,16
2023-01-27,B,,44,44,44
2023-01-27,B,SO,14,14,14
2023-01-28,A,PE,39,39,35
2023-01-28,A,PR,107,107,102
2023-01-28,A,SO,10,10,10
2023-01-28,B,,47,47,47
2023-01-28,B,SO,17,17,17
2023-01-29,A,PE,35,35,34
2023-01-29,A,PR,104,104,102
2023-01-29,A,SO,9,9,9
2023-01-29,B,,39,39,39
2023-01-29,B,SO,15,15,15
2023-01-30,A,PE,26,26,25
2023-01-30,A,PR,104,104,103
2023-01-30,A,SO,12,12,10
2023-01-30,B,,42,42,42
2023-01-30,B,SO,9,9,9
2023-01-31,A,PE,38,38,38
2023-01-31,A,PR,101,101,98
2023-01-31,A,SO,25,25,20
2023-01-31,B,,39,39,39
2023-01-31,B,SO,7,7,7
2023-02-01,A,PE,22,22,21
2023-02-01,A,PR,134,134,127
2023-02-01,A,SO,33,33,26
2023-02-01,B,,46,46,46
2023-02-01,B,SO,4,4,4
2023-02-02,A,PE,28,28,25
2023-02-02,A,PR,136,136,126
2023-02-02,A,SO,16,16,14
2023-02-02,B,,57,57,57
2023-02-02,B,SO,4,4,4
2023-02-03,A,PE,38,38,26
2023-02-03,A,PR,127,127,111
2023-02-03,A,SO,22,22,18
2023-02-03,B,,49,49,49
2023-02-03,B,SO,21,21,20
2023-02-04,A,PE,27,27,26
2023-02-04,A,PR,122,122,115
2023-02-04,A,SO,18,18,14
2023-02-04,B,,31,31,31
2023-02-04,B,SO,41,41,40
2023-02-05,A,PE,39,39,37
2023-02-05,A,PR,114,114,108
2023-02-05,A,SO,19,19,16
2023-02-05,B,,49,49,49
2023-02-05,B,SO,24,24,24
2023-02-06,A,PE,29,29,29
2023-02-06,A,PR,81,81,78
2023-02-06,A,SO,25,25,18
2023-02-06,B,,51,51,51
2023-02-06,B,SO,10,10,10
2023-02-07,A,PE,34,34,33
2023-02-07,A,PR,111,111,106
2023-02-07,A,SO,22,22,18
2023-02-07,B,,44,44,44
2023-02-07,B,SO,9,9,9
2023-02-08,A,PE,39,39,35
2023-02-08,A,PR,87,87,84
2023-02-08,A,SO,21,21,16
2023-02-08,B,,57,57,57
2023-02-08,B,SO,7,7,7
2023-02-09,A,PE,41,41,38
2023-02-09,A,PR,117,117,111
2023-02-09,A,SO,15,15,13
2023-02-09,B,,48,48,48
2023-02-09,B,SO,11,11,11
2023-02-10,A,PE,35,35,35
2023-02-10,A,PR,126,126,120
2023-02-10,A,SO,27,27,20
2023-02-10,B,,58,58,58
2023-02-10,B,SO,12,12,11
2023-02-11,A,PE,40,40,36
2023-02-11,A,PR,92,92,85
2023-02-11,A,SO,20,20,15
2023-02-11,B,,47,47,47
2023-02-11,B,SO,21,21,21
2023-02-12,A,PE,41,41,37
2023-02-12,A,PR,112,112,106
2023-02-12,A,SO,14,14,11
2023-02-12,B,,41,41,41
2023-02-12,B,SO,23,23,22
2023-02-13,A,PE,37,37,30
2023-02-13,A,PR,103,103,96
2023-02-13,A,SO,19,19,14
2023-02-13,B,,42,42,42
2023-02-13,B,SO,9,9,9
2023-02-14,A,PE,19,19,19
2023-02-14,A,PR,115,115,111
2023-02-14,A,SO,19,19,14
2023-02-14,B,,36,36,36
2023-02-14,B,SO,8,8,8
2023-02-15,A,PE,40,40,37
2023-02-15,A,PR,105,105,100
2023-02-15,A,SO,31,31,20
2023-02-15,B,,41,41,41
2023-02-15,B,SO,9,9,9
2023-02-16,A,PE,38,38,35
2023-02-16,A,PR,95,95,89
2023-02-16,A,SO,18,18,15
2023-02-16,B,,55,55,55
2023-02-16,B,SO,6,6,5
2023-02-17,A,PE,34,34,31
2023-02-17,A,PR,142,142,133
2023-02-17,A,SO,15,15,12
2023-02-17,B,,48,48,48
2023-02-17,B,SO,8,8,8
2023-02-18,A,PE,22,22,22
2023-02-18,A,PR,93,93,83
2023-02-18,A,SO,19,19,14
2023-02-18,B,,43,43,43
2023-02-18,B,SO,17,17,17
2023-02-19,A,PE,39,39,36
2023-02-19,A,PR,111,111,106
2023-02-19,A,SO,9,9,8
2023-02-19,B,,39,39,39
2023-02-19,B,SO,21,21,21
2023-02-20,A,PE,35,35,30
2023-02-20,A,PR,82,82,79
2023-02-20,A,SO,17,17,12
2023-02-20,B,,46,46,46
2023-02-20,B,SO,12,12,12
2023-02-21,A,PE,27,27,21
2023-02-21,A,PR,115,115,111
2023-02-21,A,SO,13,13,11
2023-02-21,B,,56,56,56
2023-02-21,B,SO,8,8,8
2023-02-22,A,PE,17,17,14
2023-02-22,A,PR,101,101,91
2023-02-22,A,SO,14,14,9
2023-02-22,B,,38,38,38
2023-02-22,B,SO,7,7,7
2023-02-23,A,PE,37,37,33
2023-02-23,A,PR,104,104,98
2023-02-23,A,SO,5,5,3
2023-02-23,B,,38,38,38
2023-02-23,B,SO,12,12,12
2023-02-24,A,PE,40,40,39
2023-02-24,A,PR,119,119,106
2023-02-24,A,SO,15,15,11
2023-02-24,B,,50,50,50
2023-02-24,B,SO,10,10,10
2023-02-25,A,PE,30,30,28
2023-02-25,A,PR,112,112,104
2023-02-25,A,SO,8,8,7
2023-02-25,B,,35,35,35
2023-02-25,B,SO,15,15,15
2023-02-26,A,PE,50,50,43
2023-02-26,A,PR,105,105,101
2023-02-26,A,SO,14,14,12
2023-02-26,B,,27,27,27
2023-02-26,B,SO,17,17,17
2023-02-27,A,PE,32,32,29
2023-02-27,A,PR,93,93,87
2023-02-27,A,SO,15,15,11
2023-02-27,B,,43,43,43
2023-02-27,B,SO,11,11,11
2023-02-28,A,PE,43,43,37
2023-02-28,A,PR,104,104,96
2023-02-28,A,SO,19,19,17
2023-02-28,B,,29,29,29
2023-02-28,B,SO,7,7,7
2023-03-01,A,PE,44,44,36
2023-03-01,A,PR,155,155,147
2023-03-01,A,SO,18,18,16
2023-03-01,B,,47,47,47
2023-03-01,B,SO,7,7,7
2023-03-02,A,PE,47,47,42
2023-03-02,A,PR,101,101,98
2023-03-02,A,SO,35,35,24
2023-03-02,B,,56,56,56
2023-03-02,B,SO,7,7,7
2023-03-03,A,PE,35,35,33
2023-03-03,A,PR,127,127,121
2023-03-03,A,SO,32,32,26
2023-03-03,B,,54,54,54
2023-03-03,B,SO,12,12,12
2023-03-04,A,PE,49,49,44
2023-03-04,A,PR,112,112,107
2023-03-04,A,SO,22,22,19
2023-03-04,B,,33,33,33
2023-03-04,B,SO,15,15,15
2023-03-05,A,PE,31,31,29
2023-03-05,A,PR,90,90,87
2023-03-05,A,SO,14,14,11
2023-03-05,B,,46,46,46
2023-03-05,B,SO,19,19,16
2023-03-06,A,PE,46,46,37
2023-03-06,A,PR,104,104,102
2023-03-06,A,SO,20,20,15
2023-03-06,B,,54,54,54
2023-03-06,B,SO,7,7,7
2023-03-07,A,PE,22,22,21
2023-03-07,A,PR,108,108,104
2023-03-07,A,SO,36,36,28
2023-03-07,B,,52,52,52
2023-03-07,B,SO,6,6,6
2023-03-08,A,PE,25,25,24
2023-03-08,A,PR,94,94,90
2023-03-08,A,SO,21,21,15
2023-03-08,B,,50,50,50
2023-03-08,B,SO,8,8,8
2023-03-09,A,PE,27,27,26
2023-03-09,A,PR,104,104,100
2023-03-09,A,SO,24,24,21
2023-03-09,B,,52,52,52
2023-03-09,B,SO,11,11,10
2023-03-10,A,PE,34,34,26
2023-03-10,A,PR,107,107,104
2023-03-10,A,SO,31,31,19
2023-03-10,B,,57,57,57
2023-03-10,B,SO,5,5,5
2023-03-11,A,PE,38,38,34
2023-03-11,A,PR,105,105,104
2023-03-11,A,SO,11,11,10
2023-03-11,B,,37,37,37
2023-03-11,B,SO,21,21,21
2023-03-12,A,PE,44,44,36
2023-03-12,A,PR,106,106,104
2023-03-12,A,SO,7,7,7
2023-03-12,B,,39,39,39
2023-03-12,B,SO,16,16,16
2023-03-13,A,PE,20,20,19
2023-03-13,A,PR,89,89,80
2023-03-13,A,SO,22,22,16
2023-03-13,B,,69,69,69
2023-03-13,B,SO,13,13,12
2023-03-14,A,PE,26,26,21
2023-03-14,A,PR,117,117,110
2023-03-14,A,SO,27,27,22
2023-03-14,B,,48,48,48
2023-03-14,B,SO,10,10,10
2023-03-15,A,PE,29,29,26
2023-03-15,A,PR,107,107,103
2023-03-15,A,SO,18,18,14
2023-03-15,B,,35,35,35
2023-03-15,B,SO,14,14,14
2023-03-16,A,PE,37,37,29
2023-03-16,A,PR,97,97,94
2023-03-16,A,SO,19,19,15
2023-03-16,B,,43,43,43
2023-03-16,B,SO,9,9,9
2023-03-17,A,PE,46,46,42
2023-03-17,A,PR,141,141,131
2023-03-17,A,SO,22,22,17
2023-03-17,B,,47,47,47
2023-03-17,B,SO,20,20,20
2023-03-18,A,PE,54,54,44
2023-03-18,A,PR,118,118,109
2023-03-18,A,SO,16,16,15
2023-03-18,B,,57,57,57
2023-03-18,B,SO,32,32,31
2023-03-19,A,PE,42,42,35
2023-03-19,A,PR,117,117,108
2023-03-19,A,SO,12,12,11
2023-03-19,B,,46,46,46
2023-03-19,B,SO,22,22,21
2023-03-20,A,PE,41,41,38
2023-03-20,A,PR,86,86,84
2023-03-20,A,SO,13,13,10
2023-03-20,B,,47,47,47
2023-03-20,B,SO,15,15,14
2023-03-21,A,PE,32,32,32
2023-03-21,A,PR,78,78,76
2023-03-21,A,SO,19,19,16
2023-03-21,B,,37,37,37
2023-03-21,B,SO,10,10,10
2023-03-22,A,PE,37,37,35
2023-03-22,A,PR,92,92,87
2023-03-22,A,SO,20,20,16
2023-03-22,B,,42,42,42
2023-03-22,B,SO,5,5,5
2023-03-23,A,PE,43,43,37
2023-03-23,A,PR,94,94,88
2023-03-23,A,SO,18,18,14
2023-03-23,B,,35,35,35
2023-03-23,B,SO,8,8,8
2023-03-24,A,PE,22,22,20
2023-03-24,A,PR,99,99,94
2023-03-24,A,SO,23,23,17
2023-03-24,B,,56,56,56
2023-03-24,B,SO,16,16,16
2023-03-25,A,PE,55,55,47
2023-03-25,A,PR,104,104,98
2023-03-25,A,SO,14,14,12
2023-03-25,B,,50,50,50
2023-03-25,B,SO,13,13,13
2023-03-26,A,PE,42,42,37
2023-03-26,A,PR,105,105,100
2023-03-26,A,SO,21,21,16
2023-03-26,B,,36,36,36
2023-03-26,B,SO,17,17,17
2023-03-27,A,PE,38,38,37
2023-03-27,A,PR,98,98,94
2023-03-27,A,SO,16,16,11
2023-03-27,B,,39,39,39
2023-03-27,B,SO,11,11,11
2023-03-28,A,PE,37,37,32
2023-03-28,A,PR,119,119,109
2023-03-28,A,SO,22,22,15
2023-03-28,B,,57,57,57
2023-03-28,B,SO,11,11,11
2023-03-29,A,PE,23,23,20
2023-03-29,A,PR,87,87,86
2023-03-29,A,SO,18,18,14
2023-03-29,B,,34,34,34
2023-03-29,B,SO,4,4,4
2023-03-30,A,PE,20,20,20
2023-03-30,A,PR,97,97,93
2023-03-30,A,SO,31,31,23
2023-03-30,B,,50,50,50
2023-03-30,B,SO,11,11,11
2023-03-31,A,PE,33,33,29
2023-03-31,A,PR,113,113,101
2023-03-31,A,SO,10,10,8
2023-03-31,B,,51,51,51
2023-03-31,B,SO,21,21,18
2023-04-01,A,PE,68,68,53
2023-04-01,A,PR,119,119,114
2023-04-01,A,SO,21,21,16
2023-04-01,B,,30,30,30
2023-04-01,B,SO,23,23,23
2023-04-02,A,PE,30,30,27
2023-04-02,A,PR,104,104,101
2023-04-02,A,SO,14,14,10
2023-04-02,B,,33,33,33
2023-04-02,B,SO,17,17,17
2023-04-03,A,PE,37,37,31
2023-04-03,A,PR,115,115,112
2023-04-03,A,SO,22,22,17
2023-04-03,B,,40,40,40
2023-04-03,B,SO,8,8,8
2023-04-04,A,PE,36,36,30
2023-04-04,A,PR,115,115,110
2023-04-04,A,SO,18,18,11
2023-04-04,B,,39,39,39
2023-04-04,B,SO,5,5,5
2023-04-05,A,PE,37,37,29
2023-04-05,A,PR,100,100,92
2023-04-05,A,SO,29,29,23
2023-04-05,B,,40,40,40
2023-04-05,B,SO,6,6,6
2023-04-06,A,PE,43,43,35
2023-04-06,A,PR,105,105,101
2023-04-06,A,SO,25,25,19
2023-04-06,B,,41,41,41
2023-04-06,B,SO,12,12,11
2023-04-07,A,PE,47,47,43
2023-04-07,A,PR,108,108,103
2023-04-07,A,SO,17,17,16
2023-04-07,B,,47,47,47
2023-04-07,B,SO,17,17,16
2023-04-08,A,PE,50,50,47
2023-04-08,A,PR,100,100,93
2023-04-08,A,SO,10,10,8
2023-04-08,B,,52,52,52
2023-04-08,B,SO,20,20,20
2023-04-09,A,PE,38,38,35
2023-04-09,A,PR,85,85,81
2023-04-09,A,SO,16,16,12
2023-04-09,B,,35,35,35
2023-04-09,B,SO,19,19,18
2023-04-10,A,PE,43,43,38
2023-04-10,A,PR,106,106,98
2023-04-10,A,SO,18,18,15
2023-04-10,B,,34,34,34
2023-04-10,B,SO,5,5,5
2023-04-11,A,PE,34,34,32
2023-04-11,A,PR,93,93,89
2023-04-11,A,SO,34,34,24
2023-04-11,B,,45,45,45
2023-04-11,B,SO,10,10,10
2023-04-12,A,PE,35,35,32
2023-04-12,A,PR,114,114,112
2023-04-12,A,SO,18,18,14
2023-04-12,B,,50,50,50
2023-04-12,B,SO,12,12,11
2023-04-13,A,PE,33,33,30
2023-04-13,A,PR,112,112,95
2023-04-13,A,SO,28,28,21
2023-04-13,B,,52,52,52
2023-04-13,B,SO,10,10,9
2023-04-14,A,PE,31,31,27
2023-04-14,A,PR,100,100,96
2023-04-14,A,SO,11,11,9
2023-04-14,B,,45,45,45
2023-04-14,B,SO,16,16,16
2023-04-15,A,PE,49,49,47
2023-04-15,A,PR,100,100,97
2023-04-15,A,SO,15,15,13
2023-04-15,B,,26,26,26
2023-04-15,B,SO,18,18,17
2023-04-16,A,PE,37,37,32
2023-04-16,A,PR,97,97,92
2023-04-16,A,SO,12,12,10
2023-04-16,B,,40,40,40
2023-04-16,B,SO,14,14,13
2023-04-17,A,PE,48,48,35
2023-04-17,A,PR,110,110,105
2023-04-17,A,SO,24,24,18
2023-04-17,B,,50,50,50
2023-04-17,B,SO,11,11,11
2023-04-18,A,PE,40,40,35
2023-04-18,A,PR,88,88,87
2023-04-18,A,SO,25,25,20
2023-04-18,B,,48,48,48
2023-04-18,B,SO,9,9,9
2023-04-19,A,PE,22,22,22
2023-04-19,A,PR,113,113,110
2023-04-19,A,SO,29,29,24
2023-04-19,B,,56,56,56
2023-04-19,B,SO,9,9,9
2023-04-20,A,PE,22,22,21
2023-04-20,A,PR,103,103,97
2023-04-20,A,SO,25,25,18
2023-04-20,B,,39,39,39
2023-04-20,B,SO,9,9,9
2023-04-21,A,PE,30,30,24
2023-04-21,A,PR,106,106,99
2023-04-21,A,SO,25,25,20
2023-04-21,B,,44,44,44
2023-04-21,B,SO,8,8,8
2023-04-22,A,PE,38,38,36
2023-04-22,A,PR,114,114,107
2023-04-22,A,SO,23,23,19
2023-04-22,B,,44,44,44
2023-04-22,B,SO,24,24,24
2023-04-23,A,PE,56,56,46
2023-04-23,A,PR,98,98,96
2023-04-23,A,SO,11,11,9
2023-04-23,B,,38,38,38
2023-04-23,B,SO,16,16,16
2023-04-24,A,PE,42,42,36
2023-04-24,A,PR,92,92,88
2023-04-24,A,SO,25,25,22
2023-04-24,B,,48,48,48
2023-04-24,B,SO,8,8,8
2023-04-25,A,PE,34,34,32
2023-04-25,A,PR,94,94,91
2023-04-25,A,SO,22,22,16
2023-04-25,B,,31,31,31
2023-04-25,B,SO,2,2,2
2023-04-26,A,PE,25,25,21
2023-04-26,A,PR,112,112,103
2023-04-26,A,SO,32,32,23
2023-04-26,B,,61,61,61
2023-04-26,B,SO,10,10,10
2023-04-27,A,PE,36,36,32
2023-04-27,A,PR,102,102,99
2023-04-27,A,SO,22,22,17
2023-04-27,B,,43,43,43
2023-04-27,B,SO,11,11,11
2023-04-28,A,PE,32,32,31
2023-04-28,A,PR,93,93,92
2023-04-28,A,SO,31,31,25
2023-04-28,B,,58,58,58
2023-04-28,B,SO,19,19,19
2023-04-29,A,PE,50,50,43
2023-04-29,A,PR,100,100,97
2023-04-29,A,SO,15,15,12
2023-04-29,B,,37,37,37
2023-04-29,B,SO,26,26,26
2023-04-30,A,PE,51,51,43
2023-04-30,A,PR,114,114,109
2023-04-30,A,SO,20,20,16
2023-04-30,B,,34,34,34
2023-04-30,B,SO,30,30,29
2023-05-01,A,PE,43,43,38
2023-05-01,A,PR,137,137,133
2023-05-01,A,SO,17,17,15
2023-05-01,B,,41,41,41
2023-05-01,B,SO,14,14,14
2023-05-02,A,PE,33,33,30
2023-05-02,A,PR,119,119,106
2023-05-02,A,SO,26,26,20
2023-05-02,B,,38,38,38
2023-05-02,B,SO,11,11,11
2023-05-03,A,PE,30,30,24
2023-05-03,A,PR,107,107,103
2023-05-03,A,SO,26,26,22
2023-05-03,B,,47,47,47
2023-05-03,B,SO,6,6,6
2023-05-04,A,PE,32,32,29
2023-05-04,A,PR,119,119,114
2023-05-04,A,SO,16,16,12
2023-05-04,B,,42,42,42
2023-05-04,B,SO,11,11,11
2023-05-05,A,PE,41,41,35
2023-05-05,A,PR,117,117,111
2023-05-05,A,SO,25,25,20
2023-05-05,B,,57,57,57
2023-05-05,B,SO,22,22,22
2023-05-06,A,PE,40,40,36
2023-05-06,A,PR,106,106,103
2023-05-06,A,SO,15,15,13
2023-05-06,B,,37,37,37
2023-05-06,B,SO,37,37,36
2023-05-07,A,PE,41,41,37
2023-05-07,A,PR,106,106,99
2023-05-07,A,SO,10,10,7
2023-05-07,B,,39,39,39
2023-05-07,B,SO,27,27,26
2023-05-08,A,PE,41,41,40
2023-05-08,A,PR,100,100,95
2023-05-08,A,SO,16,16,13
2023-05-08,B,,43,43,43
2023-05-08,B,SO,9,9,9
2023-05-09,A,PE,35,35,33
2023-05-09,A,PR,109,109,104
2023-05-09,A,SO,26,26,20
2023-05-09,B,,52,52,52
2023-05-09,B,SO,8,8,8
2023-05-10,A,PE,29,29,23
2023-05-10,A,PR,105,105,99
2023-05-10,A,SO,22,22,15
2023-05-10,B,,64,64,64
2023-05-10,B,SO,5,5,5
2023-05-11,A,PE,37,37,35
2023-05-11,A,PR,102,102,96
2023-05-11,A,SO,22,22,18
2023-05-11,B,,54,54,54
2023-05-11,B,SO,13,13,13
2023-05-12,A,PE,39,39,36
2023-05-12,A,PR,137,137,132
2023-05-12,A,SO,20,20,12
2023-05-12,B,,48,48,48
2023-05-12,B,SO,17,17,16
2023-05-13,A,PE,40,40,36
2023-05-13,A,PR,105,105,102
2023-05-13,A,SO,16,16,14
2023-05-13,B,,42,42,42
2023-05-13,B,SO,20,20,20
2023-05-14,A,PE,48,48,40
2023-05-14,A,PR,95,95,93
2023-05-14,A,SO,12,12,11
2023-05-14,B,,33,33,33
2023-05-14,B,SO,20,20,20
2023-05-15,A,PE,34,34,29
2023-05-15,A,PR,109,109,101
2023-05-15,A,SO,25,25,18
2023-05-15,B,,54,54,54
2023-05-15,B,SO,8,8,8
2023-05-16,A,PE,36,36,33
2023-05-16,A,PR,65,65,62
2023-05-16,A,SO,16,16,14
2023-05-16,B,,55,55,55
2023-05-16,B,SO,12,12,12
2023-05-17,A,PE,27,27,26
2023-05-17,A,PR,84,84,84
2023-05-17,A,SO,28,28,20
2023-05-17,B,,48,48,48
2023-05-17,B,SO,12,12,12
2023-05-18,A,PE,42,42,37
2023-05-18,A,PR,108,108,102
2023-05-18,A,SO,31,31,24
2023-05-18,B,,38,38,38
2023-05-18,B,SO,11,11,11
2023-05-19,A,PE,33,33,29
2023-05-19,A,PR,98,98,95
2023-05-19,A,SO,28,28,21
2023-05-19,B,,55,55,55
2023-05-19,B,SO,25,25,24
2023-05-20,A,PE,51,51,45
2023-05-20,A,PR,102,102,92
2023-05-20,A,SO,29,29,23
2023-05-20,B,,49,49,49
2023-05-20,B,SO,31,31,31
2023-05-21,A,PE,59,59,42
2023-05-21,A,PR,96,96,92
2023-05-21,A,SO,15,15,12
2023-05-21,B,,40,40,40
2023-05-21,B,SO,24,24,22
2023-05-22,A,PE,37,37,34
2023-05-22,A,PR,99,99,93
2023-05-22,A,SO,17,17,14
2023-05-22,B,,53,53,53
2023-05-22,B,SO,9,9,9
2023-05-23,A,PE,40,40,38
2023-05-23,A,PR,96,96,91
2023-05-23,A,SO,15,15,14
2023-05-23,B,,40,40,40
2023-05-23,B,SO,9,9,9
2023-05-24,A,PE,26,26,25
2023-05-24,A,PR,82,82,78
2023-05-24,A,SO,23,23,18
2023-05-24,B,,64,64,64
2023-05-24,B,SO,9,9,9
2023-05-25,A,PE,28,28,27
2023-05-25,A,PR,104,104,100
2023-05-25,A,SO,20,20,16
2023-05-25,B,,47,47,47
2023-05-25,B,SO,17,17,17
2023-05-26,A,PE,41,41,38
2023-05-26,A,PR,142,142,129
2023-05-26,A,SO,19,19,15
2023-05-26,B,,37,37,37
2023-05-26,B,SO,17,17,17
2023-05-27,A,PE,39,39,35
2023-05-27,A,PR,110,110,102
2023-05-27,A,SO,16,16,13
2023-05-27,B,,32,32,32
2023-05-27,B,SO,30,30,30
2023-05-28,A,PE,44,44,40
2023-05-28,A,PR,83,83,79
2023-05-28,A,SO,22,22,19
2023-05-28,B,,36,36,36
2023-05-28,B,SO,36,36,34
2023-05-29,A,PE,37,37,35
2023-05-29,A,PR,113,113,108
2023-05-29,A,SO,18,18,16
2023-05-29,B,,28,28,28
2023-05-29,B,SO,13,13,13
2023-05-30,A,PE,25,25,25
2023-05-30,A,PR,106,106,96
2023-05-30,A,SO,30,30,22
2023-05-30,B,,49,49,49
2023-05-30,B,SO,5,5,5
2023-05-31,A,PE,32,32,25
2023-05-31,A,PR,104,104,97
2023-05-31,A,SO,19,19,16
2023-05-31,B,,36,36,36
2023-05-31,B,SO,7,7,7
2023-06-01,A,PE,36,36,34
2023-06-01,A,PR,132,132,128
2023-06-01,A,SO,27,27,23
2023-06-01,B,,53,53,53
2023-06-01,B,SO,14,14,12
2023-06-02,A,PE,21,21,21
2023-06-02,A,PR,118,118,108
2023-06-02,A,SO,14,14,12
2023-06-02,B,,47,47,47
2023-06-02,B,SO,19,19,18
2023-06-03,A,PE,40,40,36
2023-06-03,A,PR,100,100,96
2023-06-03,A,SO,22,22,16
2023-06-03,B,,37,37,37
2023-06-03,B,SO,18,18,18
2023-06-04,A,PE,49,49,41
2023-06-04,A,PR,99,99,94
2023-06-04,A,SO,18,18,13
2023-06-04,B,,41,41,41
2023-06-04,B,SO,19,19,19
2023-06-05,A,PE,31,31,29
2023-06-05,A,PR,113,113,110
2023-06-05,A,SO,10,10,9
2023-06-05,B,,36,36,36
2023-06-05,B,SO,11,11,11
2023-06-06,A,PE,39,39,33
2023-06-06,A,PR,98,98,94
2023-06-06,A,SO,16,16,14
2023-06-06,B,,51,51,51
2023-06-06,B,SO,11,11,11
2023-06-07,A,PE,37,37,32
2023-06-07,A,PR,90,90,86
2023-06-07,A,SO,20,20,17
2023-06-07,B,,64,64,64
2023-06-07,B,SO,10,10,10
