month,agency,offense_code,source_rows,distinct_incidents,distinct_offense_ids
2021-06,SAN DIEGO,100,12,12,12
2021-06,SAN DIEGO,11A,24,24,24
2021-06,SAN DIEGO,11B,6,6,6
2021-06,SAN DIEGO,11C,6,6,6
2021-06,SAN DIEGO,11D,41,39,41
2021-06,SAN DIEGO,120,95,95,95
2021-06,SAN DIEGO,13A,355,313,353
2021-06,SAN DIEGO,13B,596,563,596
2021-06,SAN DIEGO,13C,66,58,66
2021-06,SAN DIEGO,200,15,15,15
2021-06,SAN DIEGO,210,6,6,6
2021-06,SAN DIEGO,220,267,267,267
2021-06,SAN DIEGO,23A,4,4,4
2021-06,SAN DIEGO,23B,7,7,7
2021-06,SAN DIEGO,23C,84,84,84
2021-06,SAN DIEGO,23D,24,24,24
2021-06,SAN DIEGO,23F,675,675,675
2021-06,SAN DIEGO,23G,51,51,51
2021-06,SAN DIEGO,23H,634,634,634
2021-06,SAN DIEGO,240,1004,510,510
2021-06,SAN DIEGO,250,19,19,19
2021-06,SAN DIEGO,26A,55,55,55
2021-06,SAN DIEGO,26B,122,122,122
2021-06,SAN DIEGO,26C,138,138,138
2021-06,SAN DIEGO,270,8,8,8
2021-06,SAN DIEGO,280,76,76,76
2021-06,SAN DIEGO,290,669,669,669
2021-06,SAN DIEGO,35A,380,380,380
2021-06,SAN DIEGO,35B,176,176,176
2021-06,SAN DIEGO,36B,2,2,2
2021-06,SAN DIEGO,370,1,1,1
2021-06,SAN DIEGO,40A,5,5,5
2021-06,SAN DIEGO,40B,2,2,2
2021-06,SAN DIEGO,510,1,1,1
2021-06,SAN DIEGO,520,89,89,89
2021-06,SHERIFF,09A,2,2,2
2021-06,SHERIFF,09C,1,1,1
2021-06,SHERIFF,100,11,11,11
2021-06,SHERIFF,11A,12,12,12
2021-06,SHERIFF,11B,4,4,4
2021-06,SHERIFF,11C,6,6,6
2021-06,SHERIFF,11D,26,24,26
2021-06,SHERIFF,120,28,28,28
2021-06,SHERIFF,13A,160,144,160
2021-06,SHERIFF,13B,639,569,637
2021-06,SHERIFF,13C,46,38,46
2021-06,SHERIFF,200,4,4,4
2021-06,SHERIFF,220,142,142,142
2021-06,SHERIFF,23A,1,1,1
2021-06,SHERIFF,23B,1,1,1
2021-06,SHERIFF,23C,76,76,76
2021-06,SHERIFF,23D,43,43,43
2021-06,SHERIFF,23E,2,2,2
2021-06,SHERIFF,23F,173,173,173
2021-06,SHERIFF,23G,46,46,46
2021-06,SHERIFF,23H,105,105,105
2021-06,SHERIFF,240,275,138,138
2021-06,SHERIFF,250,27,27,27
2021-06,SHERIFF,26A,32,32,32
2021-06,SHERIFF,26B,15,15,15
2021-06,SHERIFF,26C,18,18,18
2021-06,SHERIFF,26D,1,1,1
2021-06,SHERIFF,26F,71,71,71
2021-06,SHERIFF,270,7,7,7
2021-06,SHERIFF,280,64,64,64
2021-06,SHERIFF,290,209,209,209
2021-06,SHERIFF,35A,536,536,536
2021-06,SHERIFF,35B,318,318,318
2021-06,SHERIFF,36B,3,3,3
2021-06,SHERIFF,40B,1,1,1
2021-06,SHERIFF,520,112,112,112
2021-06,SHERIFF,64B,1,1,1
2021-06,SYCUAN TRIBAL POLICE DEPARTMENT,13B,2,2,2
2021-06,SYCUAN TRIBAL POLICE DEPARTMENT,23C,1,1,1
2021-06,SYCUAN TRIBAL POLICE DEPARTMENT,23F,2,2,2
2021-06,SYCUAN TRIBAL POLICE DEPARTMENT,240,1,1,1
2021-06,SYCUAN TRIBAL POLICE DEPARTMENT,250,1,1,1
2021-06,SYCUAN TRIBAL POLICE DEPARTMENT,26C,1,1,1
2021-06,SYCUAN TRIBAL POLICE DEPARTMENT,280,1,1,1
2021-06,SYCUAN TRIBAL POLICE DEPARTMENT,35A,4,4,4
2021-06,SYCUAN TRIBAL POLICE DEPARTMENT,520,1,1,1
2021-07,CARLSBAD,09A,1,1,1
2021-07,CARLSBAD,100,5,5,5
2021-07,CARLSBAD,11A,2,2,2
2021-07,CARLSBAD,11C,1,1,1
2021-07,CARLSBAD,11D,1,1,1
2021-07,CARLSBAD,120,5,5,5
2021-07,CARLSBAD,13A,25,17,25
2021-07,CARLSBAD,13B,45,38,45
2021-07,CARLSBAD,13C,8,6,8
2021-07,CARLSBAD,200,2,2,2
2021-07,CARLSBAD,210,1,1,1
2021-07,CARLSBAD,220,22,22,22
2021-07,CARLSBAD,23B,1,1,1
2021-07,CARLSBAD,23C,20,20,20
2021-07,CARLSBAD,23D,3,3,3
2021-07,CARLSBAD,23F,50,50,50
2021-07,CARLSBAD,23G,7,7,7
2021-07,CARLSBAD,23H,34,34,34
2021-07,CARLSBAD,240,24,12,12
2021-07,CARLSBAD,250,5,5,5
2021-07,CARLSBAD,26A,18,18,18
2021-07,CARLSBAD,26B,5,5,5
2021-07,CARLSBAD,26C,16,16,16
2021-07,CARLSBAD,26F,10,10,10
2021-07,CARLSBAD,280,7,7,7
2021-07,CARLSBAD,290,35,35,35
2021-07,CARLSBAD,35A,28,28,28
2021-07,CARLSBAD,35B,14,14,14
2021-07,CARLSBAD,520,6,6,6
2021-07,CHULA VISTA,09A,1,1,1
2021-07,CHULA VISTA,100,10,10,10
2021-07,CHULA VISTA,11A,2,2,2
2021-07,CHULA VISTA,11B,1,1,1
2021-07,CHULA VISTA,11D,7,7,7
2021-07,CHULA VISTA,120,18,18,18
2021-07,CHULA VISTA,13A,54,47,54
2021-07,CHULA VISTA,13B,116,111,116
2021-07,CHULA VISTA,13C,8,8,8
2021-07,CHULA VISTA,200,2,2,2
2021-07,CHULA VISTA,210,3,3,3
2021-07,CHULA VISTA,220,43,43,43
2021-07,CHULA VISTA,23C,11,11,11
2021-07,CHULA VISTA,23D,18,18,18
2021-07,CHULA VISTA,23F,83,83,83
2021-07,CHULA VISTA,23G,16,16,16
2021-07,CHULA VISTA,23H,31,31,31
2021-07,CHULA VISTA,240,150,75,75
2021-07,CHULA VISTA,250,3,3,3
2021-07,CHULA VISTA,26A,22,22,22
2021-07,CHULA VISTA,26B,19,19,19
2021-07,CHULA VISTA,26C,26,26,26
2021-07,CHULA VISTA,270,1,1,1
2021-07,CHULA VISTA,280,11,11,11
2021-07,CHULA VISTA,290,85,85,85
2021-07,CHULA VISTA,35A,61,61,61
2021-07,CHULA VISTA,35B,41,41,41
2021-07,CHULA VISTA,520,16,16,16
2021-07,EL CAJON,100,4,4,4
2021-07,EL CAJON,11A,2,2,2
2021-07,EL CAJON,11B,1,1,1
2021-07,EL CAJON,11D,8,7,8
2021-07,EL CAJON,120,5,5,5
2021-07,EL CAJON,13A,46,39,45
2021-07,EL CAJON,13B,81,74,81
2021-07,EL CAJON,13C,10,10,10
2021-07,EL CAJON,200,1,1,1
2021-07,EL CAJON,220,36,36,36
2021-07,EL CAJON,23C,12,12,12
2021-07,EL CAJON,23D,6,6,6
2021-07,EL CAJON,23E,1,1,1
2021-07,EL CAJON,23F,47,47,47
2021-07,EL CAJON,23G,18,18,18
2021-07,EL CAJON,23H,24,24,24
2021-07,EL CAJON,240,68,34,34
2021-07,EL CAJON,250,5,5,5
2021-07,EL CAJON,26A,8,8,8
2021-07,EL CAJON,26C,18,18,18
2021-07,EL CAJON,280,7,7,7
2021-07,EL CAJON,290,45,45,45
2021-07,EL CAJON,35A,81,81,81
2021-07,EL CAJON,35B,52,52,52
2021-07,EL CAJON,520,21,21,21
2021-07,ESCONDIDO,100,4,4,4
2021-07,ESCONDIDO,11A,4,4,4
2021-07,ESCONDIDO,11B,2,2,2
2021-07,ESCONDIDO,11D,10,9,10
2021-07,ESCONDIDO,120,14,14,14
2021-07,ESCONDIDO,13A,40,35,40
2021-07,ESCONDIDO,13B,84,71,83
2021-07,ESCONDIDO,13C,18,13,18
2021-07,ESCONDIDO,200,3,3,3
2021-07,ESCONDIDO,220,37,37,37
2021-07,ESCONDIDO,23A,1,1,1
2021-07,ESCONDIDO,23B,1,1,1
2021-07,ESCONDIDO,23C,48,48,48
2021-07,ESCONDIDO,23D,8,8,8
2021-07,ESCONDIDO,23F,37,37,37
2021-07,ESCONDIDO,23G,21,21,21
2021-07,ESCONDIDO,23H,25,25,25
2021-07,ESCONDIDO,240,81,41,41
2021-07,ESCONDIDO,250,1,1,1
2021-07,ESCONDIDO,26C,30,30,30
2021-07,ESCONDIDO,270,1,1,1
2021-07,ESCONDIDO,280,8,8,8
2021-07,ESCONDIDO,290,47,47,47
2021-07,ESCONDIDO,35A,128,128,128
2021-07,ESCONDIDO,35B,45,45,45
2021-07,ESCONDIDO,36B,2,2,2
2021-07,ESCONDIDO,520,17,17,17
2021-07,ESCONDIDO,720,1,1,1
2021-07,HARBOR POLICE,11A,1,1,1
2021-07,HARBOR POLICE,11B,1,1,1
2021-07,HARBOR POLICE,11D,2,2,2
2021-07,HARBOR POLICE,13A,8,8,8
2021-07,HARBOR POLICE,13B,13,13,13
2021-07,HARBOR POLICE,13C,1,1,1
2021-07,HARBOR POLICE,200,2,2,2
2021-07,HARBOR POLICE,220,4,4,4
2021-07,HARBOR POLICE,23C,4,4,4
2021-07,HARBOR POLICE,23D,3,3,3
2021-07,HARBOR POLICE,23F,12,12,12
2021-07,HARBOR POLICE,23H,25,25,25
2021-07,HARBOR POLICE,240,6,3,3
2021-07,HARBOR POLICE,250,1,1,1
2021-07,HARBOR POLICE,26A,1,1,1
2021-07,HARBOR POLICE,26C,7,7,7
2021-07,HARBOR POLICE,280,5,5,5
2021-07,HARBOR POLICE,290,23,23,23
2021-07,HARBOR POLICE,35A,18,18,18
2021-07,HARBOR POLICE,35B,7,7,7
2021-07,HARBOR POLICE,370,1,1,1
2021-07,HARBOR POLICE,520,10,10,10
2021-07,LA MESA,100,1,1,1
2021-07,LA MESA,11A,1,1,1
2021-07,LA MESA,11B,1,1,1
2021-07,LA MESA,11C,1,1,1
2021-07,LA MESA,11D,1,1,1
2021-07,LA MESA,120,4,4,4
2021-07,LA MESA,13A,7,6,7
2021-07,LA MESA,13B,31,30,31
2021-07,LA MESA,13C,2,2,2
2021-07,LA MESA,200,1,1,1
2021-07,LA MESA,220,21,21,21
2021-07,LA MESA,23C,22,22,22
2021-07,LA MESA,23D,2,2,2
2021-07,LA MESA,23F,34,34,34
2021-07,LA MESA,23G,21,21,21
2021-07,LA MESA,23H,11,11,11
2021-07,LA MESA,240,34,18,18
2021-07,LA MESA,250,2,2,2
2021-07,LA MESA,26A,4,4,4
2021-07,LA MESA,26C,17,17,17
2021-07,LA MESA,26F,4,4,4
2021-07,LA MESA,26G,1,1,1
2021-07,LA MESA,280,5,5,5
2021-07,LA MESA,290,28,28,28
2021-07,LA MESA,35A,19,19,19
2021-07,LA MESA,35B,7,7,7
2021-07,LA MESA,370,1,1,1
2021-07,LA MESA,520,3,3,3
2021-07,NATIONAL CITY,09A,2,2,2
2021-07,NATIONAL CITY,100,2,2,2
2021-07,NATIONAL CITY,11D,2,2,2
2021-07,NATIONAL CITY,120,7,7,7
2021-07,NATIONAL CITY,13A,31,24,31
2021-07,NATIONAL CITY,13B,32,32,32
2021-07,NATIONAL CITY,13C,4,4,4
2021-07,NATIONAL CITY,210,1,1,1
2021-07,NATIONAL CITY,220,14,14,14
2021-07,NATIONAL CITY,23A,1,1,1
2021-07,NATIONAL CITY,23C,8,8,8
2021-07,NATIONAL CITY,23D,4,4,4
2021-07,NATIONAL CITY,23F,49,49,49
2021-07,NATIONAL CITY,23G,3,3,3
2021-07,NATIONAL CITY,23H,17,17,17
2021-07,NATIONAL CITY,240,45,23,23
2021-07,NATIONAL CITY,250,2,2,2
2021-07,NATIONAL CITY,26A,3,3,3
2021-07,NATIONAL CITY,26B,1,1,1
2021-07,NATIONAL CITY,26C,6,6,6
2021-07,NATIONAL CITY,280,5,5,5
2021-07,NATIONAL CITY,290,57,57,57
2021-07,NATIONAL CITY,35A,20,20,20
2021-07,NATIONAL CITY,35B,12,12,12
2021-07,NATIONAL CITY,520,10,10,10
2021-07,OCEANSIDE,09B,1,1,1
2021-07,OCEANSIDE,100,5,5,5
2021-07,OCEANSIDE,11A,7,7,7
2021-07,OCEANSIDE,11B,2,2,2
2021-07,OCEANSIDE,11C,1,1,1
2021-07,OCEANSIDE,11D,6,6,6
2021-07,OCEANSIDE,120,18,18,18
2021-07,OCEANSIDE,13A,47,44,47
2021-07,OCEANSIDE,13B,143,120,140
2021-07,OCEANSIDE,13C,15,14,15
2021-07,OCEANSIDE,200,2,2,2
2021-07,OCEANSIDE,210,2,2,2
2021-07,OCEANSIDE,220,35,35,35
2021-07,OCEANSIDE,23C,26,26,26
2021-07,OCEANSIDE,23D,24,24,24
2021-07,OCEANSIDE,23F,75,75,75
2021-07,OCEANSIDE,23G,22,22,22
2021-07,OCEANSIDE,23H,62,62,62
2021-07,OCEANSIDE,240,88,44,44
2021-07,OCEANSIDE,250,3,3,3
2021-07,OCEANSIDE,26A,18,18,18
2021-07,OCEANSIDE,26B,12,12,12
2021-07,OCEANSIDE,26C,8,8,8
2021-07,OCEANSIDE,26F,8,8,8
2021-07,OCEANSIDE,270,1,1,1
2021-07,OCEANSIDE,280,6,6,6
2021-07,OCEANSIDE,290,119,119,119
2021-07,OCEANSIDE,35A,139,139,139
2021-07,OCEANSIDE,35B,106,106,106
2021-07,OCEANSIDE,36B,5,1,5
2021-07,OCEANSIDE,40B,1,1,1
2021-07,OCEANSIDE,520,14,14,14
2021-07,SAN DIEGO,09A,7,7,7
2021-07,SAN DIEGO,100,23,23,23
2021-07,SAN DIEGO,11A,35,35,35
2021-07,SAN DIEGO,11B,9,9,9
2021-07,SAN DIEGO,11C,5,5,5
2021-07,SAN DIEGO,11D,43,40,43
2021-07,SAN DIEGO,120,97,97,97
2021-07,SAN DIEGO,13A,413,368,412
2021-07,SAN DIEGO,13B,682,649,680
2021-07,SAN DIEGO,13C,76,72,76
2021-07,SAN DIEGO,200,11,11,11
2021-07,SAN DIEGO,210,7,7,7
2021-07,SAN DIEGO,220,307,307,307
2021-07,SAN DIEGO,23A,8,8,8
2021-07,SAN DIEGO,23B,7,7,7
2021-07,SAN DIEGO,23C,78,78,78
2021-07,SAN DIEGO,23D,63,63,63
2021-07,SAN DIEGO,23E,1,1,1
2021-07,SAN DIEGO,23F,666,666,666
2021-07,SAN DIEGO,23G,47,47,47
2021-07,SAN DIEGO,23H,660,660,660
2021-07,SAN DIEGO,240,969,490,490
2021-07,SAN DIEGO,250,21,21,21
2021-07,SAN DIEGO,26A,62,62,62
2021-07,SAN DIEGO,26B,85,85,85
2021-07,SAN DIEGO,26C,103,103,103
2021-07,SAN DIEGO,26F,1,1,1
2021-07,SAN DIEGO,270,3,3,3
2021-07,SAN DIEGO,280,51,51,51
2021-07,SAN DIEGO,290,827,827,827
2021-07,SAN DIEGO,35A,436,436,436
2021-07,SAN DIEGO,35B,191,191,191
2021-07,SAN DIEGO,36B,1,1,1
2021-07,SAN DIEGO,370,1,1,1
2021-07,SAN DIEGO,40A,4,4,4
2021-07,SAN DIEGO,40B,1,1,1
2021-07,SAN DIEGO,520,121,121,121
2021-07,SHERIFF,09A,3,3,3
2021-07,SHERIFF,100,11,10,11
2021-07,SHERIFF,11A,13,12,13
2021-07,SHERIFF,11B,1,1,1
2021-07,SHERIFF,11C,2,2,2
2021-07,SHERIFF,11D,25,23,25
2021-07,SHERIFF,120,28,28,28
2021-07,SHERIFF,13A,192,164,191
2021-07,SHERIFF,13B,613,574,610
2021-07,SHERIFF,13C,43,32,43
2021-07,SHERIFF,200,8,8,8
2021-07,SHERIFF,220,126,126,126
2021-07,SHERIFF,23B,2,2,2
2021-07,SHERIFF,23C,98,98,98
2021-07,SHERIFF,23D,49,49,49
2021-07,SHERIFF,23F,186,186,186
2021-07,SHERIFF,23G,62,62,62
2021-07,SHERIFF,23H,91,91,91
2021-07,SHERIFF,240,298,150,150
2021-07,SHERIFF,250,14,14,14
2021-07,SHERIFF,26A,29,29,29
2021-07,SHERIFF,26B,9,9,9
2021-07,SHERIFF,26C,26,26,26
2021-07,SHERIFF,26F,89,89,89
2021-07,SHERIFF,270,7,7,7
2021-07,SHERIFF,280,59,59,59
2021-07,SHERIFF,290,223,223,223
2021-07,SHERIFF,35A,529,529,529
2021-07,SHERIFF,35B,323,323,323
2021-07,SHERIFF,36B,5,5,5
2021-07,SHERIFF,370,1,1,1
2021-07,SHERIFF,40A,2,2,2
2021-07,SHERIFF,520,87,87,87
2021-07,SYCUAN TRIBAL POLICE DEPARTMENT,11A,1,1,1
2021-07,SYCUAN TRIBAL POLICE DEPARTMENT,13A,1,1,1
2021-07,SYCUAN TRIBAL POLICE DEPARTMENT,13B,6,6,6
2021-07,SYCUAN TRIBAL POLICE DEPARTMENT,23A,2,2,2
2021-07,SYCUAN TRIBAL POLICE DEPARTMENT,23F,3,3,3
2021-07,SYCUAN TRIBAL POLICE DEPARTMENT,23H,2,2,2
2021-07,SYCUAN TRIBAL POLICE DEPARTMENT,280,2,2,2
2021-07,SYCUAN TRIBAL POLICE DEPARTMENT,35A,8,8,8
2021-08,CARLSBAD,100,2,2,2
2021-08,CARLSBAD,11A,3,3,3
2021-08,CARLSBAD,11B,2,2,2
2021-08,CARLSBAD,11C,1,1,1
2021-08,CARLSBAD,11D,2,2,2
2021-08,CARLSBAD,120,3,3,3
2021-08,CARLSBAD,13A,13,13,13
2021-08,CARLSBAD,13B,39,31,39
2021-08,CARLSBAD,13C,8,5,8
2021-08,CARLSBAD,200,1,1,1
2021-08,CARLSBAD,210,2,2,2
2021-08,CARLSBAD,220,33,33,33
2021-08,CARLSBAD,23A,1,1,1
2021-08,CARLSBAD,23B,1,1,1
2021-08,CARLSBAD,23C,15,15,15
2021-08,CARLSBAD,23D,3,3,3
2021-08,CARLSBAD,23F,49,49,49
2021-08,CARLSBAD,23G,10,10,10
2021-08,CARLSBAD,23H,48,48,48
2021-08,CARLSBAD,240,42,21,21
2021-08,CARLSBAD,250,7,7,7
2021-08,CARLSBAD,26A,12,12,12
2021-08,CARLSBAD,26B,6,6,6
2021-08,CARLSBAD,26C,11,11,11
2021-08,CARLSBAD,26F,19,19,19
2021-08,CARLSBAD,26G,1,1,1
2021-08,CARLSBAD,270,1,1,1
2021-08,CARLSBAD,280,6,6,6
2021-08,CARLSBAD,290,46,46,46
2021-08,CARLSBAD,35A,22,22,22
2021-08,CARLSBAD,35B,13,13,13
2021-08,CARLSBAD,36B,1,1,1
2021-08,CARLSBAD,370,2,2,2
2021-08,CARLSBAD,40A,12,12,12
2021-08,CARLSBAD,520,2,2,2
2021-08,CHULA VISTA,100,14,13,14
2021-08,CHULA VISTA,11A,1,1,1
2021-08,CHULA VISTA,11B,2,2,2
2021-08,CHULA VISTA,11C,3,3,3
2021-08,CHULA VISTA,11D,17,10,16
2021-08,CHULA VISTA,120,21,21,21
2021-08,CHULA VISTA,13A,53,49,53
2021-08,CHULA VISTA,13B,129,115,129
2021-08,CHULA VISTA,13C,13,13,13
2021-08,CHULA VISTA,200,6,6,6
2021-08,CHULA VISTA,210,2,2,2
2021-08,CHULA VISTA,220,33,33,33
2021-08,CHULA VISTA,23A,1,1,1
2021-08,CHULA VISTA,23C,17,17,17
2021-08,CHULA VISTA,23D,6,6,6
2021-08,CHULA VISTA,23F,75,75,75
2021-08,CHULA VISTA,23G,15,15,15
2021-08,CHULA VISTA,23H,46,46,46
2021-08,CHULA VISTA,240,122,61,61
2021-08,CHULA VISTA,250,2,2,2
2021-08,CHULA VISTA,26A,18,18,18
2021-08,CHULA VISTA,26B,17,17,17
2021-08,CHULA VISTA,26C,21,21,21
2021-08,CHULA VISTA,26F,1,1,1
2021-08,CHULA VISTA,270,3,3,3
2021-08,CHULA VISTA,280,11,11,11
2021-08,CHULA VISTA,290,76,76,76
2021-08,CHULA VISTA,35A,47,47,47
2021-08,CHULA VISTA,35B,39,39,39
2021-08,CHULA VISTA,40A,1,1,1
2021-08,CHULA VISTA,520,15,15,15
2021-08,EL CAJON,09A,1,1,1
2021-08,EL CAJON,100,3,3,3
2021-08,EL CAJON,11A,3,3,3
2021-08,EL CAJON,11B,2,2,2
2021-08,EL CAJON,11C,1,1,1
2021-08,EL CAJON,11D,7,7,7
2021-08,EL CAJON,120,10,10,10
2021-08,EL CAJON,13A,34,28,34
2021-08,EL CAJON,13B,66,64,66
2021-08,EL CAJON,13C,9,9,9
2021-08,EL CAJON,200,1,1,1
2021-08,EL CAJON,220,24,24,24
2021-08,EL CAJON,23A,1,1,1
2021-08,EL CAJON,23C,10,10,10
2021-08,EL CAJON,23D,3,3,3
2021-08,EL CAJON,23E,1,1,1
2021-08,EL CAJON,23F,39,39,39
2021-08,EL CAJON,23G,13,13,13
2021-08,EL CAJON,23H,26,26,26
2021-08,EL CAJON,240,71,36,36
2021-08,EL CAJON,26A,6,6,6
2021-08,EL CAJON,26C,10,10,10
2021-08,EL CAJON,270,1,1,1
2021-08,EL CAJON,280,6,6,6
2021-08,EL CAJON,290,52,52,52
2021-08,EL CAJON,35A,58,58,58
2021-08,EL CAJON,35B,32,32,32
2021-08,EL CAJON,370,1,1,1
2021-08,EL CAJON,39C,1,1,1
2021-08,EL CAJON,40B,1,1,1
2021-08,EL CAJON,520,13,13,13
2021-08,ESCONDIDO,09A,1,1,1
2021-08,ESCONDIDO,100,4,4,4
2021-08,ESCONDIDO,11A,2,2,2
2021-08,ESCONDIDO,11C,1,1,1
2021-08,ESCONDIDO,11D,9,7,9
2021-08,ESCONDIDO,120,14,14,14
2021-08,ESCONDIDO,13A,28,27,28
2021-08,ESCONDIDO,13B,95,86,95
2021-08,ESCONDIDO,13C,10,9,10
2021-08,ESCONDIDO,200,3,3,3
2021-08,ESCONDIDO,210,1,1,1
2021-08,ESCONDIDO,220,33,33,33
2021-08,ESCONDIDO,23C,35,35,35
2021-08,ESCONDIDO,23D,7,7,7
2021-08,ESCONDIDO,23F,35,35,35
2021-08,ESCONDIDO,23G,16,16,16
2021-08,ESCONDIDO,23H,42,42,42
2021-08,ESCONDIDO,240,81,41,41
2021-08,ESCONDIDO,250,5,5,5
2021-08,ESCONDIDO,26A,4,4,4
2021-08,ESCONDIDO,26B,1,1,1
2021-08,ESCONDIDO,26C,21,21,21
2021-08,ESCONDIDO,26F,13,13,13
2021-08,ESCONDIDO,270,1,1,1
2021-08,ESCONDIDO,280,8,8,8
2021-08,ESCONDIDO,290,56,56,56
2021-08,ESCONDIDO,35A,130,130,130
2021-08,ESCONDIDO,35B,60,60,60
2021-08,ESCONDIDO,370,1,1,1
2021-08,ESCONDIDO,520,17,17,17
2021-08,HARBOR POLICE,13A,7,7,7
2021-08,HARBOR POLICE,13B,24,19,24
2021-08,HARBOR POLICE,13C,4,2,4
2021-08,HARBOR POLICE,220,11,11,11
2021-08,HARBOR POLICE,23C,2,2,2
2021-08,HARBOR POLICE,23D,5,5,5
2021-08,HARBOR POLICE,23E,1,1,1
2021-08,HARBOR POLICE,23F,6,6,6
2021-08,HARBOR POLICE,23H,15,15,15
2021-08,HARBOR POLICE,240,2,1,1
2021-08,HARBOR POLICE,26A,1,1,1
2021-08,HARBOR POLICE,26C,3,3,3
2021-08,HARBOR POLICE,270,1,1,1
2021-08,HARBOR POLICE,280,4,4,4
2021-08,HARBOR POLICE,290,22,22,22
2021-08,HARBOR POLICE,35A,15,15,15
2021-08,HARBOR POLICE,35B,6,6,6
2021-08,HARBOR POLICE,520,13,13,13
2021-08,LA MESA,100,1,1,1
2021-08,LA MESA,11B,1,1,1
2021-08,LA MESA,11D,2,2,2
2021-08,LA MESA,120,5,5,5
2021-08,LA MESA,13A,16,13,16
2021-08,LA MESA,13B,34,33,34
2021-08,LA MESA,13C,6,6,6
2021-08,LA MESA,200,1,1,1
2021-08,LA MESA,220,11,11,11
2021-08,LA MESA,23A,1,1,1
2021-08,LA MESA,23C,13,13,13
2021-08,LA MESA,23D,1,1,1
2021-08,LA MESA,23F,20,20,20
2021-08,LA MESA,23G,23,23,23
2021-08,LA MESA,23H,12,12,12
2021-08,LA MESA,240,36,18,18
2021-08,LA MESA,250,4,4,4
2021-08,LA MESA,26A,6,6,6
2021-08,LA MESA,26B,1,1,1
2021-08,LA MESA,26C,3,3,3
2021-08,LA MESA,26F,16,16,16
2021-08,LA MESA,280,2,2,2
2021-08,LA MESA,290,24,24,24
2021-08,LA MESA,35A,15,15,15
2021-08,LA MESA,35B,8,8,8
2021-08,LA MESA,36B,1,1,1
2021-08,LA MESA,370,1,1,1
2021-08,LA MESA,520,2,2,2
2021-08,NATIONAL CITY,100,7,6,7
2021-08,NATIONAL CITY,11A,1,1,1
2021-08,NATIONAL CITY,11B,1,1,1
2021-08,NATIONAL CITY,11C,1,1,1
2021-08,NATIONAL CITY,11D,3,3,3
2021-08,NATIONAL CITY,120,9,9,9
2021-08,NATIONAL CITY,13A,33,31,33
2021-08,NATIONAL CITY,13B,42,37,42
2021-08,NATIONAL CITY,13C,8,7,8
2021-08,NATIONAL CITY,200,2,2,2
2021-08,NATIONAL CITY,220,6,6,6
2021-08,NATIONAL CITY,23C,16,16,16
2021-08,NATIONAL CITY,23D,2,2,2
2021-08,NATIONAL CITY,23F,44,44,44
2021-08,NATIONAL CITY,23G,2,2,2
2021-08,NATIONAL CITY,23H,12,12,12
2021-08,NATIONAL CITY,240,52,26,26
2021-08,NATIONAL CITY,250,1,1,1
2021-08,NATIONAL CITY,26A,4,4,4
2021-08,NATIONAL CITY,26B,1,1,1
2021-08,NATIONAL CITY,26C,4,4,4
2021-08,NATIONAL CITY,26F,6,6,6
2021-08,NATIONAL CITY,270,1,1,1
2021-08,NATIONAL CITY,280,6,6,6
2021-08,NATIONAL CITY,290,47,47,47
2021-08,NATIONAL CITY,35A,7,7,7
2021-08,NATIONAL CITY,35B,6,6,6
2021-08,NATIONAL CITY,370,1,1,1
2021-08,NATIONAL CITY,520,6,6,6
2021-08,OCEANSIDE,100,1,1,1
2021-08,OCEANSIDE,11A,10,10,10
2021-08,OCEANSIDE,11B,2,2,2
2021-08,OCEANSIDE,11D,10,10,10
2021-08,OCEANSIDE,120,15,15,15
2021-08,OCEANSIDE,13A,60,52,60
2021-08,OCEANSIDE,13B,125,111,125
2021-08,OCEANSIDE,13C,11,11,11
2021-08,OCEANSIDE,200,4,4,4
2021-08,OCEANSIDE,210,1,1,1
2021-08,OCEANSIDE,220,35,35,35
2021-08,OCEANSIDE,23A,3,3,3
2021-08,OCEANSIDE,23C,22,22,22
2021-08,OCEANSIDE,23D,21,21,21
2021-08,OCEANSIDE,23F,73,73,73
2021-08,OCEANSIDE,23G,19,19,19
2021-08,OCEANSIDE,23H,66,66,66
2021-08,OCEANSIDE,240,68,34,34
2021-08,OCEANSIDE,250,8,8,8
2021-08,OCEANSIDE,26A,15,15,15
2021-08,OCEANSIDE,26B,10,10,10
2021-08,OCEANSIDE,26C,2,2,2
2021-08,OCEANSIDE,26F,13,13,13
2021-08,OCEANSIDE,26G,1,1,1
2021-08,OCEANSIDE,270,2,2,2
2021-08,OCEANSIDE,280,5,5,5
2021-08,OCEANSIDE,290,103,103,103
2021-08,OCEANSIDE,35A,88,88,88
2021-08,OCEANSIDE,35B,59,59,59
2021-08,OCEANSIDE,40B,1,1,1
2021-08,OCEANSIDE,520,11,11,11
2021-08,OCEANSIDE,720,1,1,1
2021-08,SAN DIEGO,09A,4,4,4
2021-08,SAN DIEGO,100,25,21,25
2021-08,SAN DIEGO,11A,28,28,28
2021-08,SAN DIEGO,11B,11,11,11
2021-08,SAN DIEGO,11C,3,3,3
2021-08,SAN DIEGO,11D,49,46,49
2021-08,SAN DIEGO,120,82,82,82
2021-08,SAN DIEGO,13A,385,339,381
2021-08,SAN DIEGO,13B,632,597,630
2021-08,SAN DIEGO,13C,67,61,67
2021-08,SAN DIEGO,200,18,18,18
