month,agency,offense_code,source_rows,distinct_incidents,distinct_offense_ids
2021-03,CARLSBAD,26C,31,31,31
2021-03,CARLSBAD,26F,1,1,1
2021-03,CARLSBAD,270,2,2,2
2021-03,CARLSBAD,280,13,13,13
2021-03,CARLSBAD,290,30,30,30
2021-03,CARLSBAD,35A,38,38,38
2021-03,CARLSBAD,35B,26,26,26
2021-03,CARLSBAD,40A,1,1,1
2021-03,CARLSBAD,520,4,4,4
2021-03,CHULA VISTA,09A,1,1,1
2021-03,CHULA VISTA,100,9,7,9
2021-03,CHULA VISTA,11A,3,3,3
2021-03,CHULA VISTA,11B,2,2,2
2021-03,CHULA VISTA,11C,2,2,2
2021-03,CHULA VISTA,11D,4,4,4
2021-03,CHULA VISTA,120,23,23,23
2021-03,CHULA VISTA,13A,46,37,45
2021-03,CHULA VISTA,13B,98,88,98
2021-03,CHULA VISTA,13C,2,2,2
2021-03,CHULA VISTA,200,4,4,4
2021-03,CHULA VISTA,210,2,2,2
2021-03,CHULA VISTA,220,23,23,23
2021-03,CHULA VISTA,23B,2,2,2
2021-03,CHULA VISTA,23C,22,22,22
2021-03,CHULA VISTA,23D,5,5,5
2021-03,CHULA VISTA,23F,94,94,94
2021-03,CHULA VISTA,23G,12,12,12
2021-03,CHULA VISTA,23H,31,31,31
2021-03,CHULA VISTA,240,182,91,91
2021-03,CHULA VISTA,250,6,6,6
2021-03,CHULA VISTA,26A,23,23,23
2021-03,CHULA VISTA,26B,14,14,14
2021-03,CHULA VISTA,26C,29,29,29
2021-03,CHULA VISTA,26D,2,2,2
2021-03,CHULA VISTA,270,1,1,1
2021-03,CHULA VISTA,280,8,8,8
2021-03,CHULA VISTA,290,67,67,67
2021-03,CHULA VISTA,35A,65,65,65
2021-03,CHULA VISTA,35B,63,63,63
2021-03,CHULA VISTA,520,23,23,23
2021-03,CHULA VISTA,720,1,1,1
2021-03,EL CAJON,11A,1,1,1
2021-03,EL CAJON,11C,1,1,1
2021-03,EL CAJON,11D,7,7,7
2021-03,EL CAJON,120,13,13,13
2021-03,EL CAJON,13A,26,25,26
2021-03,EL CAJON,13B,57,52,57
2021-03,EL CAJON,13C,10,8,10
2021-03,EL CAJON,200,5,5,5
2021-03,EL CAJON,220,15,15,15
2021-03,EL CAJON,23A,1,1,1
2021-03,EL CAJON,23B,1,1,1
2021-03,EL CAJON,23C,15,15,15
2021-03,EL CAJON,23D,1,1,1
2021-03,EL CAJON,23F,47,47,47
2021-03,EL CAJON,23G,9,9,9
2021-03,EL CAJON,23H,21,21,21
2021-03,EL CAJON,240,50,25,25
2021-03,EL CAJON,250,5,5,5
2021-03,EL CAJON,26A,5,5,5
2021-03,EL CAJON,26C,17,17,17
2021-03,EL CAJON,280,11,11,11
2021-03,EL CAJON,290,47,47,47
2021-03,EL CAJON,35A,88,88,88
2021-03,EL CAJON,35B,75,75,75
2021-03,EL CAJON,520,10,10,10
2021-03,ESCONDIDO,100,4,4,4
2021-03,ESCONDIDO,11A,3,3,3
2021-03,ESCONDIDO,11D,7,7,7
2021-03,ESCONDIDO,120,9,9,9
2021-03,ESCONDIDO,13A,28,22,28
2021-03,ESCONDIDO,13B,69,66,69
2021-03,ESCONDIDO,13C,9,6,9
2021-03,ESCONDIDO,220,25,25,25
2021-03,ESCONDIDO,23A,2,2,2
2021-03,ESCONDIDO,23C,31,31,31
2021-03,ESCONDIDO,23D,3,3,3
2021-03,ESCONDIDO,23F,59,59,59
2021-03,ESCONDIDO,23G,21,21,21
2021-03,ESCONDIDO,23H,35,35,35
2021-03,ESCONDIDO,240,110,55,55
2021-03,ESCONDIDO,250,3,3,3
2021-03,ESCONDIDO,26A,2,2,2
2021-03,ESCONDIDO,26C,26,26,26
2021-03,ESCONDIDO,26F,1,1,1
2021-03,ESCONDIDO,280,5,5,5
2021-03,ESCONDIDO,290,63,63,63
2021-03,ESCONDIDO,35A,136,136,136
2021-03,ESCONDIDO,35B,94,94,94
2021-03,ESCONDIDO,36B,3,3,3
2021-03,ESCONDIDO,520,20,20,20
2021-03,HARBOR POLICE,11A,1,1,1
2021-03,HARBOR POLICE,11D,2,1,1
2021-03,HARBOR POLICE,120,1,1,1
2021-03,HARBOR POLICE,13A,16,14,16
2021-03,HARBOR POLICE,13B,12,11,12
2021-03,HARBOR POLICE,13C,3,3,3
2021-03,HARBOR POLICE,220,2,2,2
2021-03,HARBOR POLICE,23B,1,1,1
2021-03,HARBOR POLICE,23C,1,1,1
2021-03,HARBOR POLICE,23D,3,3,3
2021-03,HARBOR POLICE,23F,10,10,10
2021-03,HARBOR POLICE,23G,1,1,1
2021-03,HARBOR POLICE,23H,17,17,17
2021-03,HARBOR POLICE,240,2,1,1
2021-03,HARBOR POLICE,250,3,3,3
2021-03,HARBOR POLICE,26B,2,2,2
2021-03,HARBOR POLICE,26C,4,4,4
2021-03,HARBOR POLICE,26F,1,1,1
2021-03,HARBOR POLICE,280,4,4,4
2021-03,HARBOR POLICE,290,17,17,17
2021-03,HARBOR POLICE,35A,23,23,23
2021-03,HARBOR POLICE,35B,15,15,15
2021-03,HARBOR POLICE,520,14,14,14
2021-03,LA MESA,11D,1,1,1
2021-03,LA MESA,120,4,4,4
2021-03,LA MESA,13A,11,11,11
2021-03,LA MESA,13B,32,28,32
2021-03,LA MESA,13C,1,1,1
2021-03,LA MESA,220,10,10,10
2021-03,LA MESA,23C,6,6,6
2021-03,LA MESA,23D,4,4,4
2021-03,LA MESA,23F,34,34,34
2021-03,LA MESA,23G,11,11,11
2021-03,LA MESA,23H,16,16,16
2021-03,LA MESA,240,26,13,13
2021-03,LA MESA,250,2,2,2
2021-03,LA MESA,26A,4,4,4
2021-03,LA MESA,26C,13,13,13
2021-03,LA MESA,26F,1,1,1
2021-03,LA MESA,280,4,4,4
2021-03,LA MESA,290,21,21,21
2021-03,LA MESA,35A,23,23,23
2021-03,LA MESA,35B,10,10,10
2021-03,LA MESA,520,7,7,7
2021-03,LA MESA,720,1,1,1
2021-03,NATIONAL CITY,09A,1,1,1
2021-03,NATIONAL CITY,100,3,3,3
2021-03,NATIONAL CITY,11A,2,2,2
2021-03,NATIONAL CITY,11B,1,1,1
2021-03,NATIONAL CITY,11D,4,4,4
2021-03,NATIONAL CITY,120,8,8,8
2021-03,NATIONAL CITY,13A,32,25,32
2021-03,NATIONAL CITY,13B,42,35,42
2021-03,NATIONAL CITY,13C,2,2,2
2021-03,NATIONAL CITY,200,1,1,1
2021-03,NATIONAL CITY,210,1,1,1
2021-03,NATIONAL CITY,220,14,14,14
2021-03,NATIONAL CITY,23C,5,5,5
2021-03,NATIONAL CITY,23D,8,8,8
2021-03,NATIONAL CITY,23F,25,25,25
2021-03,NATIONAL CITY,23G,8,8,8
2021-03,NATIONAL CITY,23H,25,25,25
2021-03,NATIONAL CITY,240,44,22,22
2021-03,NATIONAL CITY,250,3,3,3
2021-03,NATIONAL CITY,26A,4,4,4
2021-03,NATIONAL CITY,26B,3,3,3
2021-03,NATIONAL CITY,26C,6,6,6
2021-03,NATIONAL CITY,280,5,5,5
2021-03,NATIONAL CITY,290,37,37,37
2021-03,NATIONAL CITY,35A,23,23,23
2021-03,NATIONAL CITY,35B,16,16,16
2021-03,NATIONAL CITY,370,1,1,1
2021-03,NATIONAL CITY,40A,1,1,1
2021-03,NATIONAL CITY,40B,1,1,1
2021-03,NATIONAL CITY,520,10,10,10
2021-03,OCEANSIDE,100,7,5,7
2021-03,OCEANSIDE,11A,7,7,7
2021-03,OCEANSIDE,11B,7,6,7
2021-03,OCEANSIDE,11D,5,5,5
2021-03,OCEANSIDE,120,15,15,15
2021-03,OCEANSIDE,13A,46,41,46
2021-03,OCEANSIDE,13B,127,117,127
2021-03,OCEANSIDE,13C,14,10,14
2021-03,OCEANSIDE,200,4,4,4
2021-03,OCEANSIDE,210,1,1,1
2021-03,OCEANSIDE,220,33,33,33
2021-03,OCEANSIDE,23A,2,2,2
2021-03,OCEANSIDE,23B,1,1,1
2021-03,OCEANSIDE,23C,51,51,51
2021-03,OCEANSIDE,23D,22,22,22
2021-03,OCEANSIDE,23E,1,1,1
2021-03,OCEANSIDE,23F,82,82,82
2021-03,OCEANSIDE,23G,26,26,26
2021-03,OCEANSIDE,23H,52,52,52
2021-03,OCEANSIDE,240,50,25,25
2021-03,OCEANSIDE,250,4,4,4
2021-03,OCEANSIDE,26A,16,16,16
2021-03,OCEANSIDE,26B,16,16,16
2021-03,OCEANSIDE,26C,25,25,25
2021-03,OCEANSIDE,26F,4,4,4
2021-03,OCEANSIDE,270,2,2,2
2021-03,OCEANSIDE,280,6,6,6
2021-03,OCEANSIDE,290,86,86,86
2021-03,OCEANSIDE,35A,113,113,113
2021-03,OCEANSIDE,35B,84,84,84
2021-03,OCEANSIDE,520,29,29,29
2021-03,SAN DIEGO,09A,1,1,1
2021-03,SAN DIEGO,09B,2,2,2
2021-03,SAN DIEGO,100,26,24,26
2021-03,SAN DIEGO,11A,28,28,28
2021-03,SAN DIEGO,11B,10,10,10
2021-03,SAN DIEGO,11C,6,6,6
2021-03,SAN DIEGO,11D,30,27,30
2021-03,SAN DIEGO,120,85,85,85
2021-03,SAN DIEGO,13A,338,293,334
2021-03,SAN DIEGO,13B,555,519,553
2021-03,SAN DIEGO,13C,59,47,59
2021-03,SAN DIEGO,200,12,12,12
2021-03,SAN DIEGO,210,5,5,5
2021-03,SAN DIEGO,220,272,272,272
2021-03,SAN DIEGO,23A,5,5,5
2021-03,SAN DIEGO,23B,6,6,6
2021-03,SAN DIEGO,23C,94,94,94
2021-03,SAN DIEGO,23D,55,55,55
2021-03,SAN DIEGO,23F,665,665,665
2021-03,SAN DIEGO,23G,55,55,55
2021-03,SAN DIEGO,23H,565,565,565
2021-03,SAN DIEGO,240,965,489,489
2021-03,SAN DIEGO,250,22,22,22
2021-03,SAN DIEGO,26A,56,56,56
2021-03,SAN DIEGO,26B,163,163,163
2021-03,SAN DIEGO,26C,183,183,183
2021-03,SAN DIEGO,26D,1,1,1
2021-03,SAN DIEGO,270,6,6,6
2021-03,SAN DIEGO,280,69,69,69
2021-03,SAN DIEGO,290,685,685,685
2021-03,SAN DIEGO,35A,372,372,372
2021-03,SAN DIEGO,35B,224,224,224
2021-03,SAN DIEGO,36B,3,3,3
2021-03,SAN DIEGO,370,1,1,1
2021-03,SAN DIEGO,40A,9,9,9
2021-03,SAN DIEGO,40B,1,1,1
2021-03,SAN DIEGO,520,107,107,107
2021-03,SHERIFF,100,14,13,14
2021-03,SHERIFF,11A,11,11,11
2021-03,SHERIFF,11B,1,1,1
2021-03,SHERIFF,11C,1,1,1
2021-03,SHERIFF,11D,22,21,22
2021-03,SHERIFF,120,36,36,36
2021-03,SHERIFF,13A,131,121,131
2021-03,SHERIFF,13B,516,482,515
2021-03,SHERIFF,13C,34,30,34
2021-03,SHERIFF,200,3,3,3
2021-03,SHERIFF,210,1,1,1
2021-03,SHERIFF,220,156,156,156
2021-03,SHERIFF,23A,1,1,1
2021-03,SHERIFF,23B,1,1,1
2021-03,SHERIFF,23C,66,66,66
2021-03,SHERIFF,23D,43,43,43
2021-03,SHERIFF,23E,2,2,2
2021-03,SHERIFF,23F,213,213,213
2021-03,SHERIFF,23G,46,46,46
2021-03,SHERIFF,23H,91,91,91
2021-03,SHERIFF,240,300,150,150
2021-03,SHERIFF,250,26,26,26
2021-03,SHERIFF,26A,36,36,36
2021-03,SHERIFF,26B,21,21,21
2021-03,SHERIFF,26C,34,34,34
2021-03,SHERIFF,26F,92,92,92
2021-03,SHERIFF,26G,1,1,1
2021-03,SHERIFF,270,6,6,6
2021-03,SHERIFF,280,57,57,57
2021-03,SHERIFF,290,189,189,189
2021-03,SHERIFF,35A,454,454,454
2021-03,SHERIFF,35B,332,332,332
2021-03,SHERIFF,36B,3,3,3
2021-03,SHERIFF,40B,1,1,1
2021-03,SHERIFF,520,85,85,85
2021-03,SHERIFF,64B,2,2,2
2021-03,SHERIFF,720,1,1,1
2021-04,CARLSBAD,100,1,1,1
2021-04,CARLSBAD,11A,3,3,3
2021-04,CARLSBAD,11B,2,2,2
2021-04,CARLSBAD,11D,2,2,2
2021-04,CARLSBAD,120,5,5,5
2021-04,CARLSBAD,13A,7,7,7
2021-04,CARLSBAD,13B,44,40,43
2021-04,CARLSBAD,13C,12,7,12
2021-04,CARLSBAD,200,1,1,1
2021-04,CARLSBAD,210,1,1,1
2021-04,CARLSBAD,220,21,21,21
2021-04,CARLSBAD,23A,1,1,1
2021-04,CARLSBAD,23C,24,24,24
2021-04,CARLSBAD,23D,4,4,4
2021-04,CARLSBAD,23F,71,71,71
2021-04,CARLSBAD,23G,4,4,4
2021-04,CARLSBAD,23H,51,51,51
2021-04,CARLSBAD,240,36,18,18
2021-04,CARLSBAD,250,7,7,7
2021-04,CARLSBAD,26A,14,14,14
2021-04,CARLSBAD,26B,3,3,3
2021-04,CARLSBAD,26C,22,22,22
2021-04,CARLSBAD,280,6,6,6
2021-04,CARLSBAD,290,31,31,31
2021-04,CARLSBAD,35A,44,44,44
2021-04,CARLSBAD,35B,25,25,25
2021-04,CARLSBAD,520,9,9,9
2021-04,CARLSBAD,720,1,1,1
2021-04,CHULA VISTA,09A,1,1,1
2021-04,CHULA VISTA,100,9,8,9
2021-04,CHULA VISTA,11A,4,4,4
2021-04,CHULA VISTA,11D,6,4,6
2021-04,CHULA VISTA,120,19,19,19
2021-04,CHULA VISTA,13A,58,45,57
2021-04,CHULA VISTA,13B,98,89,98
2021-04,CHULA VISTA,13C,13,12,13
2021-04,CHULA VISTA,200,5,5,5
2021-04,CHULA VISTA,210,1,1,1
2021-04,CHULA VISTA,220,33,33,33
2021-04,CHULA VISTA,23B,1,1,1
2021-04,CHULA VISTA,23C,29,29,29
2021-04,CHULA VISTA,23D,10,10,10
2021-04,CHULA VISTA,23F,75,75,75
2021-04,CHULA VISTA,23G,17,17,17
2021-04,CHULA VISTA,23H,23,23,23
2021-04,CHULA VISTA,240,144,72,72
2021-04,CHULA VISTA,250,5,5,5
2021-04,CHULA VISTA,26A,24,24,24
2021-04,CHULA VISTA,26B,18,18,18
2021-04,CHULA VISTA,26C,23,23,23
2021-04,CHULA VISTA,26F,2,2,2
2021-04,CHULA VISTA,280,10,10,10
2021-04,CHULA VISTA,290,80,80,80
2021-04,CHULA VISTA,35A,69,69,69
2021-04,CHULA VISTA,35B,54,54,54
2021-04,CHULA VISTA,36B,1,1,1
2021-04,CHULA VISTA,370,1,1,1
2021-04,CHULA VISTA,40A,23,23,23
2021-04,CHULA VISTA,520,13,13,13
2021-04,EL CAJON,09A,1,1,1
2021-04,EL CAJON,100,2,2,2
2021-04,EL CAJON,11A,1,1,1
2021-04,EL CAJON,11C,1,1,1
2021-04,EL CAJON,11D,2,2,2
2021-04,EL CAJON,120,7,7,7
2021-04,EL CAJON,13A,28,26,28
2021-04,EL CAJON,13B,61,58,61
2021-04,EL CAJON,13C,7,7,7
2021-04,EL CAJON,200,2,2,2
2021-04,EL CAJON,210,1,1,1
2021-04,EL CAJON,220,12,12,12
2021-04,EL CAJON,23C,21,21,21
2021-04,EL CAJON,23D,9,9,9
2021-04,EL CAJON,23F,34,34,34
2021-04,EL CAJON,23G,10,10,10
2021-04,EL CAJON,23H,21,21,21
2021-04,EL CAJON,240,56,28,28
2021-04,EL CAJON,250,5,5,5
2021-04,EL CAJON,26A,7,7,7
2021-04,EL CAJON,26C,22,22,22
2021-04,EL CAJON,280,3,3,3
2021-04,EL CAJON,290,43,43,43
2021-04,EL CAJON,35A,77,77,77
2021-04,EL CAJON,35B,60,60,60
2021-04,EL CAJON,520,21,21,21
2021-04,ESCONDIDO,09C,1,1,1
2021-04,ESCONDIDO,100,2,2,2
2021-04,ESCONDIDO,11D,10,9,9
2021-04,ESCONDIDO,120,13,13,13
2021-04,ESCONDIDO,13A,23,21,23
2021-04,ESCONDIDO,13B,57,54,56
2021-04,ESCONDIDO,13C,8,8,8
2021-04,ESCONDIDO,200,2,2,2
2021-04,ESCONDIDO,210,1,1,1
2021-04,ESCONDIDO,220,21,21,21
2021-04,ESCONDIDO,23B,1,1,1
2021-04,ESCONDIDO,23C,33,33,33
2021-04,ESCONDIDO,23D,6,6,6
2021-04,ESCONDIDO,23F,40,40,40
2021-04,ESCONDIDO,23G,25,25,25
2021-04,ESCONDIDO,23H,45,45,45
2021-04,ESCONDIDO,240,78,39,39
2021-04,ESCONDIDO,250,5,5,5
2021-04,ESCONDIDO,26A,3,3,3
2021-04,ESCONDIDO,26B,1,1,1
2021-04,ESCONDIDO,26C,22,22,22
2021-04,ESCONDIDO,26F,1,1,1
2021-04,ESCONDIDO,280,9,9,9
2021-04,ESCONDIDO,290,43,43,43
2021-04,ESCONDIDO,35A,93,93,93
2021-04,ESCONDIDO,35B,47,47,47
2021-04,ESCONDIDO,370,1,1,1
2021-04,ESCONDIDO,40A,36,36,36
2021-04,ESCONDIDO,520,19,19,19
2021-04,HARBOR POLICE,120,1,1,1
2021-04,HARBOR POLICE,13A,7,6,7
2021-04,HARBOR POLICE,13B,26,23,26
2021-04,HARBOR POLICE,13C,2,2,2
2021-04,HARBOR POLICE,220,7,7,7
2021-04,HARBOR POLICE,23C,2,2,2
2021-04,HARBOR POLICE,23D,2,2,2
2021-04,HARBOR POLICE,23F,10,10,10
2021-04,HARBOR POLICE,23G,2,2,2
2021-04,HARBOR POLICE,23H,13,13,13
2021-04,HARBOR POLICE,240,2,1,1
2021-04,HARBOR POLICE,26B,1,1,1
2021-04,HARBOR POLICE,26C,4,4,4
2021-04,HARBOR POLICE,280,5,5,5
2021-04,HARBOR POLICE,290,9,9,9
2021-04,HARBOR POLICE,35A,21,21,21
2021-04,HARBOR POLICE,35B,13,13,13
2021-04,HARBOR POLICE,520,8,8,8
2021-04,LA MESA,09A,1,1,1
2021-04,LA MESA,100,1,1,1
2021-04,LA MESA,11A,1,1,1
2021-04,LA MESA,120,6,6,6
2021-04,LA MESA,13A,5,5,5
2021-04,LA MESA,13B,40,36,40
2021-04,LA MESA,13C,1,1,1
2021-04,LA MESA,200,2,2,2
2021-04,LA MESA,220,16,16,16
2021-04,LA MESA,23B,1,1,1
2021-04,LA MESA,23C,9,9,9
2021-04,LA MESA,23D,2,2,2
2021-04,LA MESA,23F,31,31,31
2021-04,LA MESA,23G,15,15,15
2021-04,LA MESA,23H,15,15,15
2021-04,LA MESA,240,50,26,26
2021-04,LA MESA,250,6,6,6
2021-04,LA MESA,26A,4,4,4
2021-04,LA MESA,26C,22,22,22
2021-04,LA MESA,280,2,2,2
2021-04,LA MESA,290,13,13,13
2021-04,LA MESA,35A,17,17,17
2021-04,LA MESA,35B,11,11,11
2021-04,LA MESA,520,8,8,8
2021-04,LA MESA,720,1,1,1
2021-04,NATIONAL CITY,100,2,2,2
2021-04,NATIONAL CITY,11A,1,1,1
2021-04,NATIONAL CITY,11D,1,1,1
2021-04,NATIONAL CITY,120,6,6,6
2021-04,NATIONAL CITY,13A,26,21,25
2021-04,NATIONAL CITY,13B,42,32,42
2021-04,NATIONAL CITY,13C,4,3,4
2021-04,NATIONAL CITY,200,1,1,1
2021-04,NATIONAL CITY,210,1,1,1
2021-04,NATIONAL CITY,220,15,15,15
2021-04,NATIONAL CITY,23C,5,5,5
2021-04,NATIONAL CITY,23D,4,4,4
2021-04,NATIONAL CITY,23F,33,33,33
2021-04,NATIONAL CITY,23G,2,2,2
2021-04,NATIONAL CITY,23H,22,22,22
2021-04,NATIONAL CITY,240,44,22,22
2021-04,NATIONAL CITY,250,4,4,4
2021-04,NATIONAL CITY,26A,7,7,7
2021-04,NATIONAL CITY,26B,1,1,1
2021-04,NATIONAL CITY,26C,5,5,5
2021-04,NATIONAL CITY,280,9,9,9
2021-04,NATIONAL CITY,290,40,40,40
2021-04,NATIONAL CITY,35A,17,17,17
2021-04,NATIONAL CITY,35B,6,6,6
2021-04,NATIONAL CITY,520,9,9,9
2021-04,OCEANSIDE,100,1,1,1
2021-04,OCEANSIDE,11A,2,2,2
2021-04,OCEANSIDE,11D,7,7,7
2021-04,OCEANSIDE,120,19,19,19
2021-04,OCEANSIDE,13A,39,38,38
2021-04,OCEANSIDE,13B,106,98,106
2021-04,OCEANSIDE,13C,3,2,3
2021-04,OCEANSIDE,200,2,2,2
2021-04,OCEANSIDE,220,30,30,30
2021-04,OCEANSIDE,23A,1,1,1
2021-04,OCEANSIDE,23C,29,29,29
2021-04,OCEANSIDE,23D,15,15,15
2021-04,OCEANSIDE,23E,1,1,1
2021-04,OCEANSIDE,23F,79,79,79
2021-04,OCEANSIDE,23G,19,19,19
2021-04,OCEANSIDE,23H,52,52,52
2021-04,OCEANSIDE,240,81,41,41
2021-04,OCEANSIDE,250,4,4,4
2021-04,OCEANSIDE,26A,14,14,14
2021-04,OCEANSIDE,26B,8,8,8
2021-04,OCEANSIDE,26C,19,19,19
2021-04,OCEANSIDE,26F,4,4,4
2021-04,OCEANSIDE,270,1,1,1
2021-04,OCEANSIDE,280,6,6,6
2021-04,OCEANSIDE,290,95,95,95
2021-04,OCEANSIDE,35A,116,116,116
2021-04,OCEANSIDE,35B,74,74,74
2021-04,OCEANSIDE,36B,1,1,1
2021-04,OCEANSIDE,370,1,1,1
2021-04,OCEANSIDE,520,17,17,17
2021-04,SAN DIEGO,09A,6,4,6
2021-04,SAN DIEGO,09B,1,1,1
2021-04,SAN DIEGO,100,15,15,15
2021-04,SAN DIEGO,11A,31,31,31
2021-04,SAN DIEGO,11B,10,10,10
2021-04,SAN DIEGO,11C,7,7,7
2021-04,SAN DIEGO,11D,36,33,36
2021-04,SAN DIEGO,120,63,63,63
2021-04,SAN DIEGO,13A,309,281,307
2021-04,SAN DIEGO,13B,589,562,588
2021-04,SAN DIEGO,13C,62,56,62
2021-04,SAN DIEGO,200,10,10,10
2021-04,SAN DIEGO,210,6,6,6
2021-04,SAN DIEGO,220,239,239,239
2021-04,SAN DIEGO,23A,4,4,4
2021-04,SAN DIEGO,23B,6,6,6
2021-04,SAN DIEGO,23C,86,86,86
2021-04,SAN DIEGO,23D,40,40,40
2021-04,SAN DIEGO,23F,657,657,657
2021-04,SAN DIEGO,23G,38,38,38
2021-04,SAN DIEGO,23H,585,585,585
2021-04,SAN DIEGO,240,1032,522,522
2021-04,SAN DIEGO,250,24,24,24
2021-04,SAN DIEGO,26A,42,42,42
2021-04,SAN DIEGO,26B,114,114,114
2021-04,SAN DIEGO,26C,148,148,148
2021-04,SAN DIEGO,26F,1,1,1
2021-04,SAN DIEGO,270,3,3,3
2021-04,SAN DIEGO,280,59,59,59
2021-04,SAN DIEGO,290,679,679,679
2021-04,SAN DIEGO,35A,366,366,366
2021-04,SAN DIEGO,35B,175,175,175
2021-04,SAN DIEGO,36B,3,3,3
2021-04,SAN DIEGO,370,2,2,2
2021-04,SAN DIEGO,40A,49,49,49
2021-04,SAN DIEGO,520,97,97,97
2021-04,SHERIFF,09A,4,3,4
2021-04,SHERIFF,100,16,14,16
2021-04,SHERIFF,11A,6,6,6
2021-04,SHERIFF,11B,5,4,5
2021-04,SHERIFF,11C,2,2,2
2021-04,SHERIFF,11D,16,15,16
2021-04,SHERIFF,120,31,31,31
2021-04,SHERIFF,13A,173,153,171
2021-04,SHERIFF,13B,549,498,548
2021-04,SHERIFF,13C,43,33,43
2021-04,SHERIFF,210,3,3,3
2021-04,SHERIFF,220,125,125,125
2021-04,SHERIFF,23A,1,1,1
2021-04,SHERIFF,23B,2,2,2
2021-04,SHERIFF,23C,72,72,72
2021-04,SHERIFF,23D,26,26,26
2021-04,SHERIFF,23E,1,1,1
2021-04,SHERIFF,23F,168,168,168
2021-04,SHERIFF,23G,50,50,50
2021-04,SHERIFF,23H,105,105,105
2021-04,SHERIFF,240,314,157,157
2021-04,SHERIFF,250,18,18,18
2021-04,SHERIFF,26A,30,30,30
2021-04,SHERIFF,26B,22,22,22
2021-04,SHERIFF,26C,24,24,24
2021-04,SHERIFF,26F,71,71,71
2021-04,SHERIFF,270,3,3,3
2021-04,SHERIFF,280,62,62,62
2021-04,SHERIFF,290,219,219,219
2021-04,SHERIFF,35A,524,524,524
2021-04,SHERIFF,35B,307,307,307
2021-04,SHERIFF,36B,1,1,1
2021-04,SHERIFF,370,1,1,1
2021-04,SHERIFF,40A,120,120,120
2021-04,SHERIFF,520,104,104,104
2021-05,CARLSBAD,100,6,5,6
2021-05,CARLSBAD,11A,2,2,2
2021-05,CARLSBAD,11B,1,1,1
2021-05,CARLSBAD,11D,4,4,4
2021-05,CARLSBAD,120,3,3,3
2021-05,CARLSBAD,13A,21,18,21
2021-05,CARLSBAD,13B,55,47,55
2021-05,CARLSBAD,13C,9,8,9
2021-05,CARLSBAD,200,2,2,2
2021-05,CARLSBAD,220,21,21,21
2021-05,CARLSBAD,23C,26,26,26
2021-05,CARLSBAD,23D,3,3,3
2021-05,CARLSBAD,23F,71,71,71
2021-05,CARLSBAD,23G,4,4,4
2021-05,CARLSBAD,23H,37,37,37
2021-05,CARLSBAD,240,32,16,16
2021-05,CARLSBAD,250,5,5,5
2021-05,CARLSBAD,26A,13,13,13
2021-05,CARLSBAD,26B,6,6,6
2021-05,CARLSBAD,26C,33,33,33
2021-05,CARLSBAD,26F,4,4,4
2021-05,CARLSBAD,26G,1,1,1
2021-05,CARLSBAD,280,13,13,13
2021-05,CARLSBAD,290,39,39,39
2021-05,CARLSBAD,35A,45,45,45
2021-05,CARLSBAD,35B,33,33,33
2021-05,CARLSBAD,370,1,1,1
2021-05,CARLSBAD,520,8,8,8
2021-05,CHULA VISTA,100,14,10,14
2021-05,CHULA VISTA,11A,1,1,1
2021-05,CHULA VISTA,11B,1,1,1
2021-05,CHULA VISTA,11D,7,6,7
2021-05,CHULA VISTA,120,19,19,19
2021-05,CHULA VISTA,13A,55,39,55
2021-05,CHULA VISTA,13B,123,107,123
2021-05,CHULA VISTA,13C,21,19,21
2021-05,CHULA VISTA,200,6,6,6
2021-05,CHULA VISTA,210,4,4,4
2021-05,CHULA VISTA,220,33,33,33
2021-05,CHULA VISTA,23B,1,1,1
2021-05,CHULA VISTA,23C,20,20,20
2021-05,CHULA VISTA,23D,4,4,4
2021-05,CHULA VISTA,23F,90,90,90
2021-05,CHULA VISTA,23G,25,25,25
2021-05,CHULA VISTA,23H,37,37,37
2021-05,CHULA VISTA,240,154,77,77
2021-05,CHULA VISTA,250,8,8,8
2021-05,CHULA VISTA,26A,24,24,24
2021-05,CHULA VISTA,26B,12,12,12
2021-05,CHULA VISTA,26C,26,26,26
2021-05,CHULA VISTA,26F,2,2,2
2021-05,CHULA VISTA,280,9,9,9
2021-05,CHULA VISTA,290,70,70,70
2021-05,CHULA VISTA,35A,63,63,63
2021-05,CHULA VISTA,35B,57,57,57
2021-05,CHULA VISTA,36B,1,1,1
2021-05,CHULA VISTA,40A,1,1,1
2021-05,CHULA VISTA,520,21,21,21
2021-05,EL CAJON,100,3,3,3
2021-05,EL CAJON,11A,3,3,3
2021-05,EL CAJON,11C,3,3,3
2021-05,EL CAJON,11D,7,7,7
2021-05,EL CAJON,120,6,6,6
2021-05,EL CAJON,13A,35,27,34
2021-05,EL CAJON,13B,68,63,68
2021-05,EL CAJON,13C,14,11,14
2021-05,EL CAJON,200,1,1,1
2021-05,EL CAJON,220,19,19,19
2021-05,EL CAJON,23A,1,1,1
2021-05,EL CAJON,23C,10,10,10
2021-05,EL CAJON,23D,5,5,5
2021-05,EL CAJON,23F,48,48,48
2021-05,EL CAJON,23G,7,7,7
2021-05,EL CAJON,23H,16,16,16
2021-05,EL CAJON,240,54,27,27
2021-05,EL CAJON,250,3,3,3
2021-05,EL CAJON,26A,5,5,5
2021-05,EL CAJON,26C,16,16,16
2021-05,EL CAJON,270,1,1,1
2021-05,EL CAJON,280,7,7,7
